@relation 'spambase-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.7 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.EM -I 100 -N 2 -X 10 -max -1 -ll-cv 1.0E-6 -ll-iter 1.0E-6 -M 1.0E-6 -K 10 -num-slots 1 -S 100'

@attribute -0.348word_freq_857-0.348word_freq_415-0.32word_freq_direct-0.317word_freq_technology-0.312word_freq_telnet... numeric
@attribute 0.272word_freq_your+0.252capital_run_length_longest+0.248word_freq_000+0.236char_freq_$+0.235word_freq_order... numeric
@attribute -0.445capital_run_length_longest-0.372capital_run_length_total-0.292char_freq_(-0.285capital_run_length_average+0.248word_freq_you... numeric
@attribute 0.403word_freq_original+0.394word_freq_1999+0.304word_freq_pm-0.295word_freq_font+0.246word_freq_cs... numeric
@attribute '0.534word_freq_meeting+0.332word_freq_will+0.31 word_freq_lab+0.27 word_freq_our-0.256word_freq_font...' numeric
@attribute 0.303word_freq_font+0.299word_freq_business+0.299char_freq_;-0.29word_freq_addresses+0.274word_freq_credit... numeric
@attribute -0.43word_freq_font-0.406char_freq_;+0.284capital_run_length_average-0.254word_freq_000-0.247word_freq_meeting... numeric
@attribute -0.323word_freq_edu-0.305word_freq_you-0.257word_freq_cs-0.239char_freq_!+0.237word_freq_internet... numeric
@attribute '0.368word_freq_edu+0.35 word_freq_cs-0.291word_freq_make+0.28 word_freq_our+0.258word_freq_remove...' numeric
@attribute 0.359word_freq_cs+0.353word_freq_edu-0.289word_freq_re-0.265word_freq_pm-0.262char_freq_!... numeric
@attribute -0.326word_freq_email-0.262word_freq_will-0.258word_freq_all+0.248word_freq_george-0.23word_freq_hpl... numeric
@attribute 0.355word_freq_money+0.305word_freq_free+0.262word_freq_make-0.257word_freq_re-0.24char_freq_!... numeric
@attribute 0.334word_freq_parts-0.314word_freq_address-0.27word_freq_mail+0.259word_freq_hp-0.254word_freq_will... numeric
@attribute -0.529word_freq_data-0.345char_freq_[+0.246word_freq_people+0.219word_freq_hp+0.198word_freq_hpl... numeric
@attribute 0.399word_freq_table-0.361word_freq_project+0.272word_freq_re+0.223word_freq_order-0.22word_freq_will... numeric
@attribute -0.428word_freq_address+0.373word_freq_george-0.307word_freq_mail-0.297word_freq_report+0.255word_freq_conference... numeric
@attribute -0.504word_freq_table+0.359char_freq_[-0.277word_freq_report-0.261word_freq_project+0.246char_freq_!... numeric
@attribute -0.453word_freq_3d-0.403word_freq_project-0.332word_freq_parts-0.243word_freq_re+0.225word_freq_free... numeric
@attribute 0.686word_freq_3d-0.428word_freq_parts+0.187word_freq_lab-0.167word_freq_people-0.167word_freq_address... numeric
@attribute -0.602word_freq_conference+0.532word_freq_project+0.258char_freq_#-0.17word_freq_3d+0.168word_freq_make... numeric
@attribute 0.447word_freq_address-0.388char_freq_#-0.295word_freq_conference-0.284word_freq_re-0.275word_freq_mail... numeric
@attribute '-0.43char_freq_#-0.327word_freq_address-0.256word_freq_over-0.247word_freq_conference+0.24 capital_run_length_average...' numeric
@attribute 0.407word_freq_conference+0.407char_freq_!+0.387word_freq_project+0.339word_freq_table+0.284word_freq_free... numeric
@attribute '0.326word_freq_mail+0.321char_freq_(+0.31 word_freq_internet-0.261char_freq_[+0.26 word_freq_free...' numeric
@attribute 0.404word_freq_people+0.357word_freq_money+0.298word_freq_email-0.294word_freq_report-0.253word_freq_000... numeric
@attribute -0.45word_freq_table-0.386word_freq_make+0.315word_freq_all+0.283word_freq_report-0.227word_freq_000... numeric
@attribute -0.335word_freq_email+0.323word_freq_over+0.269word_freq_mail-0.255word_freq_re-0.249word_freq_data... numeric
@attribute -0.412char_freq_#+0.306word_freq_free-0.261word_freq_data-0.254word_freq_pm-0.218word_freq_all... numeric
@attribute class {0,1}
@attribute cluster {cluster1,cluster2}

@data
0.303313,-1.295847,-0.269251,-0.434651,-0.44703,-0.537287,0.552268,-0.169897,0.025459,-0.388444,0.64233,-0.505886,0.002447,0.064198,0.146485,-0.104489,0.326177,-0.260853,0.196524,0.05365,-0.014324,-0.150324,-0.123374,0.259199,0.063993,-0.47652,-0.392827,0.183066,1,cluster1
0.892545,1.060981,-1.039631,-0.596482,0.261093,0.122653,0.397882,0.157027,-0.384373,0.594401,0.037052,0.22569,0.156678,-0.383677,0.2903,-0.256727,-0.167302,-0.202171,-0.235683,-0.275644,-0.240561,0.045648,-0.333657,-0.508534,-0.059727,0.263382,-0.478938,0.435904,1,cluster1
0.303313,-1.295847,-0.269251,-0.434651,-0.44703,-0.537287,0.552268,-0.169897,0.025459,-0.388444,0.64233,-0.505886,0.002447,0.064198,0.146485,-0.104489,0.326177,-0.260853,0.196524,0.05365,-0.014324,-0.150324,-0.123374,0.259199,0.063993,-0.47652,-0.392827,0.183066,1,cluster1
1.023112,0.631767,1.680432,-0.040589,-1.236697,0.433354,0.406492,-0.953319,-0.759344,-0.625132,-0.49522,2.908699,0.915485,0.52422,-0.243093,0.078992,0.99737,-0.820429,1.059058,0.611867,0.398904,-0.847809,0.280728,-1.410731,3.030635,-0.142979,0.960786,1.315849,1,cluster2
0.358265,-0.949788,0.183239,-0.862973,-0.569756,-0.043939,0.791348,-0.0265,0.597902,-0.918709,0.25701,1.152179,0.666396,0.632963,-0.478718,0.610219,0.131622,0.990687,0.211013,0.338931,0.053012,-0.598002,0.922553,1.429731,-0.558509,0.637007,0.398249,1.376364,1,cluster1
1.104119,2.530088,1.147474,-0.423647,0.745505,4.882213,2.70338,1.844276,0.528061,1.598405,1.596083,-0.273205,0.578693,-1.075151,0.338919,1.805104,-0.220332,-0.341232,-0.362567,0.656755,0.828278,-2.206155,-0.36218,-1.977001,0.469683,0.702907,-1.130979,-0.468006,1,cluster2
0.870437,0.170989,1.270983,0.289947,-0.014637,0.664497,0.45868,-1.033081,-1.277636,0.249207,0.104552,-0.329241,-0.286681,-0.166026,-0.395804,0.485521,0.735521,-0.364365,0.203263,0.530764,0.179426,0.066507,-0.167857,0.184673,-0.338582,-1.700117,-0.908271,-0.528444,1,cluster1
0.722965,0.269525,0.356615,-0.638587,-0.211549,-0.679708,0.370535,-1.32395,0.949381,-2.526353,-1.094624,-0.30244,1.131634,-0.174404,0.572657,1.794391,-0.10308,1.689859,-0.301822,0.249833,1.329337,-0.367125,1.980415,1.382297,-2.153773,2.623231,0.352863,-0.09352,1,cluster2
0.89063,0.289398,1.439479,-0.323189,0.384388,0.179656,-0.176427,-0.545834,0.264125,-0.300686,-0.005083,0.082457,0.116312,-0.510464,-0.355093,-0.21386,-0.372886,-0.346925,-0.227522,-0.111366,-0.134831,0.411706,-0.903578,-0.517529,-0.034849,-0.164856,1.130164,0.344617,1,cluster1
0.813589,0.799896,1.075997,0.826236,-1.124355,-1.736298,-1.084866,0.830718,1.183975,-1.442002,-2.705167,1.502997,0.309374,-0.077915,0.996953,-0.214254,-1.161655,-0.87594,0.496119,-0.630696,0.157139,-0.968585,-0.101246,-0.651206,2.973291,0.907014,-2.887557,0.99573,1,cluster2
-1.13719,0.514269,0.175811,1.664779,0.109177,2.201799,0.549683,1.134945,-0.801785,0.79287,-0.34082,1.480155,-0.590918,-0.037914,-0.319885,-0.759075,0.443568,0.788389,-1.014542,-0.431615,-0.985169,0.61317,-0.451987,-0.139092,-1.10109,-0.425361,-0.834853,0.608515,1,cluster2
0.751992,0.155404,0.635905,-0.117624,-0.324666,-0.820424,0.053524,-1.736069,0.172949,-1.7801,-1.110996,-1.366337,0.22613,-1.059168,0.877786,0.812851,-0.22107,0.582862,-0.305808,-0.243132,0.834906,0.192655,0.394395,0.041574,-0.977726,1.726885,0.444707,-0.920287,1,cluster1
0.48684,-0.442807,0.297508,-1.579899,0.234464,0.822045,-0.380935,-0.448167,1.687951,-1.594451,0.576318,0.97207,1.135347,0.488589,-1.03637,0.157453,-0.365235,0.335017,-0.564184,-0.067463,0.314925,0.408846,0.538092,1.333183,-0.646682,0.32507,0.67043,1.687275,1,cluster1
1.076853,1.276815,1.154235,-0.224374,0.502735,0.575781,0.039544,-0.173288,0.825343,-0.662497,0.460166,-0.686874,0.441065,0.022387,-0.825514,-0.280638,-0.339475,0.179212,0.040867,-0.367041,0.244112,0.682761,-0.093129,-0.093266,-0.467885,-0.658687,-0.082241,-0.155224,1,cluster1
0.669161,-0.154022,0.557948,-0.366357,0.029379,-0.388865,0.031503,-0.194093,0.361446,-0.748591,-0.961455,0.052718,-0.142757,-0.157529,0.186499,0.068486,-0.216528,0.074479,0.066418,-0.146155,0.534181,-0.240436,0.30207,0.071506,-0.049169,0.676617,-0.505162,0.223351,1,cluster1
0.806362,0.291016,0.448934,-0.242166,0.018875,-0.603216,0.072138,-0.654818,0.48342,-1.328354,-1.287188,-0.31123,0.076699,-0.527491,0.826769,0.398924,-0.469909,0.148241,-0.240444,-0.214863,0.587281,-0.018199,0.160809,-0.108308,-0.455253,1.189659,-0.255306,-0.219734,1,cluster1
1.276609,1.988871,0.719417,1.376599,-0.90212,-0.937397,-0.790459,0.592253,-0.149068,1.348188,2.541183,-1.353015,1.145691,1.039882,-0.810395,0.188487,-0.124379,-0.692937,0.206158,-0.274234,1.521198,-0.765057,-0.650733,0.091442,2.918532,0.492619,2.736549,-0.066316,1,cluster2
0.527375,-0.480099,0.481288,-1.49676,0.320356,0.689547,-0.269468,-0.29752,1.696402,-1.492763,0.53637,1.032799,1.137624,0.54688,-0.97976,0.098394,-0.369334,0.320421,-0.560694,-0.011367,0.183294,0.436088,0.509371,1.1449,-0.681567,0.338503,0.69484,1.571443,1,cluster1
0.519319,-0.472908,0.44527,-1.513049,0.303228,0.715709,-0.291807,-0.32723,1.69468,-1.512786,0.544367,1.020774,1.137229,0.535277,-0.99104,0.110081,-0.368591,0.323344,-0.561339,-0.022527,0.209356,0.430496,0.514992,1.182414,-0.67467,0.335881,0.690016,1.594468,1,cluster1
0.809779,0.415778,0.860917,0.018425,-0.121219,-0.786335,-0.359007,-0.427336,0.415755,-0.481486,0.190471,-0.404215,0.550714,0.342437,-0.601478,-0.725833,-0.637427,-0.050817,-0.597591,-0.640171,0.501534,0.7098,-0.388724,-0.753327,1.392403,0.644357,0.061932,-0.638609,1,cluster1
0.987071,1.188459,0.927264,-0.322915,0.219899,2.677951,1.333071,1.51442,0.747398,0.779945,1.21792,-1.22095,0.368593,-0.156259,0.073272,0.47112,0.051065,-0.200189,0.16935,0.13218,0.632442,-0.886932,0.405327,-0.447262,0.496558,0.366658,-0.68123,-0.617188,1,cluster1
1.209286,2.34795,-0.081609,0.657914,0.096737,0.168996,0.264758,0.142131,-0.034572,0.1863,0.307177,-1.478003,-0.558712,-0.211115,1.215217,0.125298,0.63564,-0.640303,0.237962,-0.146409,0.458127,0.000767,0.658458,1.536563,0.973278,1.381684,1.220942,-0.145019,1,cluster1
1.157736,1.565689,0.931921,0.239393,0.092834,-0.362088,-0.73784,-0.102797,0.286814,0.24464,1.015279,-0.66582,0.434035,-0.146375,-0.783319,-0.213745,-0.365678,-0.192709,-0.303839,-0.154113,-0.00332,0.473513,-0.801078,-0.693216,-0.273903,-0.737213,0.659647,-0.289117,1,cluster1
1.637891,3.767257,2.235666,0.969569,0.274756,1.394932,-0.284317,-0.36476,-0.450406,-0.011237,-0.38212,1.018364,0.002655,0.33788,-1.898166,1.262966,-0.122424,2.566491,-0.325076,0.339629,-0.591503,-0.613604,0.017964,1.800566,-2.157957,0.392818,1.041418,1.248441,1,cluster2
1.709717,4.398286,-1.980384,0.029791,-0.040347,-1.317252,-0.154485,-0.847685,-2.607075,2.219987,1.706511,-0.072173,1.36404,1.301406,-0.042374,-1.485693,-0.346778,0.327329,-0.484245,-0.344058,-0.89596,-0.069333,0.276259,0.227434,-1.165832,0.402515,-0.777351,0.146136,1,cluster2
1.183079,1.961339,0.117271,0.618998,-0.515129,-0.704362,-0.65378,-0.294826,-1.017745,0.733312,0.064938,0.196814,-0.44711,0.690524,-0.568433,-0.63531,0.410937,0.173682,-0.46598,-0.102429,-0.262266,0.202552,-0.362026,0.291403,0.74878,-0.01756,0.382313,-0.367514,1,cluster1
0.852142,0.063406,1.57086,-0.470326,0.990159,0.55567,-0.021616,-0.198679,0.130447,-0.023443,-0.606299,0.126855,-0.880666,-0.228406,-0.189179,-1.005772,-0.400551,-0.393065,-0.501586,-0.356436,0.52395,0.338865,-0.762992,-0.322331,-0.682823,-0.323534,0.670444,-0.044833,1,cluster1
1.749332,4.257919,0.742549,0.997501,-0.603538,0.130708,-0.540983,1.423996,0.884498,0.757918,1.571998,-1.020668,0.550775,-0.619631,0.145661,2.208366,0.292989,0.324113,0.39041,0.867595,0.925331,-1.386486,0.266795,-0.02048,-1.92745,-0.936729,0.530763,-0.44825,1,cluster2
0.838493,0.388987,-0.028069,-0.297787,-0.183924,-0.868322,-0.323268,-0.021363,0.174377,-0.072495,-0.186302,-0.380724,0.048587,-0.267985,-0.260511,0.102177,-0.432753,0.281641,-0.072084,-0.194372,0.396706,0.027521,-0.290715,-0.654523,-0.270778,0.318409,0.096606,-0.099583,1,cluster1
0.821369,0.633932,0.138458,0.128246,-0.641497,-1.312169,-0.366374,-0.472905,-0.617274,0.269288,0.754651,-0.068413,-0.02743,-0.404428,-0.344184,0.589781,0.552524,-0.479322,0.59578,0.646208,1.271311,-1.952239,-0.856833,-0.68937,0.02269,-0.91268,1.727651,0.738038,1,cluster2
1.718304,4.150808,0.734148,0.977115,-0.667485,0.220214,-0.489382,1.523004,0.846686,0.892306,1.765045,-0.927388,0.509565,-0.528053,0.03937,2.090648,0.384134,0.241262,0.471171,0.892271,0.82632,-1.435803,0.237928,0.001558,-1.761615,-1.156129,0.485769,-0.289452,1,cluster2
0.680964,-0.495213,0.730332,-0.478314,-0.623627,0.099696,0.512033,-0.345759,0.057213,-0.603116,0.202887,0.0379,0.192628,0.032319,0.212892,0.33637,0.41774,0.295816,0.119068,0.189384,0.275214,-0.0769,0.719908,0.339101,-0.413582,0.266979,-0.105967,0.34481,1,cluster1
0.842418,0.600554,1.122126,-0.259691,-0.121818,1.339419,0.599261,-0.061126,0.400014,-0.494305,0.074825,-0.520346,-0.033227,-0.106511,-0.952461,-0.557872,-0.331725,0.501972,0.628557,-0.596177,0.290397,0.163874,-0.201053,-0.317276,0.50122,-0.65645,-0.411358,0.087917,1,cluster1
0.970982,0.552986,1.564652,0.103936,0.753166,0.380589,-0.000597,-0.857828,-0.857067,0.013918,-1.548823,-0.669905,-0.878835,-1.0627,0.244479,0.458158,-0.56113,0.468823,-0.086402,-0.321216,0.298929,0.554812,-0.524588,-0.121436,-0.802872,0.906124,0.523106,-0.665991,1,cluster1
0.739106,-0.094342,0.647401,-0.361196,-0.244965,-0.341372,0.087668,-0.255866,0.426693,-0.918689,-0.707227,-0.02172,0.038894,-0.116246,0.411334,0.129386,-0.00056,0.014528,0.029008,-0.060228,0.609856,-0.210774,0.576884,-0.004945,-0.123813,0.624578,-0.632973,0.164348,1,cluster1
0.83448,0.390322,0.529522,-0.20081,0.039516,-0.537871,0.078589,-0.658843,0.459466,-1.317143,-1.329309,-0.270663,0.06018,-0.570159,0.86439,0.400577,-0.519256,0.137931,-0.263816,-0.231765,0.565748,0.008239,0.085269,-0.121782,-0.455947,1.174533,-0.212678,-0.224916,1,cluster1
0.476964,-0.304974,0.020742,-0.316822,-0.261543,-0.273221,0.255063,0.499522,0.610551,-0.574314,-1.006271,0.510256,-0.511047,0.175389,-0.178699,-0.802114,-0.320787,0.064836,0.35824,-0.432282,-0.005055,-0.240492,-0.230235,0.029798,0.84827,0.084861,-0.527624,0.468061,1,cluster1
0.942654,0.20724,1.502505,0.193567,-0.656397,0.187211,0.210715,-1.420047,-0.746965,-0.586779,-0.034979,-0.184052,0.062688,-0.619089,0.752958,-0.203084,-0.062728,-0.372883,-0.132018,-0.100392,-0.552392,0.326567,-0.584391,-0.375915,0.079291,0.073706,0.330902,0.206654,1,cluster1
