@RELATION bcica10
@ATTRIBUTE ica0     REAL
@ATTRIBUTE ica1     REAL
@ATTRIBUTE ica2     REAL
@ATTRIBUTE ica3     REAL
@ATTRIBUTE ica4     REAL
@ATTRIBUTE ica5     REAL
@ATTRIBUTE ica6     REAL
@ATTRIBUTE ica7     REAL
@ATTRIBUTE ica8     REAL
@ATTRIBUTE ica9     REAL
@ATTRIBUTE class    {0.000000,1.000000}

@DATA
-0.253580, -0.201573, -0.597536, 0.017578, -1.564585, -0.312654, -0.209258, 0.282316, 1.203762, 0.564652,0.000000
0.026025, 0.214149, -1.337577, 0.051504, 0.550698, -0.231355, 0.447887, 0.463961, 0.025277, 0.570419,0.000000
-0.275316, -0.168736, -0.883107, -0.117782, -0.016911, -0.317651, 0.447571, 0.603748, -1.067662, -0.821017,0.000000
-0.293676, 0.205015, 0.332859, -0.686597, -0.273090, 0.182537, -0.110933, -0.098110, 0.080048, 0.143375,0.000000
-0.770071, 0.240383, 0.285301, -0.796094, -0.294386, 0.200219, 0.442518, 0.720102, 1.670720, 0.950211,0.000000
-0.970219, 0.440684, 0.317572, 0.383280, 0.115121, 4.454344, 0.863798, -0.774295, 0.194147, 0.102495,0.000000
-0.316298, 0.272206, -0.026207, -0.561908, -0.395452, 0.087137, 0.515396, -0.113596, 0.286594, 0.100132,1.000000
-0.006997, -0.002449, -0.091316, -0.155485, -0.065650, -0.260926, 0.096867, 0.216686, 0.639762, 0.223879,1.000000
0.037542, -0.053919, -0.235738, 0.409842, -0.718174, -0.081286, 0.125251, 0.924975, 0.246671, -1.056412,1.000000
-0.068402, 0.115973, -1.059012, -1.241518, -0.103867, -0.001027, 0.194280, 0.385179, -0.746339, 1.904958,0.000000
-1.735694, -0.116213, -0.217045, 2.383812, -0.373870, 4.259250, 0.692705, 0.018037, -1.088641, 0.698709,0.000000
-1.451877, -0.031555, 0.281446, -1.633899, 0.267248, 4.605861, -0.150670, -0.180304, 0.763724, 1.158540,0.000000
0.316435, 0.104967, -0.308867, -1.688790, 0.030547, -0.205973, -1.368534, 0.583238, 2.526195, -0.305097,0.000000
-0.254293, -0.235216, -1.611211, -0.036952, 0.394098, -0.871304, 1.623062, -0.750993, -0.117249, 0.603617,0.000000
0.386655, -0.438027, -0.729356, 0.210079, -0.168997, -0.696413, -0.096968, -0.537052, 1.322706, -0.888042,0.000000
-0.691733, -0.096097, -2.906047, -0.487508, 0.226003, 0.388561, 0.046925, -0.032046, 0.575313, 0.403050,0.000000
-0.298813, -0.301217, 1.039292, 0.457531, -0.294034, -0.482797, 0.321836, 0.165687, -0.278429, -0.513792,0.000000
0.336553, -0.058111, -1.685543, -0.330047, 0.946287, 0.799320, -0.834422, -0.488642, 0.957631, -0.281191,0.000000
-0.006311, 0.147812, -1.220282, -1.210936, 0.294053, -0.424106, -0.436628, 0.662719, -0.860591, -0.102611,0.000000
-0.270535, -0.085997, 0.779668, -0.667625, -0.153202, 0.112264, 0.780174, -1.242160, -0.728593, -0.014228,0.000000
-0.584052, -0.474249, -1.396169, 1.296254, 0.764092, 0.713778, 1.134113, 0.156734, -0.079397, -0.841866,0.000000
-0.596063, -0.083621, -0.181801, 0.338982, -0.891346, 0.087878, 1.232636, -0.353650, -0.445297, 0.116110,0.000000
-0.345287, 0.489517, -0.976224, -0.446573, 0.081212, 0.032791, -0.673399, -0.103422, 0.603046, -0.275580,0.000000
-0.444291, -0.468171, -1.262835, -0.204396, -0.099709, 0.127259, 0.513725, 0.199847, -0.031059, -0.495192,0.000000
-0.165501, -0.419676, 1.212521, 0.259694, 2.924403, 0.081580, 0.215168, -0.397796, -0.507900, -0.478656,1.000000
0.286351, -0.434665, 0.041459, -1.598541, 0.628864, -0.557088, 0.270676, 1.171312, 0.723823, -9.562983,0.000000
0.072070, 0.051171, -2.029376, -0.437369, 2.189264, -0.249518, 0.093954, -0.339872, 0.319186, 0.760921,0.000000
0.035566, 0.119297, -0.864796, -0.335075, -0.272114, -0.189961, 0.238225, 0.100579, 0.107237, 0.622844,0.000000
0.135902, 0.688772, -0.930375, 0.055335, -0.152040, -0.067883, -0.197760, 1.444543, 0.500765, 0.337351,0.000000
-0.133270, 0.580026, 1.877851, -0.498751, 0.066538, -0.173365, -0.946912, 0.501736, -1.591978, 3.691265,0.000000
-0.146573, 0.238484, 0.049330, -0.745632, -0.038536, -0.579993, 0.022499, 0.509262, 0.196471, 0.650872,0.000000
0.195522, 0.010401, -0.133553, -0.266236, 0.262052, -1.377114, 0.952216, 0.376986, -0.948040, -0.050140,0.000000
-0.061580, 0.525743, 0.089807, 0.239398, 0.929557, -0.188951, -0.096938, 0.214889, -0.426505, 0.085164,0.000000
0.311141, 0.084775, -0.593370, 1.047453, -0.367429, -0.063074, -0.108572, 0.623681, -0.182970, 0.436063,1.000000
-0.058173, 0.099237, -0.061385, -0.366973, 0.524221, -0.213604, 0.483412, 0.228271, -1.180688, -0.104744,0.000000
-0.056654, 0.376296, -0.388365, -0.324476, 0.037158, -0.231865, 0.234425, 1.010024, 0.400714, -0.355498,1.000000
0.082500, 0.357493, -0.436093, -0.360378, 0.108815, -0.103135, -0.093109, 0.276564, 0.358895, 0.314787,1.000000
-0.101543, 0.054724, -0.680537, -0.413419, 0.484415, -0.203860, -0.031869, 0.502395, 0.314839, -0.550381,1.000000
-0.114609, 0.137629, -0.279636, -0.187846, 0.140736, -0.092888, 0.149301, 0.380277, 0.209306, -0.092269,1.000000
-0.023331, 0.101187, -0.328503, -0.681890, -0.343694, 0.019296, 0.301193, 0.062269, 0.245258, 0.198250,1.000000
1.213044, -0.085711, -0.903164, 0.108261, 2.212837, -0.583717, -2.299233, -0.462714, -0.249572, -0.278034,0.000000
-0.215866, 0.272706, -0.830453, -0.303521, 0.031255, 0.211425, 0.181661, 0.374591, 0.343625, 0.629498,0.000000
-0.207632, 0.203162, -0.268073, -0.518423, -0.360101, -0.028958, 0.606087, -0.171827, 0.073434, 0.755992,1.000000
-0.573402, -0.212102, 1.005905, -0.146590, 0.155128, 3.437552, 0.527692, 0.003630, -0.954037, 0.357212,0.000000
-0.161217, -0.200126, 0.226252, -0.357600, -0.170591, 0.040813, 0.897958, 0.205592, -2.640154, -0.685436,0.000000
-0.222304, 0.533022, -0.285410, -0.845394, 0.246730, -0.125129, 0.401136, -0.790163, 0.020479, -0.579775,1.000000
0.252836, -0.594511, 0.551043, 0.539527, 0.257282, -0.093772, -0.085836, 0.987371, 0.184555, -0.191539,1.000000
-0.246487, -0.109005, -0.499810, -0.212139, 1.677129, 0.096094, 0.370449, 0.735211, 0.023307, 0.834003,1.000000
-0.161132, 0.018606, 0.223806, 1.029393, 0.109658, -0.102214, -0.121561, -0.853671, -1.212090, -0.050436,1.000000
-0.086767, 0.902982, 1.027420, -0.932079, -0.569087, -0.853307, -0.719513, 1.120647, 0.104669, -0.711440,0.000000
-0.001412, -0.414035, -0.055504, 0.513965, 2.096267, -0.157522, -2.380693, 0.227615, 0.602575, 1.180364,1.000000
-0.133546, -0.075801, 0.495076, -0.744050, 0.264291, -0.510301, 0.537748, 0.847175, -1.138905, 0.375072,0.000000
-0.222503, 0.033791, 0.190585, -0.201894, -0.019835, 0.020865, 0.296640, 0.353435, -0.434282, 0.178502,0.000000
0.019770, 0.010651, 0.012659, 0.454379, -0.035956, 0.201712, 0.339207, -0.231256, -0.411735, -0.169616,1.000000
-0.268299, 0.137511, -0.631133, -0.445569, -0.158001, 0.036599, 0.681879, 0.192940, 0.344469, 0.151878,1.000000
0.088664, -10.001854, -0.156682, -0.122628, -1.131256, 0.070249, 1.106731, -0.166795, -1.679487, 2.541851,1.000000
-0.232577, 0.047861, -0.463527, -0.277683, -0.179316, 0.078851, 0.762826, -0.057492, -0.109242, 0.019623,1.000000
-0.108486, -0.063899, -0.474897, 0.148299, 0.078487, 0.857779, -0.018300, -0.121447, 0.387168, -0.071317,0.000000
0.372144, 2.238262, 0.298043, 0.360228, -3.930586, -0.706073, -6.821371, -0.933587, -0.590315, -0.019027,1.000000
-0.438607, 0.388717, 0.076815, 0.216519, -0.173996, 1.093475, 0.541843, -0.091106, -2.254988, 0.542551,0.000000
-0.095518, 0.002361, -0.516757, -0.252556, 0.637205, -0.756322, 0.344212, 0.152711, 0.352481, 0.651656,0.000000
0.127247, 0.188180, 0.310165, -0.140609, -0.192243, -0.374313, -0.061571, -0.189791, 0.035151, -0.049875,1.000000
0.047029, 0.012276, -0.122722, -1.258296, -0.824728, 0.120771, 0.119113, 0.053656, 0.250506, -1.499038,0.000000
-0.473974, 1.113891, 0.360033, -0.443562, -1.518526, -0.104078, -0.178121, -2.969716, -0.838386, -0.084576,1.000000
1.609174, -0.078762, -0.896049, -1.555539, -0.174229, 1.638518, -1.408320, 0.267438, -1.333864, -0.324163,0.000000
0.096782, -0.445025, 1.762515, -0.312507, -0.025483, -0.233036, 1.568356, 0.525190, 7.826051, 8.487123,0.000000
-0.120456, -0.045249, -0.446883, -0.190550, -0.087375, -0.017602, 0.391096, 0.128721, 0.352966, -0.038929,1.000000
-0.073312, -0.217239, -0.032588, -0.563914, -0.086971, -0.044857, 0.191320, -1.273748, 0.458991, -0.166846,1.000000
-0.064141, 0.180803, -0.265268, -0.351525, 0.233823, -1.787697, 0.623579, 0.585446, -2.548250, 0.439326,1.000000
-0.071611, 0.422125, 0.278220, 5.368215, -0.134701, -0.893167, 0.153845, 0.281518, 2.075817, -0.248225,0.000000
0.075506, 2.744905, 8.064787, 1.764852, 1.124542, -0.805904, -0.993353, -1.368044, -0.107637, 0.298318,0.000000
0.074124, 0.255534, -0.186609, -0.237729, 0.002184, -0.201071, -0.311689, 0.184021, -0.245181, 0.392002,1.000000
-0.116652, -0.176489, 0.602838, 0.302209, 0.008019, 0.133335, -0.513524, 0.009469, 0.982962, 0.108202,0.000000
-0.352622, -0.230078, 0.894042, -1.018054, 0.280512, 0.045193, 0.411529, -1.261152, 0.452331, -0.426411,0.000000
-0.206234, 0.704619, -0.086622, -0.392039, -0.339021, -1.111951, 0.826090, 0.178125, -3.091598, 0.472348,0.000000
-0.118260, 0.183215, -0.008731, -0.454892, 0.383862, -0.150153, -0.247465, 0.378192, -0.069174, -0.032710,1.000000
-0.155773, -0.089681, 0.897484, -0.242410, -0.620447, -0.397130, -0.668277, 0.278739, -1.290780, -0.339120,1.000000
0.095128, 0.328092, -0.349867, -0.101407, 0.205752, -0.239821, -0.543971, 0.456484, 0.323490, 0.148375,1.000000
-0.215426, -0.273866, -0.516683, -0.222485, -0.882648, -0.251601, 0.125188, -0.343924, 0.311211, 0.633876,0.000000
0.036919, 0.268209, -0.471615, -0.742989, 0.163832, -0.339626, -0.152635, 0.317321, 0.479758, -0.151429,1.000000
-0.140935, 0.024019, 0.125842, -0.283463, -0.051958, -0.023548, 0.582552, 0.046010, -0.103759, -0.025871,1.000000
-0.278853, 0.347066, 0.060568, -0.967528, -0.148087, -0.240185, 0.410556, -0.853549, 0.859568, -0.376847,0.000000
0.228706, -0.170504, -0.656162, 1.502548, -0.042841, -0.458897, -0.580770, -0.347136, -1.285558, 0.117576,0.000000
-0.080585, 0.060206, 0.416073, -0.076615, 0.979446, -0.086650, -0.410666, 1.464010, 0.128501, -1.429343,1.000000
-0.140469, 0.419506, 0.280465, 0.250867, -0.004273, -0.282848, -0.016010, -2.074521, 0.089803, -1.268795,1.000000
0.040939, -0.054370, 0.260035, -0.257995, 0.684567, -0.410359, -0.207221, 1.043235, -0.037743, 0.041702,1.000000
-0.293822, 0.128494, 0.702061, -0.251218, 0.175462, 0.001258, 0.164996, -0.792315, 0.369488, 0.109635,0.000000
0.106425, 0.455793, -0.985743, -0.937483, -0.820353, -0.069665, -0.047910, 0.193108, 0.259330, 0.087067,0.000000
0.209713, 0.111216, -0.171512, 1.962616, 0.734780, -0.463321, 0.473876, -0.381483, -0.462315, 0.568413,1.000000
0.109840, 0.171623, -0.687275, -0.153805, -0.125095, 0.068656, -0.027859, 0.401712, 0.054153, 0.045355,1.000000
0.036872, 0.173121, -0.538267, 0.359458, 0.166602, 0.231838, 0.318599, 0.568303, 0.317810, -0.102995,1.000000
-0.084806, -0.650335, -0.221307, 0.015470, 0.833351, -0.114908, -0.110212, -0.324282, 0.428666, 0.302612,1.000000
-0.109952, -0.183548, 0.058941, -0.727814, 0.096488, -0.264409, 0.418772, -0.077425, -0.424006, -0.067595,0.000000
-0.030817, 0.139418, -0.153163, -0.162285, -0.136279, -0.100024, 0.258081, 0.784434, -0.332900, -0.770752,1.000000
0.149097, 0.282108, -0.563768, -0.130006, -0.103835, 0.134002, 0.132023, 0.778749, -0.247211, -0.394674,1.000000
1.283446, 0.491061, 1.472290, 0.248591, 0.095039, 1.166835, -1.037817, 0.413061, 0.256160, 0.820747,0.000000
0.040873, 0.238294, -0.098820, -0.687317, 0.493777, -0.194677, -0.045487, 1.024346, 0.091891, -0.084107,1.000000
-0.345742, 0.429095, -0.627557, -0.129416, -0.685478, -0.275212, 0.035660, -0.989085, -0.261373, 0.914637,1.000000
-0.626100, 0.062775, 1.006430, -0.547380, -1.574128, -0.006823, -0.157238, -0.343803, -0.210890, -1.375303,1.000000
-0.281477, -2.449388, 1.114784, -0.966419, 0.027940, -0.444449, -0.890520, -0.015674, 3.194495, 2.036465,1.000000
-0.107988, -0.647960, 0.077234, -0.031891, -0.318066, -0.018263, -1.036356, -1.753881, 0.562836, -0.910328,1.000000
0.484025, -0.616391, 0.086684, 0.869655, 0.265743, -0.141992, -0.309581, 0.813317, -0.411078, -0.535503,1.000000
0.122054, 0.066072, 0.224007, -0.329224, 0.156446, -0.185425, -0.292936, 0.129344, -0.635221, -0.742970,1.000000
-0.575435, -0.331513, 1.748181, 0.316045, -5.860888, 0.313130, 0.488975, -1.208331, 0.190477, -0.005533,1.000000
-0.495708, -0.023613, -0.702334, -0.688237, 0.498013, 0.221545, 0.451316, 0.920345, 0.312454, 0.823157,0.000000
-0.225748, 0.198201, 0.978272, -1.050798, 0.254765, 0.220840, -0.042033, 0.023756, 0.765291, 0.190000,0.000000
-0.380886, 0.067449, -0.275061, 0.090147, 0.412996, -0.269871, 0.800104, 0.905809, -2.229401, 2.451512,0.000000
0.099586, -0.062523, 0.436371, 0.093173, 0.400404, -0.196574, 0.030191, 0.765679, -0.147589, -0.266311,1.000000
0.242689, -0.113170, 0.918771, -0.316829, 0.521744, 0.705822, 0.615971, 0.006466, -0.707000, -0.416567,0.000000
4.562868, -1.159107, -1.296272, 0.505473, -0.315261, -1.287610, -2.808821, -9.718559, 0.575562, 2.013205,0.000000
-0.162097, -0.326675, -0.259534, -0.118016, 0.555087, -0.240925, -0.031417, 0.671059, 0.390999, -0.091776,1.000000
0.013588, -0.308994, 0.156614, -0.251040, 0.049193, -0.080230, -0.065766, -0.367382, -0.544769, -0.044188,1.000000
-0.130503, 0.041015, -0.369846, -0.305383, -0.208535, -0.235877, 0.397713, 0.174678, 0.071497, 0.241946,1.000000
0.063621, 0.369932, -0.704101, -0.699689, 0.201458, -0.498008, -0.016017, 0.621114, -0.040543, 0.577158,0.000000
0.143536, -0.062354, 0.832755, 0.918739, -0.152629, -0.271907, 0.493588, 0.303580, -0.319232, -0.324390,0.000000
0.112474, 1.018328, -0.077991, -0.497202, -0.650146, -0.232285, -1.414011, 0.817270, -0.295504, -0.449665,1.000000
0.044412, 0.022846, -1.682637, 1.202771, -0.011358, -0.002952, -0.277888, -0.200899, -1.202008, -0.513429,0.000000
-0.210034, 0.337725, 0.983827, 0.032660, -0.264603, 0.026200, 0.303735, -0.196786, -0.426465, 0.707218,1.000000
-0.386366, 0.299712, -0.167996, -0.582652, -0.246702, 0.108981, 0.367692, 0.304533, 0.860867, 0.159029,0.000000
-0.336309, 0.008936, -1.043492, -0.178384, -0.101797, 0.178257, -0.192341, -0.002379, 1.013290, 0.086701,0.000000
-0.134154, 0.025212, -0.568091, 0.318469, 0.095835, -0.652431, -0.320272, 0.078470, 0.334681, 0.190396,1.000000
-0.309017, 0.162614, -0.146269, 0.593533, -0.094015, 0.487188, -0.168604, 0.405942, 0.355061, -0.602854,0.000000
0.038130, -0.014387, -0.169192, -0.437752, -0.547277, 0.033200, 0.012618, 0.347415, 0.082203, 0.166999,0.000000
-0.161942, -0.580023, 1.072487, -0.182222, 1.195728, -0.206776, 0.586225, -0.644807, -0.011618, -2.141772,1.000000
0.214594, 0.257882, -0.711099, 0.206408, -0.165167, -0.045162, -0.241437, 0.061366, -0.544463, -0.521041,1.000000
-0.475256, -0.840590, -2.056456, -2.114844, 0.109413, -1.076340, -0.334529, 2.514380, -0.420229, -0.149352,0.000000
0.313598, 1.029926, -0.592541, 0.174772, -1.345003, 0.057570, -1.922731, -0.498596, -0.654392, -2.293379,1.000000
0.105956, 0.022281, 0.032517, 0.244782, 0.212047, -0.114172, 0.110223, 0.186486, -0.180319, 0.097572,1.000000
-0.004189, -0.184690, -0.350540, -1.064328, 0.199900, 0.188600, -0.105768, -0.125430, 0.780438, -0.171741,0.000000
0.076068, 0.216628, 0.019846, 0.044696, 0.745525, 0.084111, -0.140217, 0.268930, 0.148389, 0.400155,1.000000
-0.171793, 0.109290, -0.339304, -0.458690, 0.309239, -0.108382, 0.044905, 0.232261, 0.657089, 0.292403,1.000000
-0.005960, 0.085459, -0.352276, -0.124798, 0.132856, -0.087330, -0.177247, -0.477613, -0.033199, -0.425179,1.000000
-0.157483, 0.745091, 1.431369, -0.192441, -1.333869, -0.460643, -1.386320, 0.162332, 0.024721, 1.882159,1.000000
0.114199, 0.029198, -0.489018, -0.377096, 0.547985, -0.023687, -0.685141, 1.477666, 0.421227, 3.785076,0.000000
0.063562, 0.110038, 1.796690, -0.479540, 0.629174, -0.167381, -1.453986, 0.173769, 0.095799, 1.584165,1.000000
-0.174840, 0.080290, -0.263945, -0.184227, -0.000037, -0.217314, 0.227235, -0.059766, -0.001619, -0.341840,1.000000
0.067040, 0.048416, -0.267453, -0.188373, 0.115240, -0.312534, 0.025076, 0.205344, -0.031156, -0.182272,1.000000
-0.163158, -0.418434, 0.283636, -0.584944, 0.360322, 0.069249, 0.899627, 0.036682, 0.259408, 0.132787,1.000000
0.280708, -0.938688, 0.631856, 0.697510, 0.634938, -0.162539, -0.211484, -0.440429, -1.590740, 0.263223,1.000000
-0.458208, -18.701268, -0.385381, 0.093691, 0.343026, -0.222125, -0.205657, -0.077095, 0.625363, -0.601228,1.000000
-0.084802, 0.091758, -0.341912, -0.211306, -0.393194, 0.060018, 0.303055, -0.246336, 0.175702, 0.153412,1.000000
-0.123510, 0.117412, -0.290697, -0.827469, -0.477478, -0.109371, -0.298754, -0.160976, 0.453916, 0.441786,1.000000
0.033653, 0.059256, 0.081017, -0.401988, -0.082883, -0.078155, 0.067396, 0.514967, -0.275601, 0.106089,1.000000
0.575771, 0.241977, 1.291141, -0.531442, -0.728228, -0.114765, -0.531150, -0.237907, -0.415706, -1.418396,0.000000
-0.045761, -0.023794, 0.394954, 0.246380, 1.130107, -0.362236, -0.586972, -0.453774, -0.214759, -1.390010,1.000000
0.020261, 0.110152, -0.162902, 0.029005, -0.051036, -0.049847, -0.005401, 0.193288, -0.131689, -0.096703,1.000000
-0.072041, 0.159122, -0.307783, -0.235035, 0.024422, -0.265970, -0.046352, 0.249880, 0.172882, -0.623867,1.000000
-0.601823, -0.453233, 0.295846, -0.904131, -0.107651, 0.185797, 1.620047, -0.758501, 0.013010, 0.682212,1.000000
1.161072, 0.177538, -1.014629, 0.235592, -1.519180, -0.570498, -0.554964, 2.135524, 1.421418, 0.051593,0.000000
-1.003680, 0.623720, 0.351223, 0.557646, -0.045359, 2.897164, 0.026609, -0.336783, 0.811850, -0.302292,0.000000
-0.123009, 0.119503, 0.351779, -0.483149, -0.521205, -0.177125, -0.114568, -1.383837, -0.181395, -0.053614,1.000000
0.196768, -0.084173, 0.318484, 4.888592, -0.131326, 0.400201, 0.270078, 0.135131, -1.110186, -0.289147,0.000000
-0.167034, 0.355258, 0.119317, 0.170637, -0.021474, -0.149859, 0.421083, 0.277004, -0.455401, 0.173686,1.000000
0.026621, 0.106440, -0.093184, 0.014406, 0.014648, -0.052380, 0.220233, 0.435480, 0.131868, -0.584878,1.000000
0.165691, 0.297607, 0.510476, -0.162619, -0.077155, 0.104540, -0.525524, 0.135552, 0.214743, 0.104539,0.000000
0.451352, 0.103253, -0.994583, -1.020681, 0.041196, 0.433544, -0.544354, 0.666089, 0.555215, -1.915469,0.000000
-0.203217, 0.158488, 0.260504, 0.230657, 0.206551, -0.194164, 0.351488, -0.175648, -0.515384, -0.716249,1.000000
-0.134880, 0.126878, 0.138221, -0.309768, -0.583985, -0.136731, 0.420830, 0.257582, -0.097889, -0.213183,1.000000
-0.127835, 0.287613, -0.351125, -1.303676, -0.350060, -0.066740, -0.097149, 0.457195, -0.053846, 0.685703,0.000000
-0.270209, 0.209137, -0.045985, -0.626121, -0.112733, 0.058510, 0.211735, 0.098328, -0.188448, -0.081095,0.000000
-0.011262, 1.076420, 0.462750, -0.442667, -0.951761, 0.463801, 0.270359, -1.827864, -0.758640, 0.271899,1.000000
-0.392022, 0.413248, -0.127818, -0.313060, 1.929921, -0.035002, 0.527788, -2.529183, 0.148185, 0.909907,1.000000
-0.062277, 0.418037, -0.892291, 0.676307, -0.126552, -0.033503, 0.559722, -0.783770, -0.039739, 0.767210,1.000000
0.242930, -1.725903, 2.844042, 0.112713, -0.665065, -0.230825, -3.286031, -0.752580, -1.882061, 2.054179,1.000000
-0.114555, 0.268544, -0.669704, 0.307013, 0.149995, -0.313027, -0.276668, 0.148003, 0.130448, -0.536531,0.000000
-0.051884, 0.292246, -0.265846, -0.254814, 0.093414, -0.012688, 0.276182, 0.332058, -0.042125, -0.023078,1.000000
-0.167013, 0.139415, -0.201901, -0.470944, -0.299700, -0.192615, 0.107289, -0.769033, 0.517959, -1.465844,1.000000
-0.008650, -0.027672, -0.134352, 10.047467, 0.563519, 0.036344, 0.241736, 0.537965, 0.362001, 0.250919,0.000000
-0.911315, 0.398256, 0.247489, 1.407925, 0.045240, 1.349875, 1.521986, -0.178902, -0.057136, 0.612691,0.000000
-0.410281, -0.007583, 0.284810, -0.005426, -0.904058, 0.736446, 0.664265, 0.093802, -1.907649, 0.488435,0.000000
0.274626, -1.060905, -0.510923, 0.137873, -0.348658, -0.236710, -1.877650, 0.613035, 0.123496, -0.251088,1.000000
-0.351307, 0.291590, 0.042967, -0.336639, 0.067842, 0.027083, 1.001092, 0.358765, -0.269875, -0.023465,0.000000
-0.495381, 0.585604, -0.888510, -0.363890, -1.282783, -0.408710, 0.553216, -1.711495, 0.422023, -0.060539,1.000000
-0.642746, 0.560318, -0.385506, 1.348422, -0.410044, -0.032866, 0.466074, 0.174666, -0.266845, -0.025015,0.000000
-0.016241, 0.016084, -0.371953, -0.353089, -0.131481, 0.006773, 0.213959, 0.220131, 0.101227, -0.162226,1.000000
-0.088508, -0.152984, -0.217491, -0.021375, 0.679031, 0.346163, 0.283043, -0.863906, -0.160430, 1.003540,1.000000
-0.096341, 0.448430, -0.466433, -0.397451, 0.181052, -0.003089, -0.112723, -0.043907, -0.179329, 0.446349,1.000000
0.849572, 0.828710, 1.716352, 0.037880, -0.077913, 0.191889, -3.433903, -0.582140, -7.595277, 4.439053,0.000000
-0.248762, -0.187172, 0.522375, -0.592806, 1.814773, -0.340423, -0.578430, 2.683305, 0.980099, -1.553499,1.000000
-0.395325, -0.896947, 3.172927, 0.298839, 11.386652, -0.052262, -0.816185, -4.418557, -0.218369, -1.049192,1.000000
0.109190, 0.078740, 0.065319, -0.533465, 0.464901, -0.300473, -0.130040, 0.827444, -0.350685, 0.565632,0.000000
-0.707210, 0.872027, 0.836948, -0.349224, -1.553473, -0.026864, 1.035881, -0.125927, 1.017830, 0.876426,0.000000
-0.105168, -0.063146, 0.078274, -0.317162, -0.026896, 0.083696, 0.024312, -0.102114, -0.116602, -0.140176,1.000000
-0.585483, 0.288143, 0.335311, -1.241080, -1.780161, -0.349530, 1.270593, -0.586527, 0.628948, -0.225820,0.000000
0.970799, -0.224550, 1.320482, 0.365740, 0.079701, -0.616736, -2.420069, -0.455306, -1.366386, -0.452629,0.000000
-0.794171, -0.196293, -1.010106, 1.920912, -0.490200, 0.457622, 0.664933, -0.342626, 0.942395, 0.304017,0.000000
-0.518422, 0.492360, 0.650748, -0.744837, -0.760331, 0.215693, 0.788519, -0.161131, -0.405558, -0.204280,0.000000
-0.052179, 0.108380, 0.066062, -0.257354, 0.051962, -0.314420, 0.036602, 0.588936, -0.307556, -0.132453,1.000000
-0.292069, 0.307200, -0.639879, 0.676421, 0.135136, -0.814895, -0.063817, -0.525114, 0.344988, 0.340233,0.000000
0.737086, -0.114028, 0.280183, 5.116582, -0.651396, -1.657430, -1.285695, -0.857629, 3.716609, 0.085566,0.000000
-0.512293, -0.331961, 0.286010, -0.871590, -0.013241, 0.505304, 0.508981, 1.154487, -0.842857, 0.579479,0.000000
-0.035904, -0.010823, -0.400488, -0.708389, 0.037336, -0.583300, -0.085653, 0.365875, 0.679047, -0.104687,1.000000
-0.330122, 0.057285, 0.467908, -0.184435, 0.186208, -0.183651, 0.059190, 0.236977, 0.640266, -0.407815,0.000000
-0.156051, 0.432818, -0.281298, 0.432418, -0.632652, 0.299733, 0.607531, -0.851048, -0.241079, -0.688026,1.000000
0.356645, 0.323769, 0.104556, -0.466762, -0.429693, -0.142195, 0.151110, 0.316363, -0.449870, -0.159914,0.000000
0.024768, -0.122540, -0.205439, 0.002333, -0.397504, -0.422708, -0.243473, 0.009444, 0.386139, 0.249186,1.000000
