@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S41

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_3d numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_mail numeric
@attribute word_freq_people numeric
@attribute word_freq_addresses numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_lab numeric
@attribute word_freq_telnet numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_pm numeric
@attribute word_freq_direct numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_edu numeric
@attribute char_freq_[ numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_average numeric
@attribute class {0,1}

@data
0,0,0,0,0.96,0,1.92,0,0,0.96,3.84,0.96,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,1.312,1
0,0,0,0.25,0.25,0,0,0.12,0,0,1.16,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.243,1
0,0.69,0,0,0,0,0,0,0,1.39,2.09,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.728,1
0,0,0,0,0.9,0,0.9,0.9,0,0,2.72,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083,1
0,0,0,0.35,0,0.35,0.71,0,0,0,3.21,2.85,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.971,1
0,0.42,0,0,0.42,0,1.27,0,0,0,1.7,1.27,0,0,0.42,0,0,0,0,0,0,0.42,0,0,0,0,0,0.063,5.659,1
0,0,0,0,0,0,0,0,0,0,1.88,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.652,1
0,0,0,0,0,0,0,0,0,0,0,2.11,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,35.461,1
0,0,0,0,0.18,0,0,0.92,0.18,0.37,3.15,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,1
0,0.63,0,0.31,0,0,0,0,1.27,3.18,2.22,1.91,0,0.31,0.63,0,0,0,0,0,0,1.59,0,0,0,0,0,0.496,3.509,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.833,1
0.05,0.07,0,0.05,0.15,0.02,0,0.02,0,0.13,2.09,1.57,0,0.05,0,0,0,0,0,0.02,0,0,0,0,0,0,0.016,0.046,2.569,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.857,1
0,0,0,0,0,0,0,0,0,1.16,1.16,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,5.466,1
0.05,0.07,0,0.05,0.15,0.02,0,0.02,0,0.13,2.09,1.57,0,0.05,0,0,0,0,0,0.02,0,0,0,0,0,0,0.016,0.046,2.565,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,5.466,1
0,0,0,0,1.66,0,0,0,0,0,3.33,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,2.611,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0.65,0,0,0,0,0,1.3,1.3,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,2.687,1
1.17,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.966,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.909,1
0,0,0,0.27,0,0,0,0,0,0,3.51,2.7,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.091,1.39,1
0,0,0,0,0,0,0,0,0,4.83,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,1.7,1
0,0.68,0,0,0,0,0.68,0,0,0,2.04,0.68,0,0,0,0.68,0,1.36,0.68,0,0,0,0,0,0,0,0.185,0,3.826,1
0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.142,1
0,0,0,0,0.48,0,0,0,0,0,2.43,2.43,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,5.431,1
0,0.48,0,0,0,0,0,0,0,0.97,1.46,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,1
0,0.41,0,0,0,0,0,0,0,0.83,2.08,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.851,1
0.3,0,0,0.92,0,2.45,0,1.53,0,0.3,2.76,0.61,0,0.3,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.207,2.132,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0.18,0,0,0.92,0.18,0.37,3.15,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.283,1
0,0,0,0,0.26,0.52,0.26,0,0,0.26,1.82,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,2.145,1
0.15,0.45,0,0,0,1.81,0.75,0.3,0.3,0,4.07,1.51,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.068,5.301,1
0.18,0,0,0.36,0.06,0.06,0.12,0.3,0,0.06,4.54,1.09,0,0.84,0.06,0,0,0,0,0,0,0,0,0.06,0,0,0,0.167,1.733,1
0.49,0,0,0.99,0,0,0.99,0.49,0,0,3.48,1.99,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.468,1
0.46,0.3,0,0.12,0.05,0.28,0.74,0.56,0,0.02,3.22,1.46,0,1.05,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.756,5.891,1
0.46,0.46,0,0.33,0.06,0.33,1.12,0.79,0.26,0.26,3.51,0.66,0,0.19,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.23,3.887,1
0,1.92,0,0,0,0,0,0,0,0,1.92,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,1
0.73,0.36,0,0.73,0.73,1.09,0.36,0,0,0.36,2.19,2.19,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,3.254,1
0.06,0.12,0,0.32,0.38,0,0,0.25,0.12,0.12,1.67,0.7,0,0.19,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.071,1.732,1
0,1.26,0,1.26,0,0,0,0,0,0,0,1.26,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0.596,3.833,1
0.73,0.36,0,0.73,0.73,1.1,0.36,0,0,0.36,2.2,2.2,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,3.259,1
0,0,0,0,0,0,0,0,0,0,1.08,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,1.04,0,0,0,0,0,3.66,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,3.318,1
0,0,0,0,0,0,0,0,0,0,2.53,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.642,1
0,0.45,0,0,0,0,0,0,0,0.91,1.36,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777,1
0,0.42,0,0,0,0,0,0,0,0.84,2.1,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.837,1
0,0.59,0,0,0.59,0,0.59,0,0,1.18,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.586,1
0.23,0,0,0,0,0,0,0,0,0,7.1,1.89,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294,1
0,0,0,0,0.93,0.93,0,0,0,0.46,0.93,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.442,1
0,0.34,0,0,0.68,0,0.34,0,0,1.36,3.42,2.73,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.048,1.411,1
0.12,0.24,0,0.36,0,0.36,0,0,0,0,4.1,3.01,0,0.12,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.019,1.714,1
0.66,0,0,0,0,0,0.66,0,0,0,1.32,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.184,1
0,0.48,0,0,0.48,0,0.97,0,0,0,0.97,1.95,0,0,0.48,0,0,0,0,0,0,0.48,0,0,0,0,0,0.294,4.85,1
0,0,0,0,1.47,0,1.47,0,0,0,5.88,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,1
0.3,0,0,0,0,0,0.92,0.3,0,0,5.53,1.23,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.351,3.884,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4.548,1
0,0,0,0,2.53,1.26,1.26,0,0,0,2.53,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,1
0,0.53,0,0,0,0,0,0,0,1.06,1.6,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1
0,0.44,0,0,0,0,0,0,0,0.89,2.24,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.849,1
0,0.46,0,0.46,0.46,0,0,0,0,0.92,2.76,1.38,0,0.46,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.223,2.156,1
0,0,0,0,0.48,0,0,0,0,0,2.41,2.41,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,5.13,1
0,0.94,0,0,0,0,0.94,0,0,0,0.94,0.94,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,1
0,0,0,0,0,0,0,0,0,0.59,4.14,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,2.325,1
0.75,0.18,0,0.12,0,0.25,0.31,0.31,0,0.12,2.96,1.26,0,0.44,0.75,0,0,0,0,0,0,0.12,0,0.06,0,0,0.053,0.234,3.675,1
0,0.41,0,0.2,0.2,0,1.04,0.2,0,0,2.09,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,1.65,1
0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,1.666,1
0,0,0,0,0,0,0,0,0,0,5.55,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.071,1
0,0,0,0,0.23,0,0.95,0,0,0,2.38,1.9,0,0,0.47,0,0,0,0,0.23,0,0,0,0,0,0,0,0,5.038,1
0,0.72,0,0,0,1.45,0,0,0,0.72,1.45,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.525,1
0,0,0,1.28,0,0,0,0,0,0,2.56,1.28,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.071,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,1
0,0.46,0,0,0.46,1.86,0.93,0,0,0,0.93,1.4,0,0,0.46,0,0,0,0,0,0,0.46,0,0,0,0,0,0.214,4.63,1
0,0,0,0.76,0,0,0,0.38,0,0.38,2.69,2.3,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.061,1.775,1
0,0.79,0,0,0,0,0,0,0,1.58,3.96,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.815,1
0.06,0.06,0,0,0,0,0.06,0.13,0,0,1.14,1.21,0,0,0.06,0,0.06,0,0,0,0,0,0.13,0,0,0,0,0.085,3.353,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,1
0,0.56,0,0,1.12,0,0,0.56,0,0,3.93,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,4.974,1
0.47,0.31,0,0.13,0.05,0.26,0.76,0.58,0,0,3.25,1.5,0,1.05,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.764,6.1,1
0.59,0.44,0,0.03,0.03,0.14,0.67,0.59,0.03,0.07,3.43,1.53,0,0.59,0.63,0,0,0,0.03,0,0,0,0,0,0,0,0,0.532,7.3,1
0.59,0.44,0,0.03,0.03,0.14,0.67,0.59,0.03,0.07,3.43,1.53,0,0.59,0.63,0,0,0,0.03,0,0,0,0,0,0,0,0,0.531,7.3,1
0.46,0,0,0,0,0.46,0,0,2.31,0.46,2.77,2.31,0,1.38,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.823,3.4,1
0,0,0,0,0.46,0,0,0,0,1.4,1.87,0,0.93,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.676,1
0,0.35,0,0,0,0,0,0,0,0.7,2.11,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.639,1
0,0.43,0,0,0,0,0,0,0,0.86,1.29,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,1
0,0,0,0.6,0,0,1.21,0,0,0,1.21,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.414,0,4.897,1
1.24,0.41,0,0,0,0,0,0,0,0.82,3.73,1.24,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.527,3.166,1
0,0,0,0,0.7,0,0,0,0,0,4.96,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,1
0,0,0,0.64,0,0,0,0,0,0,2.59,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,10.068,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1
0,0,0,0.64,0,0,0,0,0,0,2.59,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,10.068,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1
0,0,0,0.64,0,0,0,0,0,0,2.59,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,10.068,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1
0,0,0,0.79,0,0,0,0,0,0,1.58,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0,5.793,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1
0,0,0,0,1.96,0,1.96,0,0,0,3.92,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.166,1
0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,1
0,0,0,0.79,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.913,1
0,0,0,0,0.76,0,0,0,0,0.76,1.52,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,3.836,1
0,0,0,0,0,0,0,0,0,0.47,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238,1
0.12,1.76,0,0,0.12,0.5,3.9,0.12,0,0,2.9,1.38,0,1.13,0.12,0,0,0,0,0,0,0,0,0.12,0,0,0.159,0.119,4.155,1
0,0,0,0,0,0,0,0,0,0,1.53,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.972,1
0.05,0.3,0,0.05,0,0.05,0,0.2,0.05,0.5,1.55,0.75,0,0.15,0.2,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0.118,2.37,1
0.05,0.3,0,0.05,0,0.05,0,0.2,0.05,0.5,1.55,0.75,0,0.15,0.2,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0.118,2.379,1
0,0,0,0,2.56,1.28,1.28,0,0,0,2.56,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.666,1
0,0.55,0,0,1.11,0,0,0.55,0,0,3.91,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,4.875,1
0.05,0.3,0,0.05,0,0.05,0,0.2,0.05,0.5,1.55,0.75,0,0.15,0.2,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0.118,2.37,1
0.05,0.3,0,0.05,0,0.05,0,0.2,0.05,0.5,1.55,0.75,0,0.15,0.2,0.05,0,0,0,0,0,0,0,0,0.05,0,0,0.118,2.379,1
0.5,0.46,0,0.03,0,0.19,0.65,0.65,0.03,0,3.08,1.34,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.281,7.202,1
0,0.32,0,0,0.16,0,0.48,0.16,0.16,0.8,0.16,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,5.709,1
0,0,0,0,0.3,0,0,0,0,0,0.3,0.61,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,2.074,1
0.16,0,0,0.16,0.33,0.84,0.5,0,0,0.33,2.18,3.69,0,0,0.33,0,0,0,0,0,0,0.16,0,0,0,0,0,0.054,5.567,1
0.5,0,0,0,0,0,0,0,0,0,4.04,3.03,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.178,3.416,1
0,0,0,0,0.59,0,0,0,0,0.59,4.76,1.19,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0,0,0,0,0.4,1.2,0.4,0,0,0.4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,1.838,1
0.41,0,0,0.41,0,0,0,0,0,0,7.05,2.48,0,0.82,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.149,32.142,1
0,0,0,0,0.38,0,1.14,0,0,0,3.04,1.52,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,4.523,1
0,0,0,0.4,0.4,0.4,0,0,0,0,4,2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.979,1
0,0,0,0,0,0,0.56,0,0,0,2.25,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,1
0,0,0,0.16,0.16,0,0,0.8,0,0.16,1.6,0.47,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,1.891,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,4,1
0,0.39,0,0,0,0.19,0,0,0,0.39,0.59,0.78,0,0.19,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0.16,2.128,1
0,0.39,0,0,0,0.19,0,0,0,0.39,0.59,0.78,0,0.19,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0.16,2.128,1
1,0,0,0.66,0,0,0,0.66,0,0,2.33,0.33,0,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.541,5.428,1
0,0,0,0,0,0,0,0,0,1.49,0,1.49,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1
0,0,0,0,0,0,0,0,0,0,1.65,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,1
1,0,0,0.66,0,0,0,0.66,0,0,2.33,0.33,0,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.541,5.428,1
0,0,0,0,1.58,0,0,1.58,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,3.272,1
0.5,0.46,0,0.03,0,0.19,0.65,0.65,0.03,0,3.08,1.34,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.281,7.202,1
0,0,0,0,1.58,0,0,1.58,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,3.272,1
0,0,0,0,0,0,0,0,0,4.16,4.16,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181,1
0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,4.277,1
1,0,0,0.66,0,0,0,0.66,0,0,2.33,0.33,0,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.541,5.428,1
0,0.29,0,0,0.14,0,0.43,0.14,0.14,0.72,0.58,0.43,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.023,5.133,1
0.36,0,0,0,0,0,0,1.81,0,0,0.72,1.09,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.126,2.562,1
0,0,0,0.81,0,2.98,0.81,0.27,0,0.27,2.17,2.44,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.121,1.617,1
0.39,0,0,0.39,0,0,0,0.78,0,0.78,3.13,1.17,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,1
0,0.56,0,0,1.12,0,0,0.56,0,0,3.95,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,5.135,1
0.67,0,0,0,0,0,0,0,0,0.67,4.05,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.064,1
0,0,0,0,0,0,0.62,0,0,0,1.24,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033,1
0,0,0,0,0,0,0.33,0,0,0,2.02,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.796,1
0,0,0,0,0,0,0,0,0,0,4.76,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,1
0,0,0,0,1.31,1.31,1.31,0,0,0,1.31,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,48.5,1
0,0,0,0.45,0.45,0,0,0.45,0,0.45,1.81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.571,1
0.42,0,0,0.85,0,0,0.42,0,0,0,0.85,0.85,0,0,0.42,0,0,0,0,0.42,0,0,0,0,0,0,0,0,5.714,1
0,0,0,0,0,0,0.83,0,0,0,0.27,0.27,8.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.185,7.313,1
0,0,0,0,0,0,0.65,0,0,0.21,0.21,0.43,6.75,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.073,0.146,6.233,1
0.46,0,0,0,0,0.46,0,0,2.31,0.46,2.77,2.31,0,1.38,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.816,3.4,1
0.14,0.14,0,0.29,0,0.29,0,0.14,0,0.43,3.66,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.121,1
0,0.34,0,0,0.34,0,0.34,0,0.34,1.37,1.03,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.131,1
0.46,0,0,0,0,0.46,0,0,2.31,0.46,2.77,2.31,0,1.38,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.816,3.4,1
0.62,0,0,0,0.62,0,0,0,0,1.24,5.59,1.86,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,3.363,1
0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,4.5,1
0,0.71,0,0,0,0,0,0,0,1.42,1.77,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.768,1
0,0.3,0,0,0.15,0,0.45,0.15,0.15,0.76,0.15,0.76,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.024,5.425,1
0,0,0,0,0.57,0,0.57,0.57,0,0.57,4.62,1.15,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,10.117,1
0.52,0,0,0,0.26,0,0,0,0,0,1.32,1.05,0,0,0.52,0,0,0,0,0.26,0.52,0,0,0,0,0,0,0,5.549,1
0.17,0,0,0.08,0.08,0.42,0.08,0.17,0,0.08,1.2,3.17,0,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0.027,0.013,4.07,1
0,0,0,0,0,0,0.5,0,0,0,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0.54,0,0,0,1.64,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.969,1
0,0,0,0.78,0,2.34,0.78,0,0,0,3.12,0.78,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,1
0,0,0,0,0,2.04,0,0,0,0,4.08,1.02,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.179,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1
