@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S30

@attribute word_freq_make numeric
@attribute word_freq_all numeric
@attribute word_freq_3d numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_mail numeric
@attribute word_freq_will numeric
@attribute word_freq_free numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hpl numeric
@attribute word_freq_415 numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_cs numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_re numeric
@attribute char_freq_; numeric
@attribute char_freq_[ numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0.46,0.26,0,0.33,0.06,0.33,0,1.12,0.73,0.26,0.66,0,0.19,0.26,0,0,0,0,0,0,0,0,0,0,0.036,0,0.278,0.23,40,1
0,0,0,0,0,0,0,0,1.92,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.73,1.09,0,0.73,0.73,1.09,0.36,0.36,0.36,1.09,2.19,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0.498,0.332,30,1
0.06,0.77,0,0.32,0.38,0,0.06,0,0.64,0,0.7,0,0.19,0,0,0,0,0,0,0,0,0,0.06,0,0.04,0,0.244,0.071,43,1
0,0,0,1.26,0,0,0,0,1.26,0,1.26,0,0,1.26,0,0,0,0,0,0,0,0,0,1.26,0,0,0.198,0.596,17,1
0.73,0.73,0,0.73,0.73,1.1,0.36,0.36,0.36,1.1,2.2,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.333,30,1
0,0,0,0,0,0,0,0,0,1.08,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.478,0,30,1
0,0,0,0,1.04,0,0,0,1.04,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0.615,0.061,59,1
0,1.26,0,0,0,0,0,0,2.53,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0.45,0,0,0,0,0,0,0.45,0.45,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.501,0,61,1
0,1.68,0,0,0,0,0,0,0.42,0.42,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0.669,0,121,1
0,0,0,0,0.59,0,0,0.59,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1
0.23,0.47,0,0,0,0,0,0,0,0.23,1.89,0,0,0.23,0,0,0,0,0,0,0,0,0,0.71,0.043,0,0.175,0,11,1
0,0.46,0,0,0.93,0.93,0,0,0.93,1.39,0.46,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.069,0,0,0,8,1
0,0,0,0,0.68,0,0,0.34,0,0.34,2.73,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.048,0.048,15,1
0.12,0.12,0,0.36,0,0.36,0,0,0.72,0,3.01,0,0.12,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.019,0.019,34,1
0.66,0.66,0,0,0,0,0,0.66,0,1.98,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205,0,34,1
0,0.48,0,0,0.48,0,0,0.97,0,0.48,1.95,0,0,0.48,0,0,0,1.46,0,0,0,0,0,0,0,0,0.589,0.294,47,1
0,0,0,0,1.47,0,0,1.47,1.47,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,1
0.3,0.61,0,0,0,0,0,0.92,0.92,2.15,1.23,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0.3,0,0,1.053,0.351,66,1
0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0.1,59,1
0,0,0,0,2.53,1.26,1.26,1.26,1.26,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,287,1
0,0.53,0,0,0,0,0,0,0.53,0.53,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877,0,61,1
0,0.89,0,0,0,0,0,0,0.44,0.44,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0.807,0,121,1
0,0.46,0,0.46,0.46,0,0,0,0.46,0.92,1.38,0,0.46,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0.298,0.223,13,1
0,0.48,0,0,0.48,0,0,0,0.96,0.48,2.41,0,0.48,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0.486,0.243,78,1
0,0.94,0,0,0,0,0,0.94,0,2.83,0.94,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1.366,0,245,1
0,1.77,0,0,0,0,0,0,0.59,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0.082,16,1
0.75,0.37,0,0.12,0,0.25,0.75,0.31,1.51,0.37,1.26,0,0.44,0.75,0,0,0,0.12,0,0,0,0.06,0,0,0,0.053,0.437,0.234,45,1
0,0.2,0,0.2,0.2,0,0,1.04,0,0.83,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.132,0,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,5,1
0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431,0,29,1
0,0.23,0,0,0.23,0,0,0.95,0.47,0.23,1.9,0,0,0.47,0,0,0.23,0.23,0,0,0,0,0,0,0,0,0.197,0,280,1
0,0.72,0,0,0,1.45,0,0,0,2.91,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495,0,8,1
0,1.28,0,1.28,0,0,0,0,0,1.28,1.28,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724,0,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834,0,27,1
0,0.46,0,0,0.46,1.86,0,0.93,0,1.86,1.4,0,0,0.46,0,0,0,1.4,0,0,0,0,0,0,0,0,0.571,0.214,64,1
0,0.38,0,0.76,0,0,0,0,0.38,0.38,2.3,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.061,20,1
0,0,0,0,0,0,0,0,0,0.79,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0.268,0,26,1
0.06,0.47,0,0,0,0,0.67,0.06,0.33,0.2,1.21,0,0,0.06,0,0,0,0,0,0,0.13,0,0,0.06,0.021,0,0.096,0.085,144,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
0,1.12,0,0,1.12,0,0,0,0.56,0.56,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083,0.333,140,1
0.47,0.47,0,0.13,0.05,0.26,0.44,0.76,0.97,0.26,1.5,0,1.05,0.34,0,0,0,0,0,0,0,0,0,0.02,0.004,0,0.322,0.764,193,1
0.59,0.29,0,0.03,0.03,0.14,0.56,0.67,0.67,0.22,1.53,0,0.59,0.63,0,0,0,0,0,0,0,0,0,0.07,0,0,0.613,0.532,763,1
0.59,0.29,0,0.03,0.03,0.14,0.56,0.67,0.67,0.22,1.53,0,0.59,0.63,0,0,0,0,0,0,0,0,0,0.07,0,0,0.612,0.531,763,1
0.46,0.46,0,0,0,0.46,0,0,1.38,0,2.31,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.823,12,1
0,0.46,0,0,0.46,0,0,0,0,0,0,0.93,0.46,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,32,1
0,0.7,0,0,0,0,0,0,0.7,1.05,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,1.284,0,61,1
0,0.43,0,0,0,0,0,0,0.43,0.43,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,0,61,1
0,0,0,0.6,0,0,0,1.21,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.207,0.414,0.31,0,17,1
1.24,1.24,0,0,0,0,0,0,0.41,0.41,1.24,0,0,0.41,0,0,0,0,0,0,0,0,0,0.41,0,0,0.461,0.527,19,1
0,0,0,0,0.7,0,0,0,0,2.83,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,3,1
0,0.64,0,0.64,0,0,0,0,0,0.64,0,0,0.64,0,0,0,0,0.64,0,0,0,0,0,0,0.094,0.284,0.662,0,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.305,0,1.529,0,22,1
0,0.64,0,0.64,0,0,0,0,0,0.64,0,0,0.64,0,0,0,0,0.64,0,0,0,0,0,0,0.094,0.284,0.662,0,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.305,0,1.529,0,22,1
0,0.64,0,0.64,0,0,0,0,0,0.64,0,0,0.64,0,0,0,0,0.64,0,0,0,0,0,0,0.094,0.284,0.662,0,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.305,0,1.529,0,22,1
0,0,0,0.79,0,0,0,0,0,0.79,0,0,0.79,0,0,0,0,0.79,0,0,0,0,0,0,0.115,0.347,0.462,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.305,0,1.529,0,22,1
0,0,0,0,1.96,0,0,1.96,1.96,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0,0,0,2.46,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.907,0,7,1
0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
0,0.76,0,0,0.76,0,0,0,0.38,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,79,1
0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0.12,0.63,0,0,0.12,0.5,0.25,3.9,0.88,0.25,1.38,0,1.13,0.12,0,0,0,0,0,0,0,0.12,0,0,0.019,0.159,0,0.119,38,1
0,1.02,0,0,0,0,0,0,0,0.51,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0.542,0,19,1
0.05,0.4,0,0.05,0,0.05,0.1,0,0.3,0,0.75,0,0.15,0.2,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0,0.054,0.118,96,1
0.05,0.4,0,0.05,0,0.05,0.1,0,0.3,0,0.75,0,0.15,0.2,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0,0.054,0.118,96,1
0,0,0,0,2.56,1.28,1.28,1.28,1.28,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0,304,1
0,0.55,0,0,1.11,0,0,0,0.55,0.55,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158,0.331,140,1
0.05,0.4,0,0.05,0,0.05,0.1,0,0.3,0,0.75,0,0.15,0.2,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0,0.054,0.118,96,1
0.05,0.4,0,0.05,0,0.05,0.1,0,0.3,0,0.75,0,0.15,0.2,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0,0.054,0.118,96,1
0.5,0.34,0,0.03,0,0.19,0.57,0.65,0.73,0.23,1.34,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.03,0.011,0,0.335,1.281,595,1
0,0.8,0,0,0.16,0,0,0.48,0,0.16,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.024,149,1
0,0,0,0,0.3,0,0,0,0,0,0.61,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0.092,0.322,49,1
0.16,0.67,0,0.16,0.33,0.84,0.16,0.5,1.51,0,3.69,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,1.194,0.054,101,1
0.5,0.5,0,0,0,0,0,0,1.01,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0.089,0.178,53,1
0,0,0,0,0.59,0,0,0,1.19,0,1.19,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0,33,1
0,0,0,0,0.4,1.2,0,0.4,0.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706,0.212,13,1
0.41,0.41,0,0.41,0,0,0,0,2.07,0.41,2.48,0,0.82,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.149,335,1
0,0.38,0,0,0.38,0,0,1.14,0,0.38,1.52,0,0.38,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0.598,0.179,78,1
0,0,0,0.4,0.4,0.4,0,0,0,0.4,2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,12,1
0,1.12,0,0,0,0,0,0.56,0,0.56,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0.606,0,19,1
0,0.8,0,0.16,0.16,0,0,0,0.64,0,0.47,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0.174,24,1
0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.215,0.431,25,1
0,0.39,0,0,0,0.19,0,0,0.39,0.98,0.78,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,31,1
0,0.39,0,0,0,0.19,0,0,0.39,0.98,0.78,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,31,1
1,0.33,0,0.66,0,0,0,0,0.33,0.66,0.33,0,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.541,21,1
0,0,0,0,0,0,0,0,0,2.98,1.49,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0.82,0,1.65,0.82,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1,0.33,0,0.66,0,0,0,0,0.33,0.66,0.33,0,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.541,21,1
0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0.279,23,1
0.5,0.34,0,0.03,0,0.19,0.57,0.65,0.73,0.23,1.34,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0.03,0.011,0,0.335,1.281,595,1
0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0.279,23,1
0,1.38,0,0,0,0,0,0,1.38,2.77,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.215,0.431,27,1
1,0.33,0,0.66,0,0,0,0,0.33,0.66,0.33,0,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.541,21,1
0,0.72,0,0,0.14,0,0,0.43,0,0.14,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.865,0.023,132,1
0.36,1.09,0,0,0,0,0,0,0.72,0,1.09,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0.063,0,0.063,0.126,35,1
0,0.27,0,0.81,0,2.98,0.54,0.81,0.54,0.81,2.44,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0.121,18,1
0.39,0.39,0,0.39,0,0,0,0,0.39,0,1.17,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,19,1
0,0.56,0,0,1.12,0,0,0,0.56,0.56,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0.33,140,1
0.67,0.67,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,3,1
0,0.62,0,0,0,0,0,0.62,0,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055,0,16,1
0,1.68,0,0,0,0,0,0.33,0,0.33,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0.484,0,19,1
0,0,0,0,0,0,0,0,0,4.76,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,1.31,1.31,1.31,1.31,0,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.117,186,1
0,0,0,0.45,0.45,0,0,0,0,0.45,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,46,1
0.42,0,0,0.85,0,0,0,0.42,2.13,0,0.85,0,0,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0,1.088,0,107,1
0,0,0,0,0,0,0,0.83,0,0,0.27,8.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0.185,99,1
0,0,0,0,0,0,0,0.65,0,0.43,0.43,6.75,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.073,0.146,0.146,99,1
0.46,0.46,0,0,0,0.46,0,0,1.38,0,2.31,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.816,12,1
0.14,0.29,0,0.29,0,0.29,0,0,0,0.87,1.31,0,0,0,0,0,0,0.29,0,0,0,0,0,0.58,0,0,0.265,0,38,1
0,0.68,0,0,0.34,0,0,0.34,0,0.68,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0.46,0.46,0,0,0,0.46,0,0,1.38,0,2.31,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.816,12,1
0.62,0.62,0,0,0.62,0,0,0,3.1,0,1.86,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.517,0,22,1
0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,34,1
0,0.35,0,0,0,0,0,0,0.71,0.35,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,61,1
0,0.61,0,0,0.15,0,0,0.45,0,0.15,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567,0.024,132,1
0,0,0,0,0.57,0,0,0.57,1.15,0,1.15,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,33,1
0.52,2.38,0,0,0.26,0,0.52,0,0,0.79,1.05,0,0,0.52,0,0,0.26,0.26,0,0,0,0,0,0,0,0,0.31,0,71,1
0.17,0.08,0,0.08,0.08,0.42,0.08,0.08,0.6,0,3.17,0,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0.027,0.095,0.013,48,1
0,1,0,0,0,0,0,0.5,0,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.892,0,19,1
0,0.54,0,0,0,0,0,0.54,0,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,1.443,0,16,1
0,0,0,0.78,0,2.34,0,0.78,1.56,0,0.78,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0,15,1
0,0,0,0,0,2.04,0,0,0,0,1.02,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968,0,18,1
