@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S51

@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_mail numeric
@attribute word_freq_will numeric
@attribute word_freq_people numeric
@attribute word_freq_addresses numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_money numeric
@attribute word_freq_hpl numeric
@attribute word_freq_george numeric
@attribute word_freq_data numeric
@attribute word_freq_85 numeric
@attribute word_freq_parts numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_re numeric
@attribute word_freq_edu numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_longest numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0.47,0,0,0,0,0,0,0,7.1,0,1.89,0,0.23,0,0,0,0,0,0,0,0,0.71,0,0,0,0,11,66,1
0,0.46,0.93,0.93,0,0.93,0,0,0.46,0.93,0,0.46,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,8,75,1
0.34,0,0.68,0,0.34,0,0,0,1.36,3.42,0,2.73,0,0,0.34,0,0.34,0,0,0,0,0,0,0,0,0,0.048,15,96,1
0.24,0.12,0,0.36,0,0.72,0,0,0,4.1,0,3.01,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.019,34,180,1
0,0.66,0,0,0.66,0,0,0,0,1.32,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,121,1
0.48,0.48,0.48,0,0.97,0,0,0,0,0.97,0.48,1.95,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.294,47,194,1
0,0,1.47,0,1.47,1.47,0,0,0,5.88,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,1
0,0.61,0,0,0.92,0.92,0.3,0,0,5.53,0,1.23,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0.351,66,303,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,59,141,1
0,0,2.53,1.26,1.26,1.26,0,0,0,2.53,1.26,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,290,1
0.53,0.53,0,0,0,0.53,0,0,1.06,1.6,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,187,1
0.44,0.89,0,0,0,0.44,0,0,0.89,2.24,0,1.34,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,121,281,1
0.46,0.46,0.46,0,0,0.46,0,0,0.92,2.76,0,1.38,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0.223,13,110,1
0,0.48,0.48,0,0,0.96,0,0,0,2.41,0,2.41,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0.243,78,236,1
0.94,0.94,0,0,0.94,0,0,0,0,0.94,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,318,1
0,1.77,0,0,0,0.59,0,0,0.59,4.14,0,1.18,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0.082,16,100,1
0.18,0.37,0,0.25,0.31,1.51,0.31,0,0.12,2.96,0.69,1.26,0,0.75,0,0,0,0,0,0,0.06,0,0,0,0,0,0.234,45,1066,1
0.41,0.2,0.2,0,1.04,0,0.2,0,0,2.09,0,0.62,0,0,0,0,0,0,0,0,0,0,0.41,0.62,0,0.2,0,15,175,1
0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,5,10,1
0,0,0,0,0,0,0,0,0,5.55,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,114,1
0,0.23,0.23,0,0.95,0.47,0,0,0,2.38,0,1.9,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,280,519,1
0.72,0.72,0,1.45,0,0,0,0,0.72,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,61,1
0,1.28,0,0,0,0,0,0,0,2.56,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,118,1
0.46,0.46,0.46,1.86,0.93,0,0,0,0,0.93,0.46,1.4,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.214,64,213,1
0,0.38,0,0,0,0.38,0.38,0,0.38,2.69,0,2.3,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.061,20,158,1
0.79,0,0,0,0,0,0,0,1.58,3.96,0,1.58,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,26,107,1
0.06,0.47,0,0,0.06,0.33,0.13,0,0,1.14,0.13,1.21,0,0.06,0,0,0,0,0,0.13,0,0,0.06,0,0,0,0.085,144,845,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,38,1
0.56,1.12,1.12,0,0,0.56,0.56,0,0,3.93,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,140,194,1
0.31,0.47,0.05,0.26,0.76,0.97,0.58,0,0,3.25,0,1.5,0,0.34,0,0,0,0,0,0,0,0,0.02,0,0,0,0.764,193,3038,1
0.44,0.29,0.03,0.14,0.67,0.67,0.59,0.03,0.07,3.43,0,1.53,0,0.63,0,0,0,0.03,0,0,0,0,0.07,0,0,0,0.532,763,2453,1
0.44,0.29,0.03,0.14,0.67,0.67,0.59,0.03,0.07,3.43,0,1.53,0,0.63,0,0,0,0.03,0,0,0,0,0.07,0,0,0,0.531,763,2453,1
0,0.46,0,0.46,0,1.38,0,2.31,0.46,2.77,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823,12,102,1
0,0.46,0.46,0,0,0,0,0,1.4,1.87,0,0,0.93,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,32,91,1
0.35,0.7,0,0,0,0.7,0,0,0.7,2.11,0,1.4,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,61,313,1
0.43,0.43,0,0,0,0.43,0,0,0.86,1.29,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,222,1
0,0,0,0,1.21,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,191,1
0.41,1.24,0,0,0,0.41,0,0,0.82,3.73,0,1.24,0,0.41,0,0,0,0,0,0,0,0,0.41,0,0,0,0.527,19,114,1
0,0,0.7,0,0,0,0,0,0,4.96,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,1
0,0.64,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,66,1
0,0.64,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,66,1
0,0.64,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,66,1
0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,168,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,66,1
0,0,1.96,0,1.96,1.96,0,0,0,3.92,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,74,1
0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,1
0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,67,1
0,0.76,0.76,0,0,0.38,0,0,0.76,1.52,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,79,211,1
0,0,0,0,0,0,0,0,0.47,0.95,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,78,1
1.76,0.63,0.12,0.5,3.9,0.88,0.12,0,0,2.9,0.25,1.38,0,0.12,0,0,0,0,0,0,0.12,0,0,0,0,0,0.119,38,507,1
0,1.02,0,0,0,0,0,0,0,1.53,0,1.53,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,19,146,1
0.3,0.4,0,0.05,0,0.3,0.2,0.05,0.5,1.55,0.3,0.75,0,0.2,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0,0.118,96,588,1
0.3,0.4,0,0.05,0,0.3,0.2,0.05,0.5,1.55,0.3,0.75,0,0.2,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0,0.118,96,583,1
0,0,2.56,1.28,1.28,1.28,0,0,0,2.56,1.28,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,308,1
0.55,0.55,1.11,0,0,0.55,0.55,0,0,3.91,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,140,195,1
0.3,0.4,0,0.05,0,0.3,0.2,0.05,0.5,1.55,0.3,0.75,0,0.2,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0,0.118,96,588,1
0.3,0.4,0,0.05,0,0.3,0.2,0.05,0.5,1.55,0.3,0.75,0,0.2,0.05,0,0,0,0,0,0,0.05,0.05,0,0,0,0.118,96,583,1
0.46,0.34,0,0.19,0.65,0.73,0.65,0.03,0,3.08,0,1.34,0,0.5,0,0,0,0,0,0,0,0,0.03,0,0,0,1.281,595,2413,1
0.32,0.8,0.16,0,0.48,0,0.16,0.16,0.8,0.16,0.16,0.64,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.024,149,982,1
0,0,0.3,0,0,0,0,0,0,0.3,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,49,278,1
0,0.67,0.33,0.84,0.5,1.51,0,0,0.33,2.18,1.68,3.69,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.054,101,657,1
0,0.5,0,0,0,1.01,0,0,0,4.04,0,3.03,0,0,0,0,0,0.5,0,0,0,0,1.01,0,0,0,0.178,53,164,1
0,0,0.59,0,0,1.19,0,0,0.59,4.76,0,1.19,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,33,170,1
0,0,0.4,1.2,0.4,0.8,0,0,0.4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,13,114,1
0,0.41,0,0,0,2.07,0,0,0,7.05,0,2.48,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.149,335,450,1
0,0.38,0.38,0,1.14,0,0,0,0,3.04,0,1.52,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0.179,78,285,1
0,0,0.4,0.4,0,0,0,0,0,4,0,2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,95,1
0,1.12,0,0,0.56,0,0,0,0,2.25,0,1.12,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,19,144,1
0,0.8,0.16,0,0,0.64,0.8,0,0.16,1.6,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,24,174,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0.431,25,76,1
0.39,0.39,0,0.19,0,0.39,0,0,0.39,0.59,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,31,730,1
0.39,0.39,0,0.19,0,0.39,0,0,0.39,0.59,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,31,730,1
0,0.33,0,0,0,0.33,0.66,0,0,2.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.541,21,304,1
0,0,0,0,0,0,0,0,1.49,0,0,1.49,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1
0,0,0,0,0,1.65,0,0,0,1.65,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,69,1
0,0.33,0,0,0,0.33,0.66,0,0,2.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.541,21,304,1
0,0,1.58,0,0,0,1.58,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,23,36,1
0.46,0.34,0,0.19,0.65,0.73,0.65,0.03,0,3.08,0,1.34,0,0.5,0,0,0,0,0,0,0,0,0.03,0,0,0,1.281,595,2413,1
0,0,1.58,0,0,0,1.58,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,23,36,1
0,1.38,0,0,0,1.38,0,0,4.16,4.16,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0.431,27,77,1
0,0.33,0,0,0,0.33,0.66,0,0,2.33,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.541,21,304,1
0.29,0.72,0.14,0,0.43,0,0.14,0.14,0.72,0.58,0.14,0.43,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0.023,132,1001,1
0,1.09,0,0,0,0.72,1.81,0,0,0.72,0,1.09,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.126,35,123,1
0,0.27,0,2.98,0.81,0.54,0.27,0,0.27,2.17,1.35,2.44,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.121,18,131,1
0,0.39,0,0,0,0.39,0.78,0,0.78,3.13,0,1.17,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,19,114,1
0.56,0.56,1.12,0,0,0.56,0.56,0,0,3.95,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,140,190,1
0,0.67,0,0,0,0,0,0,0.67,4.05,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,1
0,0.62,0,0,0.62,0,0,0,0,1.24,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,120,1
0,1.68,0,0,0.33,0,0,0,0,2.02,0,0.67,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,19,203,1
0,0,0,0,0,0,0,0,0,4.76,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,1
0,0,1.31,1.31,1.31,0,0,0,0,1.31,1.31,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,186,291,1
0,0,0.45,0,0,0,0.45,0,0.45,1.81,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,117,1
0,0,0,0,0.42,2.13,0,0,0,0.85,0,0.85,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,107,200,1
0,0,0,0,0.83,0,0,0,0,0.27,0,0.27,8.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,99,607,1
0,0,0,0,0.65,0,0,0,0.21,0.21,0,0.43,6.75,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0.146,99,642,1
0,0.46,0,0.46,0,1.38,0,2.31,0.46,2.77,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816,12,102,1
0.14,0.29,0,0.29,0,0,0.14,0,0.43,3.66,0,1.31,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,38,437,1
0.34,0.68,0.34,0,0.34,0,0,0.34,1.37,1.03,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,119,1
0,0.46,0,0.46,0,1.38,0,2.31,0.46,2.77,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816,12,102,1
0,0.62,0.62,0,0,3.1,0,0,1.24,5.59,0,1.86,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,22,111,1
0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,108,1
0.71,0.35,0,0,0,0.71,0,0,1.42,1.77,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,260,1
0.3,0.61,0.15,0,0.45,0,0.15,0.15,0.76,0.15,0.15,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,132,944,1
0,0,0.57,0,0.57,1.15,0.57,0,0.57,4.62,0,1.15,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,33,172,1
0,2.38,0.26,0,0,0,0,0,0,1.32,0,1.05,0,0.52,0,0,0.26,0,0,0,0,0,0,0,0,0,0,71,566,1
0,0.08,0.08,0.42,0.08,0.6,0.17,0,0.08,1.2,0,3.17,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.013,48,574,1
0,1,0,0,0.5,0,0,0,0,2.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,19,172,1
0,0.54,0,0,0.54,0,0,0,0,1.64,0,0.54,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,16,130,1
0,0,0,2.34,0.78,1.56,0,0,0,3.12,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,49,1
0,0,0,2.04,0,0,0,0,0,4.08,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,85,1
0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1
0,0,0,0,0.44,1.34,0,0,0,4.03,0,1.79,0,0.44,0,0,0,0,0,0,0,0,0.44,0,0,0,0.145,28,152,1
0.66,0.66,0,0,0,0.66,0,0,1.32,2.64,0,1.32,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,121,326,1
