@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S20

@attribute word_freq_3d numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_receive numeric
@attribute word_freq_people numeric
@attribute word_freq_report numeric
@attribute word_freq_free numeric
@attribute word_freq_business numeric
@attribute word_freq_email numeric
@attribute word_freq_credit numeric
@attribute word_freq_hpl numeric
@attribute word_freq_george numeric
@attribute word_freq_labs numeric
@attribute word_freq_857 numeric
@attribute word_freq_data numeric
@attribute word_freq_415 numeric
@attribute word_freq_85 numeric
@attribute word_freq_pm numeric
@attribute word_freq_direct numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_re numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_; numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0.12,0.05,0.28,0.43,0.25,0.56,1.23,0.25,0.43,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.756,3040,1
0,0.33,0.06,0.33,0,0.39,0.79,0,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.23,898,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0.73,0.73,1.09,0.36,0,0,0,1.09,0.36,0.36,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,179,1
0,0.32,0.38,0,0.06,0,0.25,0,0,0,0.12,0.06,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.04,0.071,750,1
0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0.596,69,1
0,0.73,0.73,1.1,0.36,0,0,0,1.1,0.36,0.36,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,176,1
0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1
0,0,1.04,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.061,146,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
0,0,0,0,0,0,0,0,0.45,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1
0,0,0,0,0,0,0,0,0.42,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,284,1
0,0,0.59,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1
0,0,0,0,0,0,0,0.23,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0.043,0,66,1
0,0,0.93,0.93,0,0.46,0,0,1.39,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,75,1
0,0,0.68,0,0,0.34,0,0,0.34,0,1.36,0,0.34,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0.048,96,1
0,0.36,0,0.36,0,0.36,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.12,0,0,0,0,0,0,0.019,180,1
0,0,0,0,0,0,0,0,1.98,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
0,0,0.48,0,0,0.48,0,0,0.48,0,0,0.48,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0,0,0.294,194,1
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0,0,0,0,0,0.3,0.3,0.3,2.15,0.61,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.3,0,0,0,0.351,303,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,141,1
0,0,2.53,1.26,1.26,1.26,0,0,0,5.06,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,1
0,0,0,0,0,0,0,0,0.53,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,1
0,0,0,0,0,0,0,0,0.44,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,281,1
0,0.46,0.46,0,0,0.46,0,0,0.92,0,0.92,0,0,0,0,0,0,0,0,0,0.46,0,0,0.46,0,0,0,0.223,110,1
0,0,0.48,0,0,0,0,0,0.48,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0.243,236,1
0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,1
0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0.082,100,1
0,0.12,0,0.25,0.75,0.25,0.31,0.37,0.37,0.44,0.12,0.69,0,0,0,0,0,0,0,0,0.12,0.06,0,0,0,0,0,0.234,1066,1
0,0.2,0.2,0,0,0.2,0.2,0,0.83,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.2,0,0,175,1
0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1
0,0,0.23,0,0,0,0,0.23,0.23,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,1
0,0,0,1.45,0,0.72,0,0,2.91,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0,1.28,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1
0,0,0.46,1.86,0,0.46,0,0,1.86,0,0,0.46,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.214,213,1
0,0.76,0,0,0,0,0.38,0,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,158,1
0,0,0,0,0,0,0,0,0.79,1.58,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,107,1
0,0,0,0,0.67,0,0.13,0,0.2,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.021,0.085,845,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0,0,1.12,0,0,0,0.56,0,0.56,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,194,1
0,0.13,0.05,0.26,0.44,0.26,0.58,1.26,0.26,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.004,0.764,3038,1
0,0.03,0.03,0.14,0.56,0.29,0.59,1.23,0.22,0.44,0.07,0,0,0,0,0,0,0,0.03,0,0,0,0,0.07,0,0,0,0.532,2453,1
0,0.03,0.03,0.14,0.56,0.29,0.59,1.23,0.22,0.44,0.07,0,0,0,0,0,0,0,0.03,0,0,0,0,0.07,0,0,0,0.531,2453,1
0,0,0,0.46,0,0,0,0,0,0.46,0.46,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.823,102,1
0,0,0.46,0,0,0.46,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,91,1
0,0,0,0,0,0,0,0,1.05,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,313,1
0,0,0,0,0,0,0,0,0.43,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,1
0,0.6,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0,191,1
0,0,0,0,0,0,0,0,0.41,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0.527,114,1
0,0,0.7,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0,0.64,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,66,1
0,0.64,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,66,1
0,0.64,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,66,1
0,0.79,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,168,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,66,1
0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1
0,0,2.46,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1
0,0,0.76,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,211,1
0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0,0,0.12,0.5,0.25,0.5,0.12,0,0.25,0.12,0,0.25,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.019,0.119,507,1
0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,146,1
0,0.05,0,0.05,0.1,0,0.2,0,0,0,0.5,0.3,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.118,588,1
0,0.05,0,0.05,0.1,0,0.2,0,0,0,0.5,0.3,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.118,583,1
0,0,2.56,1.28,1.28,1.28,0,0,0,5.12,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,1
0,0,1.11,0,0,0,0.55,0,0.55,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,195,1
0,0.05,0,0.05,0.1,0,0.2,0,0,0,0.5,0.3,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.118,588,1
0,0.05,0,0.05,0.1,0,0.2,0,0,0,0.5,0.3,0.05,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0.118,583,1
0,0.03,0,0.19,0.57,0.3,0.65,1.27,0.23,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.011,1.281,2413,1
0,0,0.16,0,0,0.16,0.16,0,0.16,0,0.8,0.16,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0.024,982,1
0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.322,278,1
0,0.16,0.33,0.84,0.16,0.33,0,0,0,1.68,0.33,1.68,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.054,657,1
0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1.01,0,0,0,0.178,164,1
0,0,0.59,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,1
0,0,0.4,1.2,0,0,0,0,0,1.6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,114,1
0,0.41,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,450,1
0,0,0.38,0,0,0,0,0,0.38,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0.179,285,1
0,0.4,0.4,0.4,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1
0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,144,1
0,0.16,0.16,0,0,0,0.8,0,0,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,174,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0.431,76,1
0,0,0,0.19,0,0.39,0,0,0.98,0.19,0.39,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.16,730,1
0,0,0,0.19,0,0.39,0,0,0.98,0.19,0.39,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.16,730,1
0,0.66,0,0,0,0,0.66,0,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541,304,1
0,0,0,0,0,0,0,0,2.98,0,1.49,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0.82,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1
0,0.66,0,0,0,0,0.66,0,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541,304,1
0,0,1.58,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,36,1
0,0.03,0,0.19,0.57,0.3,0.65,1.27,0.23,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.011,1.281,2413,1
0,0,1.58,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,36,1
0,0,0,0,0,0,0,0,2.77,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0.431,77,1
0,0.66,0,0,0,0,0.66,0,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541,304,1
0,0,0.14,0,0,0.29,0.14,0,0.14,0,0.72,0.14,0,0,0,0,0,0,0,0,0.14,0,0,0.14,0,0,0,0.023,1001,1
0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.126,123,1
0,0.81,0,2.98,0.54,0.27,0.27,0,0.81,1.63,0.27,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,131,1
0,0.39,0,0,0,0,0.78,0,0,1.17,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1
0,0,1.12,0,0,0,0.56,0,0.56,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,190,1
0,0,0,0,0,0,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1
0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,203,1
0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0,0,1.31,1.31,1.31,0,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,291,1
0,0.45,0.45,0,0,0,0.45,0,0.45,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1
0,0.85,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,607,1
0,0,0,0,0,0,0,0,0.43,0,0.21,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,642,1
0,0,0,0.46,0,0,0,0,0,0.46,0.46,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.816,102,1
0,0.29,0,0.29,0,0.29,0.14,0,0.87,0.29,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,437,1
0,0,0.34,0,0,0,0,0,0.68,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,1
0,0,0,0.46,0,0,0,0,0,0.46,0.46,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.816,102,1
0,0,0.62,0,0,0,0,0,0,1.24,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,1
0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1
0,0,0,0,0,0,0,0,0.35,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,1
0,0,0.15,0,0,0.15,0.15,0,0.15,0,0.76,0.15,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0.024,944,1
0,0,0.57,0,0,0,0.57,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1
0,0,0.26,0,0.52,0.26,0,0,0.79,0,0,0,0,0,0,0,0.26,0,0,0.52,0,0,0,0,0,0,0,0,566,1
0,0.08,0.08,0.42,0.08,0,0.17,0.17,0,0.17,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,574,1
0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,172,1
0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,130,1
0,0.78,0,2.34,0,0.78,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1
0,0,0,2.04,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1
0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0.145,152,1
0,0,0,0,0,0,0,0,0.33,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,326,1
0,0,0,2.04,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1
0,0.43,0.08,0.25,0.08,0.34,0.94,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.258,694,1
0,0.43,0.08,0.26,0.08,0.34,0.95,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.259,537,1
0,0.87,0,0,0,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1
0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0.144,153,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,68,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0.05,0,0.05,0.11,0,0.05,0,0.05,0,0.53,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,303,1
0,0,3.12,0,0,0,0,3.12,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1
0,0.53,0,0,0,0,0,0,1.59,0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,240,1
