@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S34

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_remove numeric
@attribute word_freq_free numeric
@attribute word_freq_business numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_your numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_telnet numeric
@attribute word_freq_857 numeric
@attribute word_freq_data numeric
@attribute word_freq_415 numeric
@attribute word_freq_85 numeric
@attribute word_freq_1999 numeric
@attribute word_freq_pm numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_re numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0,0,34,1
0,0,0,0,1.16,0,1.16,1.16,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.196,0,0.196,82,1
0.05,0.07,0.1,0.15,0,0.02,0.13,2.09,1.57,0.05,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.101,0.016,0.046,2258,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.196,0,0.196,82,1
0,0,0,1.66,0,0,0,3.33,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1
0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0,0,36,1
0,0,0,0.65,0.65,1.3,0,1.3,1.3,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459,0,0,129,1
1.17,0,0,0,0,1.17,0,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,59,1
0,0,3.03,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0,0,43,1
0,0,0,0,0.27,0,0,3.51,2.7,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0.091,89,1
0,0,0,0,0,0,4.83,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,17,1
0,0.68,0,0,0,0,0,2.04,0.68,0,0,0.68,0,0.68,0,1.36,0,0,0,0.68,1.36,0,0,0,0,0,0.185,0,264,1
0,0,2.56,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0,0,25,1
0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0,0,29,1
0,0,0.48,0.48,0.48,0.97,0,2.43,2.43,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.081,0,0.244,239,1
0,0.48,0.48,0,0.48,0,0.97,1.46,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,186,1
0,0.41,1.66,0,0.41,0,0.83,2.08,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.068,0,0,285,1
0.3,0,0,0,0,0,0.3,2.76,0.61,0.3,0.61,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.051,0,0.207,226,1
0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,28,1
0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0,0,28,1
0,0,0.55,0.18,0,0.37,0.37,3.15,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0,68,1
0,0,0,0.26,0.26,1.56,0.26,1.82,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0.036,339,1
0.15,0.45,1.05,0,0,0,0,4.07,1.51,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.25,0,0.068,774,1
0.18,0,0.18,0.06,0,0.72,0.06,4.54,1.09,0.84,0.06,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.052,0,0.167,442,1
0.49,0,0.99,0,4.97,0.99,0,3.48,1.99,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,94,1
0.46,0.3,0.46,0.05,0.25,0.43,0.02,3.22,1.46,1.05,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.065,0,0.756,3040,1
0.46,0.46,0.26,0.06,0.26,0,0.26,3.51,0.66,0.19,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0.23,898,1
0,1.92,0,0,0,0,0,1.92,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0.73,0.36,1.09,0.73,1.09,0.36,0.36,2.19,2.19,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.332,179,1
0.06,0.12,0.77,0.38,0,0,0.12,1.67,0.7,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.03,0,0.071,750,1
0,1.26,0,0,0,0,0,0,1.26,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0.198,0,0.596,69,1
0.73,0.36,0.73,0.73,1.1,0.36,0.36,2.2,2.2,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0.333,176,1
0,0,0,0,1.08,0,0,1.08,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1
0,0,0,1.04,0,1.04,0,3.66,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0.061,146,1
0,0,1.26,0,0,0,0,2.53,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
0,0.45,0.45,0,0.45,0,0.91,1.36,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1
0,0.42,1.68,0,0.42,0,0.84,2.1,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0.066,0,0,284,1
0,0.59,0,0.59,0,0,1.18,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0,249,1
0.23,0,0.47,0,0.23,0.23,0,7.1,1.89,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.043,0,0,66,1
0,0,0.46,0.93,1.39,0,0.46,0.93,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1
0,0.34,0,0.68,0.34,0,1.36,3.42,2.73,0,0,0.34,0.34,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0.048,96,1
0.12,0.24,0.12,0,0,0,0,4.1,3.01,0.12,0,0,0,0,0,0,0,0.12,0,0,0.12,0,0,0,0,0.059,0,0.019,180,1
0.66,0,0.66,0,1.98,1.32,0,1.32,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
0,0.48,0.48,0.48,0.48,0,0,0.97,1.95,0,0.48,0,0,0,0,0,0,0,0,0,1.46,0,0,0,0,0.073,0,0.294,194,1
0,0,0,1.47,0,0,0,5.88,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0.3,0,0.61,0,2.15,0.61,0,5.53,1.23,0,0.3,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0.3,0.1,0,0.351,303,1
0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0.201,0,0.1,141,1
0,0,0,2.53,0,5.06,0,2.53,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,1
0,0.53,0.53,0,0.53,0,1.06,1.6,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,187,1
0,0.44,0.89,0,0.44,0,0.89,2.24,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0.073,0,0,281,1
0,0.46,0.46,0.46,0.92,0,0.92,2.76,1.38,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0.223,110,1
0,0,0.48,0.48,0.48,0.96,0,2.41,2.41,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.081,0,0.243,236,1
0,0.94,0.94,0,2.83,0,0,0.94,0.94,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,1
0,0,1.77,0,0,0,0.59,4.14,1.18,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0.165,0,0.082,100,1
0.75,0.18,0.37,0,0.37,0.44,0.12,2.96,1.26,0.44,0.75,0,0,0,0,0,0,0,0,0,0.12,0,0.06,0,0,0.085,0.053,0.234,1066,1
0,0.41,0.2,0.2,0.83,0.2,0,2.09,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,175,1
0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,10,1
0,0,0,0,0,0,0,5.55,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1
0,0,0.23,0.23,0.23,0.95,0,2.38,1.9,0,0.47,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.123,0,0,519,1
0,0.72,0.72,0,2.91,0,0.72,1.45,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,61,1
0,0,1.28,0,1.28,0,0,2.56,1.28,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,118,1
0,0.46,0.46,0.46,1.86,0,0,0.93,1.4,0,0.46,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0.071,0,0.214,213,1
0,0,0.38,0,0.38,0,0.38,2.69,2.3,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0.061,158,1
0,0.79,0,0,0.79,1.58,1.58,3.96,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0.268,0,0,107,1
0.06,0.06,0.47,0,0.2,0,0,1.14,1.21,0,0.06,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.06,0.107,0,0.085,845,1
0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,1.153,0,0,38,1
0,0.56,1.12,1.12,0.56,2.8,0,3.93,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.333,194,1
0.47,0.31,0.47,0.05,0.26,0.44,0,3.25,1.5,1.05,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.066,0,0.764,3038,1
0.59,0.44,0.29,0.03,0.22,0.44,0.07,3.43,1.53,0.59,0.63,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.07,0.075,0,0.532,2453,1
0.59,0.44,0.29,0.03,0.22,0.44,0.07,3.43,1.53,0.59,0.63,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.07,0.075,0,0.531,2453,1
0.46,0,0.46,0,0,0.46,0.46,2.77,2.31,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494,0,0.823,102,1
0,0,0.46,0.46,0,0,1.4,1.87,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,91,1
0,0.35,0.7,0,1.05,0,0.7,2.11,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.122,0,0,313,1
0,0.43,0.43,0,0.43,0,0.86,1.29,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,222,1
0,0,0,0,0.6,0,0,1.21,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0.414,0,191,1
1.24,0.41,1.24,0,0.41,0,0.82,3.73,1.24,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.065,0,0.527,114,1
0,0,0,0.7,2.83,0,0,4.96,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0,0,0.64,0,0.64,0,0,2.59,0,0.64,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0.189,0.284,0,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0.611,0,0,66,1
0,0,0.64,0,0.64,0,0,2.59,0,0.64,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0.189,0.284,0,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0.611,0,0,66,1
0,0,0.64,0,0.64,0,0,2.59,0,0.64,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0.189,0.284,0,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0.611,0,0,66,1
0,0,0,0,0.79,0,0,1.58,0,0.79,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0.231,0.347,0,168,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0.611,0,0,66,1
0,0,0,1.96,0,0,0,3.92,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,1
0,0,0,2.46,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,67,1
0,0,0.76,0.76,0,0,0.76,1.52,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,211,1
0,0,0,0,0,0,0.47,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0,78,1
0.12,1.76,0.63,0.12,0.25,0.12,0,2.9,1.38,1.13,0.12,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.379,0.159,0.119,507,1
0,0,1.02,0,0.51,0,0,1.53,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.09,0,0,146,1
0.05,0.3,0.4,0,0,0,0.5,1.55,0.75,0.15,0.2,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.045,0,0.118,588,1
0.05,0.3,0.4,0,0,0,0.5,1.55,0.75,0.15,0.2,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.036,0,0.118,583,1
0,0,0,2.56,0,5.12,0,2.56,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,1
0,0.55,0.55,1.11,0.55,2.79,0,3.91,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0.331,195,1
0.05,0.3,0.4,0,0,0,0.5,1.55,0.75,0.15,0.2,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.045,0,0.118,588,1
0.05,0.3,0.4,0,0,0,0.5,1.55,0.75,0.15,0.2,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.036,0,0.118,583,1
0.5,0.46,0.34,0,0.23,0.42,0,3.08,1.34,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.077,0,1.281,2413,1
0,0.32,0.8,0.16,0.16,0,0.8,0.16,0.64,0,0,0,0,0.16,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.024,982,1
0,0,0,0.3,0,0,0,0.3,0.61,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,278,1
0.16,0,0.67,0.33,0,1.68,0.33,2.18,3.69,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.054,657,1
0.5,0,0.5,0,0,0,0,4.04,3.03,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1.01,0.089,0,0.178,164,1
0,0,0,0.59,0,0,0.59,4.76,1.19,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,1
0,0,0,0.4,0,1.6,0.4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,114,1
0.41,0,0.41,0,0.41,0,0,7.05,2.48,0.82,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,450,1
0,0,0.38,0.38,0.38,0.76,0,3.04,1.52,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0.299,0,0.179,285,1
0,0,0,0.4,0.4,0,0,4,2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1
0,0,1.12,0,0.56,0,0,2.25,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.101,0,0,144,1
0,0,0.8,0.16,0,0.16,0.16,1.6,0.47,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0.174,174,1
0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0.215,0,0.431,76,1
0,0.39,0.39,0,0.98,0.19,0.39,0.59,0.78,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0.16,730,1
0,0.39,0.39,0,0.98,0.19,0.39,0.59,0.78,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0.16,730,1
1,0,0.33,0,0.66,0.66,0,2.33,0.33,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.541,304,1
0,0,0,0,2.98,0,1.49,0,1.49,0,0,1.49,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0.82,0,0,1.65,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,0,69,1
1,0,0.33,0,0.66,0.66,0,2.33,0.33,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.541,304,1
0,0,0,1.58,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,36,1
0.5,0.46,0.34,0,0.23,0.42,0,3.08,1.34,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.077,0,1.281,2413,1
0,0,0,1.58,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,36,1
0,0,1.38,0,2.77,0,4.16,4.16,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0.215,0,0.431,77,1
1,0,0.33,0,0.66,0.66,0,2.33,0.33,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.541,304,1
0,0.29,0.72,0.14,0.14,0,0.72,0.58,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.023,1001,1
0.36,0,1.09,0,0,0,0,0.72,1.09,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0.126,123,1
0,0,0.27,0,0.81,1.63,0.27,2.17,2.44,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.121,131,1
0.39,0,0.39,0,0,1.17,0.78,3.13,1.17,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1
0,0.56,0.56,1.12,0.56,2.82,0,3.95,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,0.33,190,1
0.67,0,0.67,0,0,0.67,0.67,4.05,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0,0.62,0,0.62,0,0,1.24,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,120,1
0,0,1.68,0,0.33,0,0,2.02,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.06,0,0,203,1
0,0,0,0,4.76,0,0,4.76,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1
0,0,0,1.31,0,1.31,0,1.31,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,291,1
0,0,0,0.45,0.45,0.45,0.45,1.81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,117,1
0.42,0,0,0,0,1.7,0,0.85,0.85,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1
0,0,0,0,0,0,0,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.185,607,1
0,0,0,0,0.43,0,0.21,0.21,0.43,0,0,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.146,642,1
0.46,0,0.46,0,0,0.46,0.46,2.77,2.31,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0.816,102,1
0.14,0.14,0.29,0,0.87,0.29,0.43,3.66,1.31,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0.58,0.024,0,0,437,1
0,0.34,0.68,0.34,0.68,0,1.37,1.03,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,119,1
0.46,0,0.46,0,0,0.46,0.46,2.77,2.31,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0.816,102,1
0.62,0,0.62,0.62,0,1.24,1.24,5.59,1.86,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,111,1
0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1
0,0.71,0.35,0,0.35,0,1.42,1.77,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,260,1
0,0.3,0.61,0.15,0.15,0,0.76,0.15,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,944,1
0,0,0,0.57,0,0,0.57,4.62,1.15,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,1
0.52,0,2.38,0.26,0.79,0,0,1.32,1.05,0,0.52,0,0,0,0,0,0,0.26,0,0,0.26,0.52,0,0,0,0.656,0,0,566,1
0.17,0,0.08,0.08,0,0.17,0.08,1.2,3.17,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.027,0.013,574,1
0,0,1,0,0.5,0,0,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.357,0,0,172,1
0,0,0.54,0,0.54,0,0,1.64,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.096,0,0,130,1
0,0,0,0,0,0.78,0,3.12,0.78,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1
0,0,0,0,0,0,0,4.08,1.02,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1
