@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S53

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_3d numeric
@attribute word_freq_our numeric
@attribute word_freq_over numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_mail numeric
@attribute word_freq_will numeric
@attribute word_freq_people numeric
@attribute word_freq_report numeric
@attribute word_freq_free numeric
@attribute word_freq_email numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_george numeric
@attribute word_freq_lab numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_direct numeric
@attribute word_freq_project numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_average numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0.46,0,1.4,0,1.86,0,0.93,0,0,0,1.86,0,0.46,1.4,0,0,0,1.4,0,0.46,0,0,0,0,0.071,0.214,4.63,213,1
0,0,0,1.15,0.76,0,0,0,0.38,0.38,0,0.38,0.38,0,2.3,0,0,0,0,0,0,0,0,0,0,0.122,0.061,1.775,158,1
0,0.79,0,0,0,0,0,0,0,0,0,0.79,1.58,0,1.58,0,0,0,0,0,0,0,0,0,0,0.268,0,2.815,107,1
0.06,0.06,0,0.4,0,0,0.67,0.06,0.33,0.13,0,0.2,0,0.13,1.21,0,0.06,0,0,0,0,0,0,0,0.021,0.107,0.085,3.353,845,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,0,3.8,38,1
0,0.56,0,2.24,0,0,0,0,0.56,0.56,0,0.56,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0.25,0.333,4.974,194,1
0.47,0.31,0,0.05,0.13,0.26,0.44,0.76,0.97,0.58,1.26,0.26,0,0,1.5,0,0,0,0,0,0,0,0,0,0.004,0.066,0.764,6.1,3038,1
0.59,0.44,0,0.14,0.03,0.14,0.56,0.67,0.67,0.59,1.23,0.22,0.07,0,1.53,0,0,0,0,0,0,0,0,0,0,0.075,0.532,7.3,2453,1
0.59,0.44,0,0.14,0.03,0.14,0.56,0.67,0.67,0.59,1.23,0.22,0.07,0,1.53,0,0,0,0,0,0,0,0,0,0,0.075,0.531,7.3,2453,1
0.46,0,0,0,0,0.46,0,0,1.38,0,0,0,0.46,0,2.31,0,0,0,0,0,0.46,0,0,0,0,0.494,0.823,3.4,102,1
0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.676,91,1
0,0.35,0,0.35,0,0,0,0,0.7,0,0,1.05,0.7,0,1.4,0,0,0,0,0,0,0,0,0,0,0.122,0,3.639,313,1
0,0.43,0,0.43,0,0,0,0,0.43,0,0,0.43,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0,0.147,0,2.81,222,1
0,0,0,0,0.6,0,0,1.21,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.518,0,4.897,191,1
1.24,0.41,0,0,0,0,0,0,0.41,0,0,0.41,0.82,0,1.24,0,0,0,0,0,0,0,0,0,0,0.065,0.527,3.166,114,1
0,0,0,4.25,0,0,0,0,0,0,0,2.83,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,1.153,30,1
0,0,0,0,0.64,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.64,0,0,0,0,0,0.094,0.189,0,10.068,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0.305,0.611,0,5.5,66,1
0,0,0,0,0.64,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.64,0,0,0,0,0,0.094,0.189,0,10.068,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0.305,0.611,0,5.5,66,1
0,0,0,0,0.64,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.64,0,0,0,0,0,0.094,0.189,0,10.068,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0.305,0.611,0,5.5,66,1
0,0,0,0,0.79,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0.79,0,0,0,0,0,0.115,0.231,0,5.793,168,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0.305,0.611,0,5.5,66,1
0,0,0,0,0,0,0,1.96,1.96,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,6.166,74,1
0,0,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,36,1
0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,2.913,67,1
0,0,0,0.38,0,0,0,0,0.38,0,0,0,0.76,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0.177,3.836,211,1
0,0,0,0.95,0,0,0,0,0,0,0,0,0.47,0,0.95,0,0,0,0,0,0,0,0,0,0,0.365,0,1.238,78,1
0.12,1.76,0,0.88,0,0.5,0.25,3.9,0.88,0.12,0,0.25,0,0.25,1.38,0,0,0,0,0,0,0,0,0,0.019,0.379,0.119,4.155,507,1
0,0,0,0.51,0,0,0,0,0,0,0,0.51,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0.09,0,1.972,146,1
0.05,0.3,0,0.1,0.05,0.05,0.1,0,0.3,0.2,0,0,0.5,0.3,0.75,0,0,0,0,0,0,0.05,0,0,0,0.045,0.118,2.37,588,1
0.05,0.3,0,0.1,0.05,0.05,0.1,0,0.3,0.2,0,0,0.5,0.3,0.75,0,0,0,0,0,0,0.05,0,0,0,0.036,0.118,2.379,583,1
0,0,0,1.28,0,1.28,1.28,1.28,1.28,0,0,0,0,1.28,5.12,0,0,0,0,0,0,0,0,0,0,0,0,102.666,308,1
0,0.55,0,2.23,0,0,0,0,0.55,0.55,0,0.55,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0.248,0.331,4.875,195,1
0.05,0.3,0,0.1,0.05,0.05,0.1,0,0.3,0.2,0,0,0.5,0.3,0.75,0,0,0,0,0,0,0.05,0,0,0,0.045,0.118,2.37,588,1
0.05,0.3,0,0.1,0.05,0.05,0.1,0,0.3,0.2,0,0,0.5,0.3,0.75,0,0,0,0,0,0,0.05,0,0,0,0.036,0.118,2.379,583,1
0.5,0.46,0,0.15,0.03,0.19,0.57,0.65,0.73,0.65,1.27,0.23,0,0,1.34,0,0,0,0,0,0,0,0,0,0.011,0.077,1.281,7.202,2413,1
0,0.32,0,0.32,0,0,0,0.48,0,0.16,0,0.16,0.8,0.16,0.64,0,0,0,0,0,0,0,0,0,0,0,0.024,5.709,982,1
0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0.046,0,0.322,2.074,278,1
0.16,0,0,0.33,0.16,0.84,0.16,0.5,1.51,0,0,0,0.33,1.68,3.69,0,0,0,0,0,0.16,0,0,0,0,0.19,0.054,5.567,657,1
0.5,0,0,1.51,0,0,0,0,1.01,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0.089,0.178,3.416,164,1
0,0,0,0,0,0,0,0,1.19,0,0,0,0.59,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,10,170,1
0,0,0,1.6,0,1.2,0,0.4,0.8,0,0,0,0.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0.212,1.838,114,1
0.41,0,0,0,0.41,0,0,0,2.07,0,0,0.41,0,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0.149,32.142,450,1
0,0,0,0.76,0,0,0,1.14,0,0,0,0.38,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0.299,0.179,4.523,285,1
0,0,0,0.4,0.4,0.4,0,0,0,0,0,0.4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.979,95,1
0,0,0,0.56,0,0,0,0.56,0,0,0,0.56,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0.101,0,2.36,144,1
0,0,0,1.44,0.16,0,0,0,0.64,0.8,0,0,0.16,0,0.47,0,0,0,0,0,0,0,0,0,0,0.024,0.174,1.891,174,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.431,4,76,1
0,0.39,0,0.19,0,0.19,0,0,0.39,0,0,0.98,0.39,0,0.78,0,0,0,0,0,0.19,0,0,0,0,0.128,0.16,2.128,730,1
0,0.39,0,0.19,0,0.19,0,0,0.39,0,0,0.98,0.39,0,0.78,0,0,0,0,0,0.19,0,0,0,0,0.128,0.16,2.128,730,1
1,0,0,0.66,0.66,0,0,0,0.33,0.66,0,0.66,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.06,0.541,5.428,304,1
0,0,0,1.49,0,0,0,0,0,0,0,2.98,1.49,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,1.1,11,1
0,0,0,1.65,0,0,0.82,0,1.65,0,0,0.82,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0.415,0,1.769,69,1
1,0,0,0.66,0.66,0,0,0,0.33,0.66,0,0.66,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.06,0.541,5.428,304,1
0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,3.272,36,1
0.5,0.46,0,0.15,0.03,0.19,0.57,0.65,0.73,0.65,1.27,0.23,0,0,1.34,0,0,0,0,0,0,0,0,0,0.011,0.077,1.281,7.202,2413,1
0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,3.272,36,1
0,0,0,0,0,0,0,0,1.38,0,0,2.77,4.16,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,1.181,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.431,4.277,77,1
1,0,0,0.66,0.66,0,0,0,0.33,0.66,0,0.66,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.06,0.541,5.428,304,1
0,0.29,0,0.29,0,0,0,0.43,0,0.14,0,0.14,0.72,0.14,0.43,0,0,0,0,0,0.14,0,0,0,0,0,0.023,5.133,1001,1
0.36,0,0,0,0,0,0,0,0.72,1.81,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0.063,0.126,0.126,2.562,123,1
0,0,0,0.81,0.81,2.98,0.54,0.81,0.54,0.27,0,0.81,0.27,1.35,2.44,0,0,0,0,0,0,0,0,0,0,0.04,0.121,1.617,131,1
0.39,0,0,0,0.39,0,0,0,0.39,0.78,0,0,0.78,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,1.461,114,1
0,0.56,0,2.25,0,0,0,0,0.56,0.56,0,0.56,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0.247,0.33,5.135,190,1
0.67,0,0,2.7,0,0,0,0,0,0,0,0,0.67,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,1.064,33,1
0,0,0,0.62,0,0,0,0.62,0,0,0,0.62,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0.105,0,2.033,120,1
0,0,0,0.33,0,0,0,0.33,0,0,0,0.33,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0.06,0,1.796,203,1
0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,2.375,38,1
0,0,0,1.31,0,1.31,1.31,1.31,0,0,0,0,0,1.31,3.94,0,0,0,0,0,0,0,0,0,0,0,0.117,48.5,291,1
0,0,0,1.36,0.45,0,0,0,0,0.45,0,0.45,0.45,0,0.9,0,0,0,0,0,0,0,0,0,0,0.135,0,5.571,117,1
0.42,0,0,0.85,0.85,0,0,0.42,2.13,0,0,0,0,0,0.85,0,0,0.42,0,0,0,0,0,0,0,0,0,5.714,200,1
0,0,0,0.27,0,0,0,0.83,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.185,7.313,607,1
0,0,0,0.43,0,0,0,0.65,0,0,0,0.43,0.21,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.146,6.233,642,1
0.46,0,0,0,0,0.46,0,0,1.38,0,0,0,0.46,0,2.31,0,0,0,0,0,0.46,0,0,0,0,0.49,0.816,3.4,102,1
0.14,0.14,0,0.29,0.29,0.29,0,0,0,0.14,0,0.87,0.43,0,1.31,0,0,0,0.29,0,0,0,0,0,0,0.024,0,3.121,437,1
0,0.34,0,0,0,0,0,0.34,0,0,0,0.68,1.37,0,1.03,0,0,0,0,0,0,0,0,0,0,0.094,0,3.131,119,1
0.46,0,0,0,0,0.46,0,0,1.38,0,0,0,0.46,0,2.31,0,0,0,0,0,0.46,0,0,0,0,0.49,0.816,3.4,102,1
0.62,0,0,0,0,0,0,0,3.1,0,0,0,1.24,0,1.86,0,0,0,0,0,0,0,0,0,0,0.31,0,3.363,111,1
0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,4.5,108,1
0,0.71,0,0.35,0,0,0,0,0.71,0,0,0.35,1.42,0,1.06,0,0,0,0,0,0,0,0,0,0,0.058,0,3.768,260,1
0,0.3,0,0.3,0,0,0,0.45,0,0.15,0,0.15,0.76,0.15,0.76,0,0,0,0,0,0.15,0,0,0,0,0,0.024,5.425,944,1
0,0,0,0,0,0,0,0.57,1.15,0.57,0,0,0.57,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,10.117,172,1
0.52,0,0,0.26,0,0,0.52,0,0,0,0,0.79,0,0,1.05,0,0,0.26,0.26,0,0,0,0,0,0,0.656,0,5.549,566,1
0.17,0,0,0.42,0.08,0.42,0.08,0.08,0.6,0.17,0.17,0,0.08,0,3.17,0,0,0,0,0,0,0,0,0,0,0.081,0.013,4.07,574,1
