@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S54

@attribute word_freq_order numeric
@attribute word_freq_receive numeric
@attribute word_freq_will numeric
@attribute word_freq_free numeric
@attribute word_freq_you numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_000 numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_george numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_telnet numeric
@attribute word_freq_857 numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_direct numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_re numeric
@attribute word_freq_table numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_longest numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0,0.97,0.48,1.46,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.963,0,61,186,1
0,0,0.41,0.41,2.08,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.068,0,0.75,0,121,285,1
0,0,0.3,0,2.76,0.61,0,0.3,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.051,0,0.207,0.207,30,226,1
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0.335,0,0.671,0,12,28,1
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.355,0,0.711,0,12,28,1
0,0,0.18,0,3.15,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,0.426,0,4,68,1
0,0.26,0.52,0.26,1.82,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0.813,0.036,38,339,1
0.6,0,0.9,0,4.07,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.25,0,1.318,0.068,130,774,1
0.06,0.06,0.54,0,4.54,1.09,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0,0.01,0.052,0,0.01,0.167,12,442,1
0,0.99,2.48,4.97,3.48,1.99,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.17,0,8,94,1
0.43,0.25,0.97,0.25,3.22,1.46,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.065,0,0.325,0.756,193,3040,1
0,0.39,0.73,0.26,3.51,0.66,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.084,0,0.278,0.23,40,898,1
0,0,1.92,0,1.92,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,1
0.36,0,0.36,1.09,2.19,2.19,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.498,0.332,30,179,1
0.06,0,0.64,0,1.67,0.7,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0,0.244,0.071,43,750,1
0,0,1.26,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.198,0,0.198,0.596,17,69,1
0.36,0,0.36,1.1,2.2,2.2,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0.5,0.333,30,176,1
0,0,0,1.08,1.08,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.478,0,30,106,1
0,0,1.04,0,3.66,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.246,0,0.615,0.061,59,146,1
0,0,2.53,0,2.53,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,1
0,0,0.45,0.45,1.36,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.501,0,61,200,1
0,0,0.42,0.42,2.1,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0.066,0,0.669,0,121,284,1
0,0,0.59,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,66,249,1
0,0,0,0.23,7.1,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0.043,0.043,0,0.175,0,11,66,1
0,0.46,0.93,1.39,0.93,0.46,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.069,0,0,0,0,8,75,1
0,0.34,0,0.34,3.42,2.73,0,0,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.048,15,96,1
0,0.36,0.72,0,4.1,3.01,0,0.12,0,0,0,0,0,0,0,0.12,0,0.12,0,0,0,0,0,0.059,0,0.019,0.019,34,180,1
0,0,0,1.98,1.32,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205,0,34,121,1
0,0.48,0,0.48,0.97,1.95,0,0,0,0,0,0,0,0,0,1.46,0,0.48,0,0,0,0,0,0.073,0,0.589,0.294,47,194,1
0,0,1.47,0,5.88,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,3,17,1
0,0.3,0.92,2.15,5.53,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.1,0,1.053,0.351,66,303,1
0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0.201,0,0,0.1,59,141,1
1.26,1.26,1.26,0,2.53,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,287,290,1
0,0,0.53,0.53,1.6,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0.877,0,61,187,1
0,0,0.44,0.44,2.24,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0.073,0,0.807,0,121,281,1
0,0.46,0.46,0.92,2.76,1.38,0,0.46,0,0,0,0,0,0,0,0,0,0.46,0,0,0.46,0,0,0,0,0.298,0.223,13,110,1
0,0,0.96,0.48,2.41,2.41,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0.081,0,0.486,0.243,78,236,1
0,0,0,2.83,0.94,0.94,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.366,0,245,318,1
0,0,0.59,0,4.14,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0.165,0.082,16,100,1
0.75,0.25,1.51,0.37,2.96,1.26,0,0.44,0,0,0,0,0,0,0,0.12,0,0.12,0,0.06,0,0,0,0.085,0.053,0.437,0.234,45,1066,1
0,0.2,0,0.83,2.09,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0.132,0,15,175,1
0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,5,10,1
0,0,0,0,5.55,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431,0,29,114,1
0,0,0.47,0.23,2.38,1.9,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0.123,0,0.197,0,280,519,1
0,0.72,0,2.91,1.45,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0.495,0,8,61,1
0,0,0,1.28,2.56,1.28,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0.724,0,9,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0.834,0,27,118,1
0,0.46,0,1.86,0.93,1.4,0,0,0,0,0,0,0,0,0,1.4,0,0.46,0,0,0,0,0,0.071,0,0.571,0.214,64,213,1
0,0,0.38,0.38,2.69,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0.061,0.061,20,158,1
0,0,0,0.79,3.96,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0.268,0,0.268,0,26,107,1
0.67,0,0.33,0.2,1.14,1.21,0,0,0,0,0,0.06,0,0,0,0,0,0,0.13,0,0.06,0,0.021,0.107,0,0.096,0.085,144,845,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,0,0,0,23,38,1
0,0,0.56,0.56,3.93,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1.083,0.333,140,194,1
0.44,0.26,0.97,0.26,3.25,1.5,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.004,0.066,0,0.322,0.764,193,3038,1
0.56,0.29,0.67,0.22,3.43,1.53,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.075,0,0.613,0.532,763,2453,1
0.56,0.29,0.67,0.22,3.43,1.53,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.075,0,0.612,0.531,763,2453,1
0,0,1.38,0,2.77,2.31,0,1.38,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.494,0,0.082,0.823,12,102,1
0,0.46,0,0,1.87,0,0.93,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,32,91,1
0,0,0.7,1.05,2.11,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0.122,0,1.284,0,61,313,1
0,0,0.43,0.43,1.29,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0.736,0,61,222,1
0,0,0,0.6,1.21,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.518,0.414,0.31,0,17,191,1
0,0,0.41,0.41,3.73,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0.065,0,0.461,0.527,19,114,1
0,0,0,2.83,4.96,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,3,30,1
0,0,0,0.64,2.59,0,0,0.64,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.094,0.189,0.284,0.662,0,131,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.305,0.611,0,1.529,0,22,66,1
0,0,0,0.64,2.59,0,0,0.64,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.094,0.189,0.284,0.662,0,131,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.305,0.611,0,1.529,0,22,66,1
0,0,0,0.64,2.59,0,0,0.64,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.094,0.189,0.284,0.662,0,131,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.305,0.611,0,1.529,0,22,66,1
0,0,0,0.79,1.58,0,0,0.79,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0.115,0.231,0.347,0.462,0,22,168,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.305,0.611,0,1.529,0,22,66,1
0,0,1.96,0,3.92,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,74,1
0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.907,0,7,36,1
0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,27,67,1
0,0,0.38,0,1.52,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,79,211,1
0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0,0,6,78,1
0.25,0.5,0.88,0.25,2.9,1.38,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.019,0.379,0.159,0,0.119,38,507,1
0,0,0,0.51,1.53,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0.09,0,0.542,0,19,146,1
0.1,0,0.3,0,1.55,0.75,0,0.15,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.045,0,0.054,0.118,96,588,1
0.1,0,0.3,0,1.55,0.75,0,0.15,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.036,0,0.054,0.118,96,583,1
1.28,1.28,1.28,0,2.56,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0,304,308,1
0,0,0.55,0.55,3.91,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,1.158,0.331,140,195,1
0.1,0,0.3,0,1.55,0.75,0,0.15,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.045,0,0.054,0.118,96,588,1
0.1,0,0.3,0,1.55,0.75,0,0.15,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.036,0,0.054,0.118,96,583,1
0.57,0.3,0.73,0.23,3.08,1.34,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.011,0.077,0,0.335,1.281,595,2413,1
0,0.16,0,0.16,0.16,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.024,149,982,1
0,0,0,0,0.3,0.61,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0.092,0.322,49,278,1
0.16,0.33,1.51,0,2.18,3.69,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0.19,0,1.194,0.054,101,657,1
0,0.5,1.01,0,4.04,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0.089,0,0.089,0.178,53,164,1
0,0,1.19,0,4.76,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0,33,170,1
0,0,0.8,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706,0.212,13,114,1
0,0,2.07,0.41,7.05,2.48,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.149,335,450,1
0,0,0,0.38,3.04,1.52,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0.299,0,0.598,0.179,78,285,1
0,0.4,0,0.4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,12,95,1
0,0,0,0.56,2.25,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0.101,0,0.606,0,19,144,1
0,0,0.64,0,1.6,0.47,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0.299,0.174,24,174,1
0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.215,0,0.215,0.431,25,76,1
0,0.39,0.39,0.98,0.59,0.78,0,0.19,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0.128,0,0.16,0.16,31,730,1
0,0.39,0.39,0.98,0.59,0.78,0,0.19,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0.128,0,0.16,0.16,31,730,1
0,0,0.33,0.66,2.33,0.33,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.12,0.541,21,304,1
0,0,0,2.98,0,1.49,0,0,1.49,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1
0.82,0,1.65,0.82,1.65,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,0,0,11,69,1
0,0,0.33,0.66,2.33,0.33,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.12,0.541,21,304,1
0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0.279,23,36,1
0.57,0.3,0.73,0.23,3.08,1.34,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.011,0.077,0,0.335,1.281,595,2413,1
0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0.279,23,36,1
0,0,1.38,2.77,4.16,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0,2,13,1
0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0.215,0,0.215,0.431,27,77,1
0,0,0.33,0.66,2.33,0.33,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.12,0.541,21,304,1
0,0.29,0,0.14,0.58,0.43,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.14,0,0,0,0,0.865,0.023,132,1001,1
0,0,0.72,0,0.72,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.126,0,0.063,0.126,35,123,1
0.54,0.27,0.54,0.81,2.17,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.565,0.121,18,131,1
0,0,0.39,0,3.13,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,19,114,1
0,0,0.56,0.56,3.95,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,1.32,0.33,140,190,1
0,0,0,0,4.05,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,3,33,1
0,0,0,0.62,1.24,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,1.055,0,16,120,1
0,0,0,0.33,2.02,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0.06,0,0.484,0,19,203,1
0,0,0,4.76,4.76,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,1
1.31,0,0,0,1.31,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.117,186,291,1
0,0,0,0.45,1.81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0.135,0,46,117,1
0,0,2.13,0,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088,0,107,200,1
0,0,0,0,0.27,0.27,8.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0.185,99,607,1
0,0,0,0.43,0.21,0.43,6.75,0,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.146,0.146,99,642,1
0,0,1.38,0,2.77,2.31,0,1.38,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.49,0,0.081,0.816,12,102,1
0,0.29,0,0.87,3.66,1.31,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0.58,0,0,0.024,0,0.265,0,38,437,1
0,0,0,0.68,1.03,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,13,119,1
0,0,1.38,0,2.77,2.31,0,1.38,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.49,0,0.081,0.816,12,102,1
0,0,3.1,0,5.59,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.517,0,22,111,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,108,1
0,0,0.71,0.35,1.77,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0.7,0,61,260,1
0,0.15,0,0.15,0.15,0.76,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.567,0.024,132,944,1
0,0,1.15,0,4.62,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,33,172,1
0.52,0.26,0,0.79,1.32,1.05,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0.656,0,0.31,0,71,566,1
0.08,0,0.6,0,1.2,3.17,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.027,0.095,0.013,48,574,1
0,0,0,0.5,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.357,0,0.892,0,19,172,1
0,0,0,0.54,1.64,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0.096,0,1.443,0,16,130,1
0,0.78,1.56,0,3.12,0.78,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0,15,49,1
0,1.02,0,0,4.08,1.02,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968,0,18,85,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,1
0,0,1.34,0.44,4.03,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0.944,0.145,28,152,1
