@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S43

@attribute word_freq_address numeric
@attribute word_freq_3d numeric
@attribute word_freq_over numeric
@attribute word_freq_remove numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_mail numeric
@attribute word_freq_will numeric
@attribute word_freq_business numeric
@attribute word_freq_you numeric
@attribute word_freq_your numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_george numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_parts numeric
@attribute word_freq_pm numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_edu numeric
@attribute char_freq_( numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0.59,0,0,0.59,0,0,0.59,0.59,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,66,1
0,0,0,0,0,0,0,0,0.23,7.1,1.89,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.175,0,0,11,1
0,0,0,0.93,0.93,0,0,0.93,0,0.93,0.46,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0.069,8,1
0.34,0,0,0.68,0,0,0.34,0,0,3.42,2.73,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.048,0,15,1
0.24,0,0.36,0,0.36,0,0,0.72,0,4.1,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.019,0.019,0,34,1
0,0,0,0,0,0,0.66,0,1.32,1.32,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205,0,0,34,1
0.48,0,0,0.48,0,0,0.97,0,0,0.97,1.95,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.589,0.294,0,47,1
0,0,0,1.47,0,0,1.47,1.47,0,5.88,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,3,1
0,0,0,0,0,0,0.92,0.92,0.61,5.53,1.23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.053,0.351,0.25,66,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,0.1,0,59,1
0,0,0,2.53,1.26,1.26,1.26,1.26,5.06,2.53,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,0,0,287,1
0.53,0,0,0,0,0,0,0.53,0,1.6,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0.877,0,0,61,1
0.44,0,0,0,0,0,0,0.44,0,2.24,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.807,0,0,121,1
0.46,0,0.46,0.46,0,0,0,0.46,0,2.76,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.223,0,13,1
0,0,0,0.48,0,0,0,0.96,0.96,2.41,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.486,0.243,0,78,1
0.94,0,0,0,0,0,0.94,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.366,0,0,245,1
0,0,0,0,0,0,0,0.59,0,4.14,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0.165,0.082,0,16,1
0.18,0,0.12,0,0.25,0.75,0.31,1.51,0.44,2.96,1.26,0.75,0,0,0,0,0,0,0,0,0,0.06,0,0,0.085,0.437,0.234,0.064,45,1
0.41,0,0.2,0.2,0,0,1.04,0,0.2,2.09,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0.132,0,0,15,1
0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0,5,1
0,0,0,0,0,0,0,0,0,5.55,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431,0,0,29,1
0,0,0,0.23,0,0,0.95,0.47,0.95,2.38,1.9,0.47,0,0,0,0,0,0.23,0,0,0,0,0,0,0.123,0.197,0,0.024,280,1
0.72,0,0,0,1.45,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0.495,0,0,8,1
0,0,1.28,0,0,0,0,0,0,2.56,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0.724,0,0,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.834,0,0,27,1
0.46,0,0,0.46,1.86,0,0.93,0,0,0.93,1.4,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0.571,0.214,0,64,1
0,0,0.76,0,0,0,0,0.38,0,2.69,2.3,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0.061,0.061,0,20,1
0.79,0,0,0,0,0,0,0,1.58,3.96,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0.268,0,0,26,1
0.06,0,0,0,0,0.67,0.06,0.33,0,1.14,1.21,0.06,0,0,0,0.06,0,0,0,0,0.13,0,0,0,0.107,0.096,0.085,0.01,144,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,1.153,0,0,0,23,1
0.56,0,0,1.12,0,0,0,0.56,2.8,3.93,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.083,0.333,0,140,1
0.31,0,0.13,0.05,0.26,0.44,0.76,0.97,0.44,3.25,1.5,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.322,0.764,0.159,193,1
0.44,0,0.03,0.03,0.14,0.56,0.67,0.67,0.44,3.43,1.53,0.63,0,0,0,0,0.03,0,0,0,0,0,0,0,0.075,0.613,0.532,0.137,763,1
0.44,0,0.03,0.03,0.14,0.56,0.67,0.67,0.44,3.43,1.53,0.63,0,0,0,0,0.03,0,0,0,0,0,0,0,0.075,0.612,0.531,0.137,763,1
0,0,0,0,0.46,0,0,1.38,0.46,2.77,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494,0.082,0.823,0,12,1
0,0,0,0.46,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0.35,0,0,0,0,0,0,0.7,0,2.11,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,1.284,0,0,61,1
0.43,0,0,0,0,0,0,0.43,0,1.29,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0.736,0,0,61,1
0,0,0.6,0,0,0,1.21,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0.31,0,0,17,1
0.41,0,0,0,0,0,0,0.41,0,3.73,1.24,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.461,0.527,0,19,1
0,0,0,0.7,0,0,0,0,0,4.96,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,3,1
0,0,0.64,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0.662,0,0,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,1.529,0,0,22,1
0,0,0.64,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0.662,0,0,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,1.529,0,0,22,1
0,0,0.64,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0.662,0,0,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,1.529,0,0,22,1
0,0,0.79,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.462,0,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,1.529,0,0,22,1
0,0,0,1.96,0,0,1.96,1.96,0,3.92,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.907,0,0,7,1
0,0,0.79,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,27,1
0,0,0,0.76,0,0,0,0.38,0,1.52,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0.059,79,1
0,0,0,0,0,0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0,0,6,1
1.76,0,0,0.12,0.5,0.25,3.9,0.88,0.12,2.9,1.38,0.12,0,0,0,0,0,0,0,0,0,0.12,0,0,0.379,0,0.119,0,38,1
0,0,0,0,0,0,0,0,0,1.53,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.542,0,0,19,1
0.3,0,0.05,0,0.05,0.1,0,0.3,0,1.55,0.75,0.2,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0.045,0.054,0.118,0,96,1
0.3,0,0.05,0,0.05,0.1,0,0.3,0,1.55,0.75,0.2,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0.036,0.054,0.118,0,96,1
0,0,0,2.56,1.28,1.28,1.28,1.28,5.12,2.56,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0,0,304,1
0.55,0,0,1.11,0,0,0,0.55,2.79,3.91,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,1.158,0.331,0,140,1
0.3,0,0.05,0,0.05,0.1,0,0.3,0,1.55,0.75,0.2,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0.045,0.054,0.118,0,96,1
0.3,0,0.05,0,0.05,0.1,0,0.3,0,1.55,0.75,0.2,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0.036,0.054,0.118,0,96,1
0.46,0,0.03,0,0.19,0.57,0.65,0.73,0.42,3.08,1.34,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.335,1.281,0.125,595,1
0.32,0,0,0.16,0,0,0.48,0,0,0.16,0.64,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0.271,0.024,0.049,149,1
0,0,0,0.3,0,0,0,0,0,0.3,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.322,0,49,1
0,0,0.16,0.33,0.84,0.16,0.5,1.51,1.68,2.18,3.69,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.19,1.194,0.054,0,101,1
0,0,0,0,0,0,0,1.01,0,4.04,3.03,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.089,0.089,0.178,0,53,1
0,0,0,0.59,0,0,0,1.19,0,4.76,1.19,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,0,0,33,1
0,0,0,0.4,1.2,0,0.4,0.8,1.6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706,0.212,0,13,1
0,0,0.41,0,0,0,0,2.07,0,7.05,2.48,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.149,0,335,1
0,0,0,0.38,0,0,1.14,0,0.76,3.04,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0.598,0.179,0,78,1
0,0,0.4,0.4,0.4,0,0,0,0,4,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,12,1
0,0,0,0,0,0,0.56,0,0,2.25,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0.606,0,0,19,1
0,0,0.16,0.16,0,0,0,0.64,0.16,1.6,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.299,0.174,0,24,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.215,0.431,0,25,1
0.39,0,0,0,0.19,0,0,0.39,0.19,0.59,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0.16,0.16,0,31,1
0.39,0,0,0,0.19,0,0,0.39,0.19,0.59,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0.16,0.16,0,31,1
0,0,0.66,0,0,0,0,0.33,0.66,2.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.12,0.541,0,21,1
0,0,0,0,0,0,0,0,0,0,1.49,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0.82,0,1.65,0,1.65,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,0,0,11,1
0,0,0.66,0,0,0,0,0.33,0.66,2.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.12,0.541,0,21,1
0,0,0,1.58,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0.279,0,23,1
0.46,0,0.03,0,0.19,0.57,0.65,0.73,0.42,3.08,1.34,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.335,1.281,0.125,595,1
0,0,0,1.58,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0.279,0,23,1
0,0,0,0,0,0,0,1.38,0,4.16,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.215,0.431,0,27,1
0,0,0.66,0,0,0,0,0.33,0.66,2.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.12,0.541,0,21,1
0.29,0,0,0.14,0,0,0.43,0,0,0.58,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865,0.023,0.046,132,1
0,0,0,0,0,0,0,0.72,0,0.72,1.09,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.063,0.126,0,35,1
0,0,0.81,0,2.98,0.54,0.81,0.54,1.63,2.17,2.44,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.565,0.121,0,18,1
0,0,0.39,0,0,0,0,0.39,1.17,3.13,1.17,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,0,19,1
0.56,0,0,1.12,0,0,0,0.56,2.82,3.95,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,1.32,0.33,0,140,1
0,0,0,0,0,0,0,0,0.67,4.05,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,3,1
0,0,0,0,0,0,0.62,0,0,1.24,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,1.055,0,0,16,1
0,0,0,0,0,0,0.33,0,0,2.02,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.484,0,0,19,1
0,0,0,0,0,0,0,0,0,4.76,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,1.31,1.31,1.31,1.31,0,1.31,1.31,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.117,0,186,1
0,0,0.45,0.45,0,0,0,0,0.45,1.81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0.135,0,0,46,1
0,0,0.85,0,0,0,0.42,2.13,1.7,0.85,0.85,0.42,0,0,0,0,0,0.42,0,0,0,0,0,0,0,1.088,0,0,107,1
0,0,0,0,0,0,0.83,0,0,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0.232,99,1
0,0,0,0,0,0,0.65,0,0,0.21,0.43,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0.146,0.183,99,1
0,0,0,0,0.46,0,0,1.38,0.46,2.77,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.081,0.816,0,12,1
0.14,0,0.29,0,0.29,0,0,0,0.29,3.66,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.265,0,0,38,1
0.34,0,0,0.34,0,0,0.34,0,0,1.03,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,13,1
0,0,0,0,0.46,0,0,1.38,0.46,2.77,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.081,0.816,0,12,1
0,0,0,0.62,0,0,0,3.1,1.24,5.59,1.86,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.517,0,0,22,1
0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,34,1
0.71,0,0,0,0,0,0,0.71,0,1.77,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.7,0,0,61,1
0.3,0,0,0.15,0,0,0.45,0,0,0.15,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567,0.024,0.049,132,1
0,0,0,0.57,0,0,0.57,1.15,0,4.62,1.15,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,0,33,1
0,0,0,0.26,0,0.52,0,0,0,1.32,1.05,0.52,0,0,0,0,0,0.26,0,0.52,0,0,0,0,0.656,0.31,0,0,71,1
0,0,0.08,0.08,0.42,0.08,0.08,0.6,0.17,1.2,3.17,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.095,0.013,0,48,1
0,0,0,0,0,0,0.5,0,0,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.892,0,0,19,1
0,0,0,0,0,0,0.54,0,0,1.64,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,1.443,0,0,16,1
0,0,0.78,0,2.34,0,0.78,1.56,0.78,3.12,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0,0,15,1
0,0,0,0,2.04,0,0,0,0,4.08,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968,0,0,18,1
