@relation 'spambase-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.05 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.348word_freq_857-0.348word_freq_415-0.32word_freq_direct-0.317word_freq_technology-0.312word_freq_telnet... numeric
@attribute class {0,1}

@data
1.188639,1
0.810851,1
1.271421,1
1.432278,1
0.82119,1
0.858065,1
0.532058,1
0.532058,1
1.554434,1
0.936024,1
0.861708,1
1.289024,1
0.996796,1
0.94673,1
1.008977,1
1.005032,1
1.057148,1
0.623725,1
0.597941,1
1.308167,1
0.834942,1
0.691505,1
0.68968,1
0.528141,1
2.051212,1
0.447775,1
0.447775,1
0.905133,1
1.075358,1
0.792876,1
0.616114,1
0.456697,1
1.091749,1
1.461586,1
1.009109,1
1.379121,1
1.091749,1
-0.157037,1
0.929385,1
0.627884,1
-0.414391,1
0.958253,1
0.930529,1
1.214092,1
1.201297,1
0.694787,1
1.373814,1
1.265964,1
1.089905,1
1.005334,1
1.090219,1
0.627884,1
0.749373,1
0.652877,1
0.686912,1
0.843852,1
0.77659,1
0.937621,1
1.200186,1
0.843852,1
0.843852,1
0.711944,1
0.866714,1
1.446306,1
1.151463,1
0.699306,1
0.925783,1
1.151463,1
0.759119,1
1.151463,1
0.838455,1
0.68767,1
0.650523,1
1.529308,1
0.680626,1
0.910696,1
0.4864,1
0.633756,1
1.158695,1
1.063891,1
1.607373,1
1.339809,1
0.978961,1
0.033283,1
0.470514,1
1.422445,1
1.029214,1
1.336792,1
1.540171,1
0.961388,1
1.62426,1
1.945915,1
0.979801,1
1.253434,1
1.008797,1
1.194482,1
0.635015,1
0.68016,1
0.527379,1
0.76538,1
0.637803,1
0.671634,1
0.78291,1
1.156911,1
0.825068,1
0.871202,1
0.56557,1
1.06253,1
0.961296,1
0.961333,1
1.00827,1
0.046127,1
0.834551,1
0.346093,1
0.046127,1
0.346093,1
0.559128,1
1.623831,1
0.662571,1
0.573868,1
1.10248,1
1.062856,1
0.895931,1
0.610394,1
0.968613,1
0.524101,1
1.232091,1
0.232837,1
0.895931,1
0.750326,1
1.008167,1
1.052622,1
0.895931,1
1.168855,1
1.229695,1
1.28778,1
0.232837,1
0.449193,1
1.232091,1
0.232837,1
0.524101,1
-0.098987,1
0.895931,1
1.008479,1
1.156837,1
1.062856,1
0.696315,1
1.122925,1
0.993084,1
0.734246,1
0.617865,1
1.016415,1
0.915917,1
1.008479,1
0.458698,1
0.915917,1
0.871862,1
0.915745,1
1.002676,1
0.651525,1
0.734246,1
0.659626,1
1.72544,1
0.698649,1
1.506773,1
0.376866,1
1.480071,1
0.778774,1
0.786183,1
1.06253,1
1.586129,1
1.02292,1
1.531003,1
0.6277,1
0.883522,1
1.145602,1
1.14612,1
1.276103,1
1.016359,1
1.374457,1
0.832129,1
0.048211,1
0.982553,1
0.854171,1
1.276651,1
-0.362362,1
0.794613,1
1.016727,1
1.331477,1
0.674785,1
1.037679,1
1.311634,1
0.655236,1
0.324806,1
0.732844,1
1.016423,1
1.210895,1
0.609959,1
0.52354,1
0.767731,1
1.527904,1
0.616002,1
0.886979,1
0.819879,1
1.033327,1
1.149387,1
1.269211,1
0.99137,1
0.933663,1
1.603649,1
0.976892,1
0.728547,1
1.028149,1
0.86532,1
1.713394,1
0.728547,1
0.663157,1
1.260869,1
1.275138,1
1.053784,1
0.873208,1
0.917222,1
0.873208,1
0.803245,1
0.992431,1
1.590609,1
0.615052,1
0.699271,1
0.571333,1
1.227709,1
0.587864,1
1.200586,1
1.793386,1
1.694598,1
0.254424,1
0.742628,1
0.739471,1
0.74196,1
-0.059011,1
-0.059011,1
0.173433,1
0.720243,1
0.934327,1
1.236033,1
1.041796,1
0.653825,1
0.583714,1
0.638303,1
0.715381,1
0.772565,1
0.703326,1
0.676913,1
0.794697,1
0.579546,1
0.636541,1
2.075154,1
1.372169,1
0.974414,1
0.528969,1
0.694213,1
0.870021,1
0.563415,1
0.665901,1
0.743087,1
1.027675,1
0.649976,1
0.710894,1
0.649976,1
0.220287,1
0.499672,1
1.268306,1
0.582134,1
0.669189,1
1.351392,1
1.325222,1
1.953768,1
1.375769,1
1.629209,1
1.527904,1
1.085577,1
1.460244,1
0.92504,1
1.375769,1
0.76332,1
1.129486,1
0.278166,1
0.536324,1
1.461955,1
1.241405,1
1.588191,1
0.349814,1
0.612099,1
1.217924,1
1.528149,1
0.359284,1
0.757506,1
0.365203,1
1.328426,1
1.149404,1
1.360137,1
1.215024,1
1.023234,1
0.850876,1
1.503119,1
1.846042,1
0.605686,1
1.302119,1
0.267388,1
0.898955,1
0.544718,1
0.927266,1
0.923322,1
1.756339,1
0.898343,1
0.894287,1
0.818635,1
0.808893,1
0.552152,1
0.808893,1
1.507995,1
0.92899,1
1.484164,1
1.516959,1
-0.473323,1
0.96562,1
0.266131,1
0.269085,1
0.637013,1
1.078902,1
0.855176,1
0.892759,1
0.828562,1
0.971304,1
1.116624,1
0.572847,1
2.059554,1
0.551934,1
0.800577,1
1.019685,1
0.843132,1
0.634545,1
1.4967,1
1.506066,1
1.32275,1
1.606905,1
1.538512,1
1.044832,1
1.061767,1
1.091916,1
0.838344,1
0.561847,1
1.192018,1
1.076617,1
0.958241,1
1.297961,1
1.298372,1
0.698035,1
0.824563,1
0.644717,1
1.52303,1
0.913105,1
0.561253,1
0.948486,1
1.286203,1
0.909477,1
1.497844,1
1.49796,1
1.497727,1
0.824563,1
-0.383683,1
1.263498,1
-0.002572,1
0.887298,1
1.255967,1
1.49796,1
0.772701,1
0.840425,1
1.079458,1
0.697507,1
0.887056,1
1.013699,1
1.192554,1
1.076169,1
0.608549,1
0.448205,1
1.69341,1
0.959527,1
0.797272,1
0.622999,1
1.079269,1
1.728752,1
1.202742,1
1.124671,1
1.278619,1
1.356404,1
1.003689,1
0.653088,1
1.21981,1
0.711947,1
0.895939,1
1.349198,1
1.472191,1
1.557257,1
1.349198,1
1.528397,1
1.114424,1
0.738982,1
0.959527,1
0.919073,1
0.861388,1
0.804913,1
0.893973,1
0.871908,1
1.312801,1
0.822273,1
1.02976,1
0.498477,1
0.380823,1
1.570983,1
1.315082,1
1.311343,1
0.755771,1
1.530689,1
0.87937,1
0.781057,1
0.706866,1
1.538473,1
0.813824,1
1.333029,1
1.634654,1
1.471695,1
1.102075,1
2.248056,1
0.682984,1
1.403238,1
1.128631,1
1.912379,1
0.998957,1
0.767185,1
0.611976,1
0.684761,1
1.141648,1
0.78253,1
0.705312,1
1.004287,1
1.303636,1
1.27032,1
1.0009,1
0.663322,1
1.187392,1
0.843231,1
0.568189,1
0.650429,1
1.761641,1
1.248721,1
1.483581,1
0.197157,1
0.820877,1
1.183672,1
0.993808,1
1.215683,1
1.082144,1
1.538331,1
0.798112,1
0.903874,1
0.98966,1
0.877963,1
0.773882,1
1.280337,1
0.989994,1
1.74656,1
-0.133159,1
1.003339,1
1.258348,1
0.956839,1
1.161699,1
1.53645,1
1.378882,1
-1.121396,1
0.719036,1
1.043992,1
0.601386,1
1.215683,1
1.269802,1
-0.447693,1
1.557824,1
1.15749,1
1.808705,1
1.557824,1
1.102903,1
1.244359,1
0.611558,1
0.748681,1
0.968586,1
1.285539,1
0.826405,1
1.143547,1
0.809859,1
1.455829,1
1.107811,1
1.380507,1
1.096715,1
0.858877,1
1.004368,1
0.968897,1
1.033812,1
0.993839,1
0.864191,1
0.957568,1
1.375337,1
1.368804,1
0.933979,1
1.557824,1
1.575166,1
1.575136,1
1.198533,1
1.39815,1
0.967466,1
0.347201,1
0.927429,1
0.655955,1
1.126438,1
1.400121,1
1.327226,1
1.271619,1
0.87894,1
0.518364,1
0.635355,1
0.554527,1
0.703354,1
1.026452,1
0.101151,1
0.609969,1
0.740111,1
0.601746,1
1.395714,1
1.571839,1
1.092974,1
0.101205,1
1.060431,1
1.043566,1
1.223465,1
0.848167,1
1.361456,1
0.965151,1
0.964837,1
1.00369,1
1.577854,1
1.253258,1
0.331063,1
0.959061,1
0.937097,1
0.760213,1
1.346414,1
0.762311,1
1.355004,1
0.894302,1
0.470116,1
-0.014172,1
1.118468,1
0.628174,1
0.910561,1
1.267659,1
0.24747,1
0.931966,1
1.769769,1
0.800982,1
0.496927,1
1.502185,1
0.668834,1
1.116518,1
0.932003,1
0.892753,1
0.607063,1
0.370381,1
0.108067,1
0.596779,1
0.886843,1
0.886843,1
1.01441,1
1.177512,1
1.497226,1
0.03465,1
1.351177,1
0.915412,1
0.085869,1
0.890798,1
1.02907,1
0.885062,1
1.193599,1
1.105747,1
1.030364,1
1.528856,1
0.80482,1
0.890939,1
0.758187,1
1.423997,1
0.262278,1
0.96062,1
1.355809,1
1.423753,1
0.890798,1
1.528856,1
0.888002,1
0.908004,1
0.585352,1
1.890342,1
1.180863,1
1.374162,1
1.362477,1
1.321023,1
0.893731,1
0.731499,1
0.620012,1
0.734903,1
1.66022,1
0.884322,1
0.493508,1
1.51099,1
1.289341,1
2.225341,1
0.867728,1
0.85089,1
0.852997,1
0.77868,1
0.854573,1
1.337108,1
1.44406,1
0.872379,1
1.44406,1
1.024558,1
0.728158,1
1.377011,1
0.607199,1
0.612152,1
1.612943,1
0.883133,1
1.354329,1
1.085494,1
1.925126,1
1.856112,1
1.719677,1
0.693171,1
0.275164,1
1.382976,1
0.483809,1
0.475837,1
1.146848,1
0.45789,1
1.324413,1
0.657515,1
0.463714,1
1.452263,1
1.505544,1
0.670941,1
0.95885,1
0.95885,1
0.781206,1
0.570636,1
1.126582,1
0.045545,1
0.791171,1
1.546546,1
0.780515,1
0.050884,1
0.979401,1
0.568333,1
1.360989,1
1.35893,1
1.330748,1
1.19638,1
1.032863,1
1.128803,1
0.905247,1
1.366236,1
1.330885,1
1.041275,1
1.038481,1
1.540848,1
0.579554,1
0.677144,1
0.902177,1
0.785046,1
-1.151846,1
1.464222,1
0.679851,1
1.149478,1
0.185437,1
1.150996,1
1.064736,1
1.064736,1
1.244501,1
1.173887,1
1.041196,1
1.867507,1
0.876661,1
0.624936,1
0.727169,1
0.958072,1
0.808392,1
1.604507,1
1.144322,1
-0.361755,1
1.064736,1
1.515588,1
0.960985,1
1.993178,1
1.007133,1
0.645083,1
0.77842,1
1.027868,1
1.027868,1
1.199443,1
0.72086,1
1.237133,1
1.133225,1
0.926857,1
0.778576,1
1.237133,1
0.906352,1
1.460046,1
1.020692,1
1.012674,1
1.163896,1
0.729958,1
0.592513,1
-0.402465,1
0.677802,1
0.710098,1
0.704787,1
0.777911,1
0.794956,1
1.210509,1
1.210345,1
1.362239,1
0.281416,1
0.276482,1
0.906156,1
0.281416,1
0.276482,1
1.336246,1
1.000912,1
1.531616,1
1.102784,1
1.064624,1
1.071379,1
1.064624,1
0.696289,1
1.005345,1
1.002351,1
0.773358,1
1.623174,1
1.05487,1
0.734726,1
0.651593,1
0.655445,1
0.462238,1
0.670957,1
0.461718,1
1.246454,1
0.916096,1
1.064656,1
0.916096,1
1.123648,1
1.887884,1
1.623133,1
1.132846,1
0.758138,1
1.327674,1
1.169157,1
1.515588,1
0.99925,1
0.973039,1
0.90834,1
1.065455,1
0.87913,1
1.554352,1
1.021683,1
1.289369,1
1.072065,1
0.633827,1
1.557358,1
0.820214,1
0.976231,1
0.238712,1
1.03169,1
1.03169,1
1.03169,1
0.855506,1
1.343253,1
1.331292,1
1.364316,1
1.9302,1
1.474111,1
1.065246,1
1.065246,1
0.919793,1
1.062335,1
1.157972,1
1.935626,1
1.935647,1
0.891005,1
0.880314,1
1.194155,1
1.473247,1
1.157972,1
0.575862,1
0.560018,1
1.072712,1
0.466376,1
0.707676,1
0.423774,1
1.12464,1
0.787252,1
1.547533,1
1.557824,1
0.724156,1
1.545129,1
0.904705,1
1.408592,1
1.004144,1
1.004144,1
1.533744,1
1.117635,1
0.909715,1
1.255179,1
0.745928,1
1.276854,1
0.813092,1
0.677911,1
1.315589,1
1.397739,1
0.969763,1
0.763606,1
0.664513,1
0.124517,1
1.140312,1
1.313767,1
1.267098,1
1.065246,1
0.613132,1
0.705528,1
0.535025,1
0.983386,1
1.150432,1
-0.103712,1
1.107425,1
0.977311,1
1.309815,1
1.115433,1
1.065246,1
0.280723,1
0.972952,1
0.642022,1
0.892202,1
0.801806,1
0.953103,1
0.943751,1
1.268312,1
1.372217,1
0.702666,1
1.118269,1
0.640381,1
0.993741,1
1.083195,1
1.08329,1
1.005657,1
1.298281,1
0.738985,1
1.069066,1
0.710205,1
0.459164,1
0.5856,1
0.998542,1
1.005865,1
1.005865,1
1.116919,1
1.125685,1
1.10737,1
1.200564,1
0.555797,1
0.885488,1
0.903311,1
0.903311,1
1.280347,1
1.317631,1
0.72339,1
1.199374,1
1.287688,1
1.427473,1
0.749193,1
0.197027,1
0.801444,1
0.941309,1
1.480821,1
0.870352,1
1.435923,1
1.536022,1
1.1338,1
0.719297,1
0.599793,1
0.866194,1
0.897537,1
0.902177,1
1.342491,1
0.896806,1
1.21493,1
0.074687,1
0.932781,1
0.930387,1
1.348878,1
1.718199,1
1.21493,1
0.932712,1
0.932712,1
1.380835,1
-0.322189,1
0.920338,1
0.540098,1
0.540098,1
1.18923,1
0.716484,1
0.720423,1
1.317631,1
0.764008,1
1.094467,1
0.518752,1
0.863381,1
0.485054,1
1.719947,1
1.017424,1
0.863381,1
1.629635,1
0.632885,1
1.562617,1
0.959104,1
0.613233,1
1.47711,1
0.974023,1
1.321643,1
1.236074,1
0.974023,1
0.838988,1
1.359706,1
0.790455,1
2.193599,1
0.942746,1
2.193599,1
0.488733,1
2.367318,1
1.216224,1
1.731863,1
0.958002,1
1.447277,1
1.10737,1
1.311864,1
1.31233,1
1.5273,1
1.404018,1
0.931057,1
1.234102,1
1.724598,1
0.758405,1
0.663296,1
0.663734,1
0.663844,1
0.634074,1
1.29669,1
0.583402,1
0.273417,1
0.927787,1
2.228781,1
1.500704,1
0.683342,1
0.521627,1
-0.606578,1
1.778162,1
0.370506,1
0.660317,1
0.769684,1
1.38003,1
1.414125,1
0.786029,1
0.984363,1
0.786029,1
0.549317,1
1.110358,1
0.820388,1
0.756549,1
0.756549,1
1.613819,1
0.734312,1
1.557824,1
1.777759,1
1.380443,1
0.70149,1
0.782185,1
0.294152,1
1.739064,1
0.54773,1
0.969787,1
1.252675,1
0.780431,1
0.728816,1
1.073163,1
0.990214,1
1.012404,1
1.31146,1
1.62557,1
0.872516,1
0.98147,1
0.98147,1
0.98147,1
0.386767,1
1.297707,1
0.736361,1
1.734266,1
0.785185,1
-0.407758,1
1.477039,1
0.785185,1
0.700562,1
0.875107,1
0.235053,1
0.537237,1
0.622707,1
1.318615,1
1.103155,1
1.267232,1
0.309957,1
1.128223,1
0.949935,1
0.949935,1
0.117797,1
0.786622,1
1.05957,1
-0.041519,1
1.463033,1
1.420259,1
0.752019,1
0.889823,1
0.752019,1
1.3524,1
1.332467,1
1.118805,1
1.362611,1
0.80716,1
0.949119,1
1.808428,1
0.779596,1
1.423291,1
0.781812,1
1.423291,1
1.423291,1
1.423454,1
0.404457,1
1.557824,1
1.040819,1
1.557824,1
0.701821,1
1.210651,1
1.746607,1
1.118324,1
0.694136,1
0.642204,1
1.417678,1
1.099394,1
0.917377,1
0.919921,1
1.513203,1
1.577884,1
-1.652735,1
0.599308,1
1.118324,1
-0.015897,1
1.577181,1
0.428164,1
0.023994,1
1.485045,1
1.161788,1
0.190256,1
-1.549919,1
0.519738,1
-0.038898,1
0.666847,1
0.948655,1
0.943637,1
0.713064,1
0.932999,1
1.272065,1
0.796546,1
0.797012,1
1.315612,1
1.590547,1
1.280881,1
-1.597091,1
1.434035,1
0.471988,1
0.215738,1
1.006724,1
1.080254,1
1.245046,1
0.107773,1
1.554481,1
1.560797,1
1.088846,1
-0.384505,1
0.772133,1
1.197341,1
1.040986,1
1.497483,1
0.912367,1
1.395298,1
0.55894,1
0.838761,1
1.058721,1
0.665882,1
0.552817,1
1.052838,1
0.899712,1
0.731604,1
1.291799,1
0.731604,1
1.291799,1
0.731604,1
1.291799,1
0.636181,1
1.600709,1
0.044285,1
1.275878,1
0.831578,1
0.659739,1
0.59066,1
0.615183,1
0.893731,1
1.579625,1
1.579625,1
-0.346216,1
1.095724,1
0.868152,1
1.001917,1
-0.15594,1
0.85089,1
0.899823,1
0.755707,1
0.833237,1
1.377011,1
1.573943,1
1.173167,1
1.377011,1
1.527979,1
1.463569,1
0.807585,1
1.378905,1
0.435177,1
0.480164,1
0.872963,1
0.870323,1
1.461562,1
0.653316,1
1.324058,1
0.597867,1
1.145306,1
0.940683,1
1.350645,1
1.461239,1
0.893955,1
1.223186,1
0.686708,1
1.048217,1
0.617156,1
0.967313,1
0.655506,1
0.818707,1
0.741332,1
1.414493,1
0.600415,1
0.485981,1
0.727834,1
0.951495,1
0.790468,1
1.591562,1
0.928535,1
0.593338,1
1.095819,1
-0.059252,1
0.403059,1
1.117537,1
0.836185,1
0.903414,1
1.160317,1
0.738619,1
1.723027,1
0.741268,1
1.268004,1
1.238349,1
0.946347,1
0.872156,1
1.323742,1
0.623066,1
1.717745,1
0.654961,1
0.638663,1
-0.362012,1
0.62038,1
0.318111,1
-0.390973,1
1.557506,1
-0.394105,1
0.676648,1
1.241219,1
0.972938,1
1.013447,1
1.527979,1
0.529099,1
1.210288,1
1.751645,1
1.141643,1
1.463569,1
0.675492,1
0.727254,1
1.424951,1
1.04937,1
-0.343608,1
1.203195,1
0.856687,1
0.492208,1
1.277296,1
1.656096,1
0.824331,1
0.870059,1
1.48675,1
0.73114,1
1.110668,1
1.586289,1
1.014936,1
0.788129,1
1.48077,1
1.438984,1
0.690977,1
1.318039,1
0.119157,1
1.665775,1
0.571688,1
0.746415,1
0.596921,1
0.483405,1
0.811595,1
0.741971,1
1.505708,1
1.280527,1
1.013806,1
0.522849,1
-0.43548,1
1.42951,1
1.230947,1
1.108078,1
0.468459,1
0.560456,1
1.219853,1
1.205655,1
1.005153,1
1.284942,1
0.546235,1
1.313341,1
1.575099,1
0.66195,1
0.754531,1
0.212852,1
1.167297,1
0.839526,1
1.121886,1
0.916562,1
0.782922,1
0.465096,1
0.758166,1
1.123265,1
1.05471,1
1.734715,1
1.250815,1
0.845881,1
0.238712,1
0.642199,1
0.657512,1
1.044711,1
1.06734,1
0.804918,1
1.394434,1
1.333563,1
1.032741,1
1.395095,1
1.005626,1
1.545448,1
0.806141,1
0.903952,1
1.018146,1
0.392298,1
0.698519,1
0.697113,1
1.140257,1
1.265879,1
0.427069,1
0.839939,1
0.992465,1
-0.312373,1
1.142746,1
0.678833,1
-0.746462,1
0.793826,1
0.284595,1
0.859383,1
0.429047,1
-0.770881,1
1.20984,1
0.859383,1
0.752208,1
0.460879,1
0.839622,1
1.156851,1
1.083235,1
-0.084092,1
1.032277,1
2.019366,1
0.298627,1
1.203877,1
1.155719,1
0.70282,1
1.155719,1
0.742581,1
1.746299,1
0.530701,1
1.093623,1
0.359495,1
1.4356,1
1.164493,1
0.783202,1
0.67915,1
1.413683,1
0.863908,1
1.224853,1
0.767246,1
1.156303,1
0.993095,1
0.724144,1
1.070996,1
0.863353,1
0.273878,1
1.417392,1
0.48552,1
1.089764,1
0.943068,1
1.206869,1
0.653725,1
1.08436,1
0.565245,1
0.797688,1
0.529093,1
1.156822,1
1.429897,1
0.746415,1
1.501991,1
0.473014,1
1.057047,1
1.231432,1
0.473014,1
0.659637,1
1.821768,1
0.566189,1
1.592249,1
0.697992,1
0.871303,1
0.57032,1
1.000242,1
1.206869,1
-0.641219,1
0.480164,1
0.738176,1
0.857639,1
1.63094,1
0.730836,1
1.302267,1
1.66493,1
1.818398,1
1.223023,1
0.872448,1
1.389638,1
1.240299,1
0.55285,1
0.746415,1
0.574989,1
1.249259,1
1.183417,1
1.165314,1
1.117487,1
1.821768,1
1.378467,1
0.553685,1
1.819316,1
1.152029,1
0.86978,1
0.806279,1
1.821768,1
1.647051,1
1.647106,1
0.470565,1
0.31782,1
0.622868,1
-0.498181,1
1.715105,1
1.818398,1
1.27884,1
0.306703,1
1.031673,1
0.334962,1
1.205008,1
0.760192,1
0.918415,1
1.746244,1
1.167656,1
1.532905,1
2.876443,1
0.734517,1
0.799381,1
0.514619,1
1.158616,1
-0.530873,1
-0.481914,1
-0.45899,1
1.264397,1
1.746299,1
0.532917,1
0.475163,1
1.054271,1
0.907045,1
0.958409,1
0.248217,1
0.5725,1
0.958409,1
0.235292,1
0.42709,1
1.365019,1
1.27884,1
1.513717,1
1.454584,1
0.391255,1
1.349906,1
1.313341,1
0.62938,1
-0.764646,1
1.548507,1
2.402277,1
0.771316,1
1.161465,1
-0.14845,1
1.126448,1
1.005153,1
0.945337,1
1.115748,1
-0.015463,1
0.566375,1
1.224514,1
0.5506,1
0.650824,1
1.221108,1
0.516831,1
0.175335,1
0.809536,1
-0.369499,1
1.243585,1
1.022941,1
0.057987,1
1.525808,1
1.167156,1
0.391563,1
1.167297,1
0.878488,1
0.738918,1
-0.535809,1
0.526045,1
1.40818,1
-0.534976,1
1.470409,1
1.755255,1
1.283095,1
-0.104642,1
-5.00395,1
0.888968,1
1.056162,1
1.027817,1
0.70512,1
0.344638,1
1.271266,1
1.253763,1
1.254211,1
1.283095,1
0.48886,1
0.837754,1
1.210999,1
1.25391,1
-0.479456,1
-0.160861,1
0.269663,1
1.472315,1
1.386309,1
-0.188065,1
0.806709,1
1.152718,1
-0.766307,1
1.30186,1
1.164933,1
0.816897,1
-0.21153,1
-0.187483,1
-0.31412,1
1.443881,1
1.401251,1
0.998295,1
1.070918,1
1.272079,1
0.699335,1
0.908459,1
0.900443,1
1.504061,1
0.638186,1
0.869694,1
0.514361,1
0.829271,1
1.315706,1
0.650824,1
0.739391,1
0.910987,1
0.930295,1
1.31856,1
1.272024,1
1.208369,1
0.737628,1
0.936507,1
1.289327,1
1.026564,1
1.002496,1
1.196559,1
0.561969,1
0.096258,1
-1.909739,1
1.313503,1
1.331984,1
1.213438,1
0.905407,1
0.911453,1
0.905734,1
1.6061,1
1.455829,1
1.935298,1
1.570767,1
1.096066,1
0.947795,1
1.468163,1
0.956754,1
0.130933,1
1.589216,1
0.934489,1
1.908862,1
1.571521,1
0.981912,1
-0.139853,1
-0.128726,1
1.216591,1
0.70156,1
1.283393,1
1.042902,1
1.746299,1
1.432928,1
0.962502,1
1.196155,1
1.513622,1
1.718711,1
1.417706,1
0.813798,1
1.043094,1
0.616722,1
1.22414,1
1.557506,1
0.870258,1
1.577756,1
0.998542,1
1.624943,1
1.250632,1
1.116513,1
1.014422,1
0.562179,1
0.930718,1
0.562179,1
0.969049,1
0.592624,1
0.206601,1
1.193599,1
1.557506,1
1.415472,1
0.656707,1
1.216774,1
0.984777,1
0.877176,1
1.088443,1
0.76239,0
0.813767,0
-0.039,0
-0.70879,0
0.284525,0
-14.594407,0
-0.133123,0
0.344206,0
0.299769,0
0.574847,0
-2.503069,0
0.428652,0
-0.767274,0
-0.293702,0
0.328895,0
0.019292,0
0.527492,0
-0.851744,0
0.265654,0
0.62088,0
-1.464017,0
-4.508076,0
-0.500643,0
0.529646,0
0.736963,0
-1.971934,0
-0.300103,0
0.416591,0
-0.052187,0
-4.994697,0
0.51187,0
0.313851,0
0.475761,0
0.42577,0
-0.119316,0
-1.759826,0
-0.180236,0
-0.234633,0
0.27478,0
0.476034,0
0.885651,0
0.29811,0
-0.156322,0
-0.220468,0
-1.171907,0
0.25505,0
0.202481,0
0.088719,0
0.895002,0
1.213115,0
-0.791352,0
0.73559,0
0.54369,0
0.30533,0
0.534951,0
0.391103,0
0.159509,0
0.398863,0
-0.175669,0
0.506029,0
-2.507289,0
-0.36341,0
-1.445561,0
0.072389,0
-1.361801,0
-12.962745,0
0.159111,0
-9.996061,0
-0.414596,0
-1.140047,0
-0.286677,0
0.434293,0
-1.488277,0
0.574994,0
0.448771,0
-0.739171,0
0.345241,0
0.346768,0
0.262888,0
-0.476464,0
-0.715113,0
-0.411731,0
-0.132668,0
0.446902,0
-0.698227,0
0.19107,0
0.202481,0
0.626319,0
-0.179075,0
0.202481,0
-1.580234,0
0.419457,0
-0.743423,0
-3.184228,0
-4.589011,0
0.261882,0
0.395676,0
0.152207,0
-0.322503,0
-1.20628,0
0.202481,0
0.428819,0
0.393284,0
0.465596,0
0.280233,0
-0.895668,0
1.011239,0
-1.184455,0
-1.22761,0
-12.96228,0
-6.952938,0
0.674383,0
-0.735689,0
-0.52486,0
0.113099,0
0.14616,0
-0.735762,0
-0.402382,0
