@relation 'spambase-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.4 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.348word_freq_857-0.348word_freq_415-0.32word_freq_direct-0.317word_freq_technology-0.312word_freq_telnet... numeric
@attribute 0.272word_freq_your+0.252capital_run_length_longest+0.248word_freq_000+0.236char_freq_$+0.235word_freq_order... numeric
@attribute -0.445capital_run_length_longest-0.372capital_run_length_total-0.292char_freq_(-0.285capital_run_length_average+0.248word_freq_you... numeric
@attribute 0.403word_freq_original+0.394word_freq_1999+0.304word_freq_pm-0.295word_freq_font+0.246word_freq_cs... numeric
@attribute '0.534word_freq_meeting+0.332word_freq_will+0.31 word_freq_lab+0.27 word_freq_our-0.256word_freq_font...' numeric
@attribute 0.303word_freq_font+0.299word_freq_business+0.299char_freq_;-0.29word_freq_addresses+0.274word_freq_credit... numeric
@attribute -0.43word_freq_font-0.406char_freq_;+0.284capital_run_length_average-0.254word_freq_000-0.247word_freq_meeting... numeric
@attribute -0.323word_freq_edu-0.305word_freq_you-0.257word_freq_cs-0.239char_freq_!+0.237word_freq_internet... numeric
@attribute '0.368word_freq_edu+0.35 word_freq_cs-0.291word_freq_make+0.28 word_freq_our+0.258word_freq_remove...' numeric
@attribute 0.359word_freq_cs+0.353word_freq_edu-0.289word_freq_re-0.265word_freq_pm-0.262char_freq_!... numeric
@attribute -0.326word_freq_email-0.262word_freq_will-0.258word_freq_all+0.248word_freq_george-0.23word_freq_hpl... numeric
@attribute class {0,1}

@data
0.842418,0.600554,1.122126,-0.259691,-0.121818,1.339419,0.599261,-0.061126,0.400014,-0.494305,0.074825,1
0.970982,0.552986,1.564652,0.103936,0.753166,0.380589,-0.000597,-0.857828,-0.857067,0.013918,-1.548823,1
0.739106,-0.094342,0.647401,-0.361196,-0.244965,-0.341372,0.087668,-0.255866,0.426693,-0.918689,-0.707227,1
0.83448,0.390322,0.529522,-0.20081,0.039516,-0.537871,0.078589,-0.658843,0.459466,-1.317143,-1.329309,1
0.476964,-0.304974,0.020742,-0.316822,-0.261543,-0.273221,0.255063,0.499522,0.610551,-0.574314,-1.006271,1
0.942654,0.20724,1.502505,0.193567,-0.656397,0.187211,0.210715,-1.420047,-0.746965,-0.586779,-0.034979,1
0.963277,0.612306,1.538121,-0.470481,0.961646,1.471446,-0.107007,1.00801,1.746459,-0.558057,-0.148213,1
0.856232,0.757781,1.523441,0.245616,-0.238302,0.659314,0.038054,0.640863,0.614748,-0.754329,-1.064036,1
0.915138,0.932528,1.436133,0.225853,0.296755,0.722103,-0.013301,-0.162268,0.01513,0.154135,0.096799,1
1.03841,0.904148,1.202994,-0.132625,-0.436411,0.990293,0.725118,-0.540674,-0.064241,-0.786101,0.170552,1
0.425551,0.981497,0.26307,1.063266,0.4964,1.729277,0.220844,0.154887,0.402256,-0.545468,0.313812,1
0.999728,0.512253,1.690566,0.134548,-0.246185,0.972278,-0.01918,-0.26616,0.232124,-0.850881,-0.804783,1
0.955387,1.950371,1.288855,0.189947,-0.514512,0.639986,0.222445,-1.546335,-1.064947,-0.549233,0.173958,1
0.365721,-0.455635,-1.77419,1.670867,-0.174471,-1.121211,-1.150643,0.857603,0.387268,0.183929,1.349093,1
2.4897,7.474124,2.25124,0.782542,2.177551,8.450747,3.528535,4.562631,2.563793,1.560225,1.668498,1
0.675695,-0.108418,0.558585,-0.35128,-0.121235,-0.4284,0.063218,-0.139585,0.514248,-0.880464,-0.922506,1
0.753905,0.111358,0.475669,-0.260397,-0.116621,-0.424397,0.150104,-0.495959,0.410492,-1.111571,-0.931082,1
0.690751,1.474587,1.316165,0.300629,-0.503423,-0.234771,-0.460902,0.231164,0.75072,-0.625125,-0.162049,1
1.071596,1.257567,1.14526,-0.224103,0.489643,0.562065,0.03896,-0.16898,0.819757,-0.65916,0.458882,1
1.153615,1.722564,-0.449058,-0.272407,-0.737603,-1.371664,-0.49634,-0.091066,1.005686,-1.293433,0.329007,1
0.760288,0.093676,0.668823,0.016408,0.005286,-0.720409,-0.051365,-0.735744,-0.059965,-0.956011,-1.303857,1
1.257949,2.869843,-0.024374,0.682467,0.324568,0.343245,0.155595,-0.274185,-1.983962,1.675878,0.393811,1
0.935563,0.517505,0.794494,0.012283,-0.074053,-0.110576,-0.40907,0.165935,1.089779,-0.179421,0.358792,1
0.856569,1.012209,1.165705,0.960339,-1.19534,-1.85874,-1.220575,0.861551,1.280592,-1.591024,-2.948029,1
0.767386,-0.406299,0.986382,-0.189404,-0.812702,-0.092197,0.275417,-1.007079,-0.261468,-0.692079,0.101009,1
0.651911,0.834821,-0.096658,-0.151964,0.018816,0.906585,0.925576,-0.099308,-0.334943,0.019417,-0.023821,1
1.043879,1.334869,1.106802,0.402317,-0.605681,0.675663,0.268915,1.268857,0.953829,-0.234201,0.361769,1
1.160994,1.704204,0.711508,0.138529,-0.48231,-1.824022,-1.473173,-0.149467,1.516481,-0.993489,0.659661,1
0.259632,-1.249257,-0.318657,-0.715121,-0.357324,-0.400245,0.612993,0.012979,0.13174,-0.174122,0.219749,1
0.612837,1.52663,0.578432,1.349866,0.332099,2.646766,0.65099,1.234752,1.101187,-0.29123,1.313049,1
0.933406,0.732805,1.016525,-0.019985,-0.216866,-0.71396,-0.46182,-0.420972,0.287726,-0.302072,0.044821,1
0.776848,0.639601,1.199612,0.292607,-0.604744,0.678574,0.600068,0.415626,0.701305,-0.833902,-0.218393,1
0.733016,0.472562,-0.669019,-0.585981,0.271661,-0.307754,0.488795,0.078626,-0.212273,0.411394,-0.051853,1
-4.950309,-0.506784,-1.234357,-0.547434,-0.628655,-0.738083,1.62579,-0.093552,0.244693,-0.355927,-1.859412,1
1.432755,2.846494,1.861419,-0.237771,0.819727,1.854355,0.591849,-0.116438,1.835747,-1.302954,1.045268,1
1.724914,4.457193,-1.9868,0.035141,-0.037387,-1.315261,-0.163775,-0.871294,-2.651483,2.2517,1.735514,1
1.680765,4.640209,-2.718996,-0.346735,0.259963,-0.736843,0.923032,-1.433532,-2.527148,1.605233,1.114504,1
1.680501,4.639101,-2.71864,-0.34682,0.260282,-0.736107,0.923344,-1.432815,-2.526874,1.605427,1.113519,1
0.861143,4.38676,-1.118859,2.104562,-0.226955,-3.786596,-2.917111,1.520285,1.38734,0.494075,0.368954,1
0.78709,0.282913,0.552489,-0.057057,-0.700694,-0.068404,-0.572628,0.723182,0.600896,-0.425355,-0.810555,1
0.753916,0.095855,0.635557,-0.307352,-0.175568,-0.243995,0.190148,-0.654399,0.302855,-1.172027,-0.722688,1
0.581023,-0.31647,0.322748,-0.430276,-0.143041,-0.43094,0.18478,-0.086765,0.430342,-0.703842,-0.715931,1
0.359663,-0.206409,-1.181906,0.178715,-0.607569,-0.596754,-0.708845,0.754277,0.30617,-0.244269,0.76961,1
1.103297,1.33295,1.023352,0.475411,-0.429089,-0.822379,-0.15486,-1.808708,-1.401041,-0.481681,-1.126918,1
1.150966,0.74329,2.563637,-0.904906,0.760702,1.072643,-0.239302,-0.637294,2.345501,-2.246275,0.348911,1
0.630075,-0.016948,-0.956044,0.571448,-0.447786,-0.795261,-0.631314,0.065939,0.425878,-0.728261,0.598143,1
-0.24086,-2.156943,-2.592012,2.144951,0.159811,1.491023,-0.246285,-0.291048,-0.041983,-0.993368,0.776853,1
0.630075,-0.016948,-0.956044,0.571448,-0.447786,-0.795261,-0.631314,0.065939,0.425878,-0.728261,0.598143,1
-0.24086,-2.156943,-2.592012,2.144951,0.159811,1.491023,-0.246285,-0.291048,-0.041983,-0.993368,0.776853,1
0.630075,-0.016948,-0.956044,0.571448,-0.447786,-0.795261,-0.631314,0.065939,0.425878,-0.728261,0.598143,1
-0.24086,-2.156943,-2.592012,2.144951,0.159811,1.491023,-0.246285,-0.291048,-0.041983,-0.993368,0.776853,1
0.491219,-0.417657,-0.982321,0.843881,-0.58442,-0.772578,-0.931878,0.686585,0.45816,-0.321198,1.159934,1
-0.24086,-2.156943,-2.592012,2.144951,0.159811,1.491023,-0.246285,-0.291048,-0.041983,-0.993368,0.776853,1
1.012188,0.805231,1.430083,0.026807,0.160818,1.354547,0.10667,0.304425,0.506732,-0.72796,-1.129486,1
0.869987,-0.016388,1.362467,-0.855867,-0.874429,1.054428,0.66178,0.507441,2.092618,-2.224242,0.225559,1
0.521471,-0.703202,0.140003,-0.335926,-0.670929,-0.827666,-0.000721,0.137529,0.279273,0.052462,0.364232,1
0.748034,0.034692,0.498112,-0.423341,-0.101088,-0.300147,0.05098,0.195724,0.778957,-0.777556,-0.8228,1
0.334305,-0.777821,0.178405,-0.549934,0.016397,-0.251912,0.335513,0.132783,0.526322,-0.315554,-0.12157,1
1.12194,2.834899,-0.2841,1.241004,0.414442,0.699494,-0.668508,1.205732,-0.148247,0.459083,-0.096552,1
0.65427,-0.402405,0.606951,-0.384936,-0.141347,-0.230854,0.298576,-0.52025,0.285742,-0.848325,-0.264578,1
0.703985,0.12982,-0.162769,-0.29652,-0.274277,-0.72315,0.136472,0.087837,-0.134438,0.151609,-0.199397,1
0.708314,0.125933,-0.150063,-0.295332,-0.276356,-0.723128,0.131043,0.0931,-0.134187,0.154534,-0.200564,1
2.617667,8.035837,2.192619,0.753725,2.351417,8.870333,3.890973,4.435863,2.604803,1.425095,1.536792,1
1.377752,2.647976,1.83012,-0.279246,0.707662,1.970063,0.666273,0.015136,1.765541,-1.109764,1.338892,1
0.703985,0.12982,-0.162769,-0.29652,-0.274277,-0.72315,0.136472,0.087837,-0.134438,0.151609,-0.199397,1
0.708314,0.125933,-0.150063,-0.295332,-0.276356,-0.723128,0.131043,0.0931,-0.134187,0.154534,-0.200564,1
1.758152,4.893424,-2.760527,-0.267256,0.116827,-1.319131,0.560825,-1.457824,-2.750526,1.958514,1.87601,1
0.678275,0.440451,-0.57153,-0.435714,-0.041905,-0.53307,0.184486,0.524762,0.462374,-0.300504,-0.805268,1
0.675762,-0.168848,-0.028301,-0.623105,-0.196137,-0.735737,-0.263249,0.364235,0.588673,0.012264,0.707321,1
1.292803,3.281659,1.303107,0.400907,0.681134,3.151747,1.383357,0.920319,0.043185,0.902444,0.540364,1
0.832294,1.217998,1.624064,0.257778,0.638363,0.880053,0.189312,-1.16674,-0.644635,-0.181615,-0.484997,1
0.863184,0.141504,1.221418,-0.058555,-0.344084,0.120645,0.108838,-0.620567,-0.270814,-0.507501,-0.865182,1
1.198189,1.54672,1.932118,0.213564,0.397523,1.885991,0.413734,0.891799,1.131852,-0.030279,1.009095,1
1.417098,2.340133,0.491293,0.210079,-0.024136,-0.584151,-0.281215,-2.036003,-1.01564,-0.437531,-0.548614,1
0.833849,0.90131,0.439239,0.034706,-0.193043,0.407947,0.302185,-0.283552,0.60821,-0.990164,0.590285,1
1.000434,0.618395,1.507307,0.138003,-0.534708,0.759772,0.291614,0.078974,0.077501,-0.001329,0.218583,1
0.691922,-0.231786,0.598492,-0.276754,-0.157155,-0.206849,0.198338,-0.60036,0.294291,-1.004788,-0.386136,1
0.940774,0.698627,0.573777,-0.152126,0.143825,-1.406835,-0.907303,-0.293337,0.48458,-0.182721,0.499889,1
0.718911,0.710437,-0.837113,0.303307,-0.922298,-2.655701,-1.354174,0.468632,0.476553,0.172489,1.957249,1
0.567474,0.444649,0.150504,-0.346338,-0.112168,0.11964,0.415655,0.407115,0.1021,0.152005,-0.021145,1
0.567474,0.444649,0.150504,-0.346338,-0.112168,0.11964,0.415655,0.407115,0.1021,0.152005,-0.021145,1
1.385111,2.645003,0.365937,0.637674,-0.673363,-2.21101,-1.528547,-0.590561,-0.606398,0.823752,1.602226,1
0.191359,-0.211344,1.061915,-0.342464,0.121909,0.068325,-0.189226,1.025153,1.140547,-1.267172,-1.228127,1
0.573404,0.198443,0.204048,-0.541651,1.040833,0.142521,0.277157,0.152489,0.288302,0.14148,-0.273512,1
1.385111,2.645003,0.365937,0.637674,-0.673363,-2.21101,-1.528547,-0.590561,-0.606398,0.823752,1.602226,1
0.898108,0.271455,0.728944,-0.146269,-0.962394,-0.970454,-0.19948,-0.216211,0.324609,-0.39083,1.128292,1
1.758152,4.893424,-2.760527,-0.267256,0.116827,-1.319131,0.560825,-1.457824,-2.750526,1.958514,1.87601,1
0.898108,0.271455,0.728944,-0.146269,-0.962394,-0.970454,-0.19948,-0.216211,0.324609,-0.39083,1.128292,1
1.127563,1.556543,1.962399,0.71356,-0.47575,-0.998249,-0.992234,-0.034575,1.247332,-2.45369,-3.561545,1
0.719429,0.714582,-0.844777,0.300313,-0.920014,-2.654821,-1.349375,0.46619,0.478089,0.169812,1.955771,1
1.385111,2.645003,0.365937,0.637674,-0.673363,-2.21101,-1.528547,-0.590561,-0.606398,0.823752,1.602226,1
0.679689,0.592522,-0.374905,-0.374604,-0.168169,-0.315627,0.223899,0.248987,0.362294,-0.384698,-0.57526,1
0.889029,0.648888,0.381346,0.20092,-0.425083,-1.694956,-0.519212,-1.423367,-1.596381,0.572041,0.186956,1
1.656738,3.705502,1.642025,1.15395,0.078166,3.082749,1.016789,3.004472,1.191504,1.858335,2.605417,1
1.143653,1.399252,1.447909,0.592353,-0.747734,-0.37441,-0.153448,-0.66448,-1.121932,0.460861,-0.090942,1
1.398212,2.708931,1.86874,-0.271993,0.702047,1.999863,0.665411,-0.031989,1.785744,-1.171687,1.363067,1
1.032006,0.828355,1.830215,-0.145476,0.678401,0.410281,-0.224755,-0.583933,0.669169,-0.728446,-0.504754,1
0.599441,-0.475578,0.399304,-0.51965,-0.190658,-0.178926,0.242676,-0.288234,0.385415,-0.752591,-0.161885,1
0.694095,-0.285644,0.453149,-0.333031,-0.108721,-0.505251,0.135751,-0.603568,0.266925,-0.952788,-0.700234,1
1.224656,1.090641,0.972142,-0.904847,-0.44684,-0.185024,1.65339,-1.822143,-3.26227,1.550772,2.7861,1
1.562787,3.678697,0.343108,0.018572,0.838599,3.443468,1.970791,2.740631,1.754097,0.754641,1.207998,1
0.785123,0.305206,0.809291,-0.367605,-0.109027,-0.18701,-0.05154,0.271575,1.089953,-0.509072,0.440949,1
0.727181,1.3211,0.985569,-0.117464,0.642433,0.780356,0.077007,0.176001,-0.114369,0.641518,0.266795,1
0.621591,-0.715215,-1.983813,-3.147827,-2.34081,2.258552,-3.3383,0.319665,-0.420047,0.292471,0.4294,1
0.56507,-0.589495,-1.541504,-2.616133,-1.842281,1.754819,-2.58877,0.363184,-0.18287,0.035887,0.194002,1
0.861708,4.378976,-1.111706,2.104154,-0.226198,-3.781407,-2.917253,1.525801,1.389017,0.495294,0.362373,1
0.919713,0.507427,0.846221,0.406568,-0.424819,0.417931,0.236291,-0.117255,0.038689,-0.333524,0.165966,1
0.663364,0.126409,0.347605,0.039125,-0.452798,-0.826514,-0.241015,0.797593,1.031555,-0.853924,-1.284306,1
0.861708,4.378976,-1.111706,2.104154,-0.226198,-3.781407,-2.917253,1.525801,1.389017,0.495294,0.362373,1
1.130636,1.900446,1.986614,0.641756,0.63285,1.003592,0.023864,-1.034501,-0.866288,-0.278006,-1.880018,1
-0.228397,-0.472457,0.794071,-1.046021,0.358004,0.314228,0.228868,0.696013,1.603373,-0.745948,0.174682,1
0.677929,-0.081024,0.53793,-0.250098,-0.172802,-0.515836,-0.01453,0.049634,0.433485,-0.73139,-1.158326,1
0.614471,0.428244,-0.439649,-0.451173,-0.168068,-0.453307,0.19403,0.415249,0.449036,-0.297252,-0.582504,1
0.942344,0.481422,1.149451,0.164223,-0.4692,-0.217986,-0.142438,-0.732517,-0.516236,-0.35039,-0.603017,1
0.501821,1.391787,-0.625036,0.475376,0.566749,0.136331,0.636872,-1.000728,-0.548396,-1.096747,-1.08952,1
0.865203,0.658735,0.403052,-0.060842,0.023087,0.077103,0.236828,0.185056,-0.352998,0.596178,0.376779,1
0.592877,-0.076193,0.401126,-0.255051,-0.184717,-0.124533,0.369863,-0.850359,0.23698,-1.133107,-0.292863,1
0.616591,-0.512721,0.456791,-0.403313,-0.329766,-0.17866,0.261057,-0.552147,0.312212,-0.992842,0.040365,1
1.380799,2.461406,1.458087,1.251579,-0.075862,1.652776,-0.103053,2.004656,0.351371,1.672357,1.589224,1
1.245184,1.822149,1.385344,1.026485,-0.593316,1.39528,0.23428,1.31684,0.091636,1.138894,1.484564,1
1.442322,3.255604,0.370692,-1.566594,0.830394,9.333824,5.755558,5.166634,1.041131,5.22367,5.086358,1
0.962432,0.460392,1.315862,-0.030177,0.070725,0.253344,-0.057344,-1.341618,-0.860751,-0.348404,-0.326304,1
0.763996,0.181881,0.521614,-0.158695,-0.150677,-0.500492,0.038361,-0.287509,0.372608,-0.971058,-1.225224,1
1.245239,1.822298,1.3854,1.026488,-0.593426,1.395306,0.234271,1.316547,0.091662,1.138573,1.484681,1
1.237511,2.28812,-0.52635,0.423477,-0.492512,-0.864284,-0.507647,-0.413762,-0.878813,0.611785,0.421557,1
1.192379,1.930134,0.171532,0.7088,-0.588262,-0.943033,-0.714995,-0.248585,-0.949475,0.762279,0.492733,1
0.718289,1.331194,1.01858,-0.096148,0.691014,0.800842,0.060983,0.256677,-0.124034,0.740835,0.239692,1
0.989222,0.521321,1.38104,0.001082,0.025157,0.264514,-0.073228,-1.454072,-0.877584,-0.430242,-0.317145,1
0.452955,-1.154108,0.317461,-0.359776,-0.524102,-0.321737,0.319173,-0.069515,-0.080125,-0.129642,0.093906,1
0.440612,-1.269099,0.197628,-0.641968,-0.552518,-0.392481,0.372114,-0.061618,0.127969,-0.328092,0.316121,1
0.652692,-0.139137,0.08952,-0.285497,-0.346893,-0.694524,0.080237,0.287666,0.075358,0.072481,-0.19975,1
1.775209,2.828687,3.270119,-1.637467,2.997193,2.045567,-0.043536,-1.190762,1.778095,-1.521116,1.13701,1
1.407031,3.3444,1.405442,1.167196,-0.076025,0.155995,-0.508187,-2.207378,-2.137859,0.185403,-0.949693,1
0.863943,0.467836,1.058321,-0.426233,-0.087379,0.231095,0.078725,0.265484,1.252782,-0.625358,0.686103,1
1.486046,2.596975,2.363803,0.686218,0.240811,1.198707,-0.45496,1.330588,1.324057,-0.411412,-0.752405,1
0.923425,2.831235,2.352589,0.238043,-0.022878,2.221468,1.024564,-1.025261,-0.647703,0.070184,0.121178,1
0.801956,0.102157,1.101427,-0.353812,-0.022752,0.20391,0.068536,0.137401,0.459884,-0.846116,-0.637376,1
0.647704,0.482167,-0.455924,-0.45173,-0.146438,-0.553107,0.156858,0.263735,0.435363,-0.402847,-0.669529,1
0.865203,0.658735,0.403052,-0.060842,0.023087,0.077103,0.236828,0.185056,-0.352998,0.596178,0.376779,1
0.572797,-0.713646,0.239236,-0.436096,-0.303471,-0.011296,-0.094044,-0.040407,-0.363228,0.191136,-0.164967,1
1.431964,2.350179,1.176932,0.426224,-0.412933,-0.683454,-0.911016,-0.723955,0.654418,-1.133687,0.470135,1
0.865914,0.660665,0.40378,-0.060796,0.021658,0.07744,0.236716,0.181249,-0.352662,0.592004,0.378294,1
1.423442,2.320345,1.16021,0.416128,-0.420126,-0.691659,-0.902455,-0.718808,0.651405,-1.127302,0.472053,1
0.79815,0.836012,0.619859,0.356904,-0.709819,-0.739886,-0.398514,0.978749,1.129911,-1.079597,-1.562297,1
1.412498,2.813623,1.9154,-0.245171,0.774985,2.298214,0.810239,0.280096,1.842657,-0.935366,1.505825,1
