@relation 'spambase-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.3 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.348word_freq_857-0.348word_freq_415-0.32word_freq_direct-0.317word_freq_technology-0.312word_freq_telnet... numeric
@attribute 0.272word_freq_your+0.252capital_run_length_longest+0.248word_freq_000+0.236char_freq_$+0.235word_freq_order... numeric
@attribute -0.445capital_run_length_longest-0.372capital_run_length_total-0.292char_freq_(-0.285capital_run_length_average+0.248word_freq_you... numeric
@attribute 0.403word_freq_original+0.394word_freq_1999+0.304word_freq_pm-0.295word_freq_font+0.246word_freq_cs... numeric
@attribute '0.534word_freq_meeting+0.332word_freq_will+0.31 word_freq_lab+0.27 word_freq_our-0.256word_freq_font...' numeric
@attribute 0.303word_freq_font+0.299word_freq_business+0.299char_freq_;-0.29word_freq_addresses+0.274word_freq_credit... numeric
@attribute -0.43word_freq_font-0.406char_freq_;+0.284capital_run_length_average-0.254word_freq_000-0.247word_freq_meeting... numeric
@attribute class {0,1}

@data
1.023112,0.631767,1.680432,-0.040589,-1.236697,0.433354,0.406492,1
0.358265,-0.949788,0.183239,-0.862973,-0.569756,-0.043939,0.791348,1
1.104119,2.530088,1.147474,-0.423647,0.745505,4.882213,2.70338,1
0.870437,0.170989,1.270983,0.289947,-0.014637,0.664497,0.45868,1
0.722965,0.269525,0.356615,-0.638587,-0.211549,-0.679708,0.370535,1
0.89063,0.289398,1.439479,-0.323189,0.384388,0.179656,-0.176427,1
0.813589,0.799896,1.075997,0.826236,-1.124355,-1.736298,-1.084866,1
-1.13719,0.514269,0.175811,1.664779,0.109177,2.201799,0.549683,1
0.751992,0.155404,0.635905,-0.117624,-0.324666,-0.820424,0.053524,1
0.48684,-0.442807,0.297508,-1.579899,0.234464,0.822045,-0.380935,1
1.076853,1.276815,1.154235,-0.224374,0.502735,0.575781,0.039544,1
0.669161,-0.154022,0.557948,-0.366357,0.029379,-0.388865,0.031503,1
0.806362,0.291016,0.448934,-0.242166,0.018875,-0.603216,0.072138,1
1.276609,1.988871,0.719417,1.376599,-0.90212,-0.937397,-0.790459,1
0.527375,-0.480099,0.481288,-1.49676,0.320356,0.689547,-0.269468,1
0.519319,-0.472908,0.44527,-1.513049,0.303228,0.715709,-0.291807,1
0.809779,0.415778,0.860917,0.018425,-0.121219,-0.786335,-0.359007,1
0.987071,1.188459,0.927264,-0.322915,0.219899,2.677951,1.333071,1
1.209286,2.34795,-0.081609,0.657914,0.096737,0.168996,0.264758,1
1.157736,1.565689,0.931921,0.239393,0.092834,-0.362088,-0.73784,1
1.637891,3.767257,2.235666,0.969569,0.274756,1.394932,-0.284317,1
1.709717,4.398286,-1.980384,0.029791,-0.040347,-1.317252,-0.154485,1
1.183079,1.961339,0.117271,0.618998,-0.515129,-0.704362,-0.65378,1
0.852142,0.063406,1.57086,-0.470326,0.990159,0.55567,-0.021616,1
1.749332,4.257919,0.742549,0.997501,-0.603538,0.130708,-0.540983,1
0.838493,0.388987,-0.028069,-0.297787,-0.183924,-0.868322,-0.323268,1
0.821369,0.633932,0.138458,0.128246,-0.641497,-1.312169,-0.366374,1
1.718304,4.150808,0.734148,0.977115,-0.667485,0.220214,-0.489382,1
0.680964,-0.495213,0.730332,-0.478314,-0.623627,0.099696,0.512033,1
0.842418,0.600554,1.122126,-0.259691,-0.121818,1.339419,0.599261,1
0.970982,0.552986,1.564652,0.103936,0.753166,0.380589,-0.000597,1
0.739106,-0.094342,0.647401,-0.361196,-0.244965,-0.341372,0.087668,1
0.83448,0.390322,0.529522,-0.20081,0.039516,-0.537871,0.078589,1
0.476964,-0.304974,0.020742,-0.316822,-0.261543,-0.273221,0.255063,1
0.942654,0.20724,1.502505,0.193567,-0.656397,0.187211,0.210715,1
0.963277,0.612306,1.538121,-0.470481,0.961646,1.471446,-0.107007,1
0.856232,0.757781,1.523441,0.245616,-0.238302,0.659314,0.038054,1
0.915138,0.932528,1.436133,0.225853,0.296755,0.722103,-0.013301,1
1.03841,0.904148,1.202994,-0.132625,-0.436411,0.990293,0.725118,1
0.425551,0.981497,0.26307,1.063266,0.4964,1.729277,0.220844,1
0.999728,0.512253,1.690566,0.134548,-0.246185,0.972278,-0.01918,1
0.955387,1.950371,1.288855,0.189947,-0.514512,0.639986,0.222445,1
0.365721,-0.455635,-1.77419,1.670867,-0.174471,-1.121211,-1.150643,1
2.4897,7.474124,2.25124,0.782542,2.177551,8.450747,3.528535,1
0.675695,-0.108418,0.558585,-0.35128,-0.121235,-0.4284,0.063218,1
0.753905,0.111358,0.475669,-0.260397,-0.116621,-0.424397,0.150104,1
0.690751,1.474587,1.316165,0.300629,-0.503423,-0.234771,-0.460902,1
1.071596,1.257567,1.14526,-0.224103,0.489643,0.562065,0.03896,1
1.153615,1.722564,-0.449058,-0.272407,-0.737603,-1.371664,-0.49634,1
0.760288,0.093676,0.668823,0.016408,0.005286,-0.720409,-0.051365,1
1.257949,2.869843,-0.024374,0.682467,0.324568,0.343245,0.155595,1
0.935563,0.517505,0.794494,0.012283,-0.074053,-0.110576,-0.40907,1
0.856569,1.012209,1.165705,0.960339,-1.19534,-1.85874,-1.220575,1
0.767386,-0.406299,0.986382,-0.189404,-0.812702,-0.092197,0.275417,1
0.651911,0.834821,-0.096658,-0.151964,0.018816,0.906585,0.925576,1
1.043879,1.334869,1.106802,0.402317,-0.605681,0.675663,0.268915,1
1.160994,1.704204,0.711508,0.138529,-0.48231,-1.824022,-1.473173,1
0.259632,-1.249257,-0.318657,-0.715121,-0.357324,-0.400245,0.612993,1
0.612837,1.52663,0.578432,1.349866,0.332099,2.646766,0.65099,1
0.933406,0.732805,1.016525,-0.019985,-0.216866,-0.71396,-0.46182,1
0.776848,0.639601,1.199612,0.292607,-0.604744,0.678574,0.600068,1
0.733016,0.472562,-0.669019,-0.585981,0.271661,-0.307754,0.488795,1
-4.950309,-0.506784,-1.234357,-0.547434,-0.628655,-0.738083,1.62579,1
1.432755,2.846494,1.861419,-0.237771,0.819727,1.854355,0.591849,1
1.724914,4.457193,-1.9868,0.035141,-0.037387,-1.315261,-0.163775,1
1.680765,4.640209,-2.718996,-0.346735,0.259963,-0.736843,0.923032,1
1.680501,4.639101,-2.71864,-0.34682,0.260282,-0.736107,0.923344,1
0.861143,4.38676,-1.118859,2.104562,-0.226955,-3.786596,-2.917111,1
0.78709,0.282913,0.552489,-0.057057,-0.700694,-0.068404,-0.572628,1
0.753916,0.095855,0.635557,-0.307352,-0.175568,-0.243995,0.190148,1
0.581023,-0.31647,0.322748,-0.430276,-0.143041,-0.43094,0.18478,1
0.359663,-0.206409,-1.181906,0.178715,-0.607569,-0.596754,-0.708845,1
1.103297,1.33295,1.023352,0.475411,-0.429089,-0.822379,-0.15486,1
1.150966,0.74329,2.563637,-0.904906,0.760702,1.072643,-0.239302,1
0.630075,-0.016948,-0.956044,0.571448,-0.447786,-0.795261,-0.631314,1
-0.24086,-2.156943,-2.592012,2.144951,0.159811,1.491023,-0.246285,1
0.630075,-0.016948,-0.956044,0.571448,-0.447786,-0.795261,-0.631314,1
-0.24086,-2.156943,-2.592012,2.144951,0.159811,1.491023,-0.246285,1
0.630075,-0.016948,-0.956044,0.571448,-0.447786,-0.795261,-0.631314,1
-0.24086,-2.156943,-2.592012,2.144951,0.159811,1.491023,-0.246285,1
0.491219,-0.417657,-0.982321,0.843881,-0.58442,-0.772578,-0.931878,1
-0.24086,-2.156943,-2.592012,2.144951,0.159811,1.491023,-0.246285,1
1.012188,0.805231,1.430083,0.026807,0.160818,1.354547,0.10667,1
0.869987,-0.016388,1.362467,-0.855867,-0.874429,1.054428,0.66178,1
0.521471,-0.703202,0.140003,-0.335926,-0.670929,-0.827666,-0.000721,1
0.748034,0.034692,0.498112,-0.423341,-0.101088,-0.300147,0.05098,1
0.334305,-0.777821,0.178405,-0.549934,0.016397,-0.251912,0.335513,1
1.12194,2.834899,-0.2841,1.241004,0.414442,0.699494,-0.668508,1
0.65427,-0.402405,0.606951,-0.384936,-0.141347,-0.230854,0.298576,1
0.703985,0.12982,-0.162769,-0.29652,-0.274277,-0.72315,0.136472,1
0.708314,0.125933,-0.150063,-0.295332,-0.276356,-0.723128,0.131043,1
2.617667,8.035837,2.192619,0.753725,2.351417,8.870333,3.890973,1
1.377752,2.647976,1.83012,-0.279246,0.707662,1.970063,0.666273,1
0.703985,0.12982,-0.162769,-0.29652,-0.274277,-0.72315,0.136472,1
0.708314,0.125933,-0.150063,-0.295332,-0.276356,-0.723128,0.131043,1
1.758152,4.893424,-2.760527,-0.267256,0.116827,-1.319131,0.560825,1
0.678275,0.440451,-0.57153,-0.435714,-0.041905,-0.53307,0.184486,1
0.675762,-0.168848,-0.028301,-0.623105,-0.196137,-0.735737,-0.263249,1
1.292803,3.281659,1.303107,0.400907,0.681134,3.151747,1.383357,1
0.832294,1.217998,1.624064,0.257778,0.638363,0.880053,0.189312,1
0.863184,0.141504,1.221418,-0.058555,-0.344084,0.120645,0.108838,1
1.198189,1.54672,1.932118,0.213564,0.397523,1.885991,0.413734,1
1.417098,2.340133,0.491293,0.210079,-0.024136,-0.584151,-0.281215,1
0.833849,0.90131,0.439239,0.034706,-0.193043,0.407947,0.302185,1
1.000434,0.618395,1.507307,0.138003,-0.534708,0.759772,0.291614,1
0.691922,-0.231786,0.598492,-0.276754,-0.157155,-0.206849,0.198338,1
0.940774,0.698627,0.573777,-0.152126,0.143825,-1.406835,-0.907303,1
0.718911,0.710437,-0.837113,0.303307,-0.922298,-2.655701,-1.354174,1
0.567474,0.444649,0.150504,-0.346338,-0.112168,0.11964,0.415655,1
0.567474,0.444649,0.150504,-0.346338,-0.112168,0.11964,0.415655,1
1.385111,2.645003,0.365937,0.637674,-0.673363,-2.21101,-1.528547,1
0.191359,-0.211344,1.061915,-0.342464,0.121909,0.068325,-0.189226,1
0.573404,0.198443,0.204048,-0.541651,1.040833,0.142521,0.277157,1
1.385111,2.645003,0.365937,0.637674,-0.673363,-2.21101,-1.528547,1
0.898108,0.271455,0.728944,-0.146269,-0.962394,-0.970454,-0.19948,1
1.758152,4.893424,-2.760527,-0.267256,0.116827,-1.319131,0.560825,1
0.898108,0.271455,0.728944,-0.146269,-0.962394,-0.970454,-0.19948,1
1.127563,1.556543,1.962399,0.71356,-0.47575,-0.998249,-0.992234,1
0.719429,0.714582,-0.844777,0.300313,-0.920014,-2.654821,-1.349375,1
1.385111,2.645003,0.365937,0.637674,-0.673363,-2.21101,-1.528547,1
0.679689,0.592522,-0.374905,-0.374604,-0.168169,-0.315627,0.223899,1
0.889029,0.648888,0.381346,0.20092,-0.425083,-1.694956,-0.519212,1
1.656738,3.705502,1.642025,1.15395,0.078166,3.082749,1.016789,1
1.143653,1.399252,1.447909,0.592353,-0.747734,-0.37441,-0.153448,1
1.398212,2.708931,1.86874,-0.271993,0.702047,1.999863,0.665411,1
1.032006,0.828355,1.830215,-0.145476,0.678401,0.410281,-0.224755,1
0.599441,-0.475578,0.399304,-0.51965,-0.190658,-0.178926,0.242676,1
0.694095,-0.285644,0.453149,-0.333031,-0.108721,-0.505251,0.135751,1
1.224656,1.090641,0.972142,-0.904847,-0.44684,-0.185024,1.65339,1
1.562787,3.678697,0.343108,0.018572,0.838599,3.443468,1.970791,1
0.785123,0.305206,0.809291,-0.367605,-0.109027,-0.18701,-0.05154,1
0.727181,1.3211,0.985569,-0.117464,0.642433,0.780356,0.077007,1
0.621591,-0.715215,-1.983813,-3.147827,-2.34081,2.258552,-3.3383,1
0.56507,-0.589495,-1.541504,-2.616133,-1.842281,1.754819,-2.58877,1
0.861708,4.378976,-1.111706,2.104154,-0.226198,-3.781407,-2.917253,1
0.919713,0.507427,0.846221,0.406568,-0.424819,0.417931,0.236291,1
0.663364,0.126409,0.347605,0.039125,-0.452798,-0.826514,-0.241015,1
0.861708,4.378976,-1.111706,2.104154,-0.226198,-3.781407,-2.917253,1
1.130636,1.900446,1.986614,0.641756,0.63285,1.003592,0.023864,1
-0.228397,-0.472457,0.794071,-1.046021,0.358004,0.314228,0.228868,1
0.677929,-0.081024,0.53793,-0.250098,-0.172802,-0.515836,-0.01453,1
0.614471,0.428244,-0.439649,-0.451173,-0.168068,-0.453307,0.19403,1
0.942344,0.481422,1.149451,0.164223,-0.4692,-0.217986,-0.142438,1
0.501821,1.391787,-0.625036,0.475376,0.566749,0.136331,0.636872,1
0.865203,0.658735,0.403052,-0.060842,0.023087,0.077103,0.236828,1
0.592877,-0.076193,0.401126,-0.255051,-0.184717,-0.124533,0.369863,1
0.616591,-0.512721,0.456791,-0.403313,-0.329766,-0.17866,0.261057,1
1.380799,2.461406,1.458087,1.251579,-0.075862,1.652776,-0.103053,1
1.245184,1.822149,1.385344,1.026485,-0.593316,1.39528,0.23428,1
1.442322,3.255604,0.370692,-1.566594,0.830394,9.333824,5.755558,1
0.962432,0.460392,1.315862,-0.030177,0.070725,0.253344,-0.057344,1
0.763996,0.181881,0.521614,-0.158695,-0.150677,-0.500492,0.038361,1
1.245239,1.822298,1.3854,1.026488,-0.593426,1.395306,0.234271,1
1.237511,2.28812,-0.52635,0.423477,-0.492512,-0.864284,-0.507647,1
1.192379,1.930134,0.171532,0.7088,-0.588262,-0.943033,-0.714995,1
0.718289,1.331194,1.01858,-0.096148,0.691014,0.800842,0.060983,1
0.989222,0.521321,1.38104,0.001082,0.025157,0.264514,-0.073228,1
0.452955,-1.154108,0.317461,-0.359776,-0.524102,-0.321737,0.319173,1
0.440612,-1.269099,0.197628,-0.641968,-0.552518,-0.392481,0.372114,1
0.652692,-0.139137,0.08952,-0.285497,-0.346893,-0.694524,0.080237,1
1.775209,2.828687,3.270119,-1.637467,2.997193,2.045567,-0.043536,1
1.407031,3.3444,1.405442,1.167196,-0.076025,0.155995,-0.508187,1
0.863943,0.467836,1.058321,-0.426233,-0.087379,0.231095,0.078725,1
1.486046,2.596975,2.363803,0.686218,0.240811,1.198707,-0.45496,1
0.923425,2.831235,2.352589,0.238043,-0.022878,2.221468,1.024564,1
0.801956,0.102157,1.101427,-0.353812,-0.022752,0.20391,0.068536,1
0.647704,0.482167,-0.455924,-0.45173,-0.146438,-0.553107,0.156858,1
0.865203,0.658735,0.403052,-0.060842,0.023087,0.077103,0.236828,1
0.572797,-0.713646,0.239236,-0.436096,-0.303471,-0.011296,-0.094044,1
1.431964,2.350179,1.176932,0.426224,-0.412933,-0.683454,-0.911016,1
0.865914,0.660665,0.40378,-0.060796,0.021658,0.07744,0.236716,1
1.423442,2.320345,1.16021,0.416128,-0.420126,-0.691659,-0.902455,1
0.79815,0.836012,0.619859,0.356904,-0.709819,-0.739886,-0.398514,1
1.412498,2.813623,1.9154,-0.245171,0.774985,2.298214,0.810239,1
0.913738,0.65602,0.661554,-0.084899,0.045573,0.186836,0.053689,1
0.915552,0.670406,0.666806,-0.07519,0.068231,0.189526,0.044733,1
1.232115,1.686441,1.820526,0.099176,-0.291014,1.48889,0.340376,1
0.619755,3.74918,0.519734,1.542198,-1.028259,-2.677714,-2.210785,1
0.691412,-0.232642,0.601825,-0.275772,-0.158145,-0.206104,0.198667,1
0.588632,-0.583234,0.436047,-0.399432,-0.265777,-0.187799,0.26445,1
0.776593,2.182782,2.048959,0.153034,-0.164174,1.302524,0.638378,1
0.795271,0.707391,1.102298,0.155329,-0.401629,0.372476,0.278396,1
1.427048,5.900861,-3.214826,-0.056925,1.130149,-0.543205,0.178088,1
1.188639,1.955589,0.175383,0.720718,-0.588699,-0.855685,-0.695975,1
0.810851,-0.159262,1.323858,-0.488348,-0.658543,0.681009,0.592439,1
1.271421,2.18839,0.154616,-0.361692,-0.515263,0.113505,0.691336,1
1.432278,2.351623,1.176068,0.425828,-0.412907,-0.683716,-0.910243,1
0.82119,0.057614,1.453069,-0.597934,0.870319,0.929245,0.164491,1
0.858065,0.340533,1.151405,0.287459,-0.876853,-0.375887,0.04404,1
0.532058,-0.292639,-0.701682,-0.250059,-0.094929,-0.739368,-0.062716,1
0.532058,-0.292639,-0.701682,-0.250059,-0.094929,-0.739368,-0.062716,1
1.554434,4.612147,-1.679089,0.628679,0.321332,-1.626887,-0.977589,1
0.936024,1.148741,0.005927,-0.092932,-0.017902,-0.470459,-0.123001,1
0.861708,4.378976,-1.111706,2.104154,-0.226198,-3.781407,-2.917253,1
1.289024,1.692509,1.667017,0.585388,-0.074272,-0.135742,-0.661402,1
0.996796,1.343642,-0.68144,-0.258396,0.719848,0.478054,0.636915,1
0.94673,0.772414,0.825051,-0.058202,-0.234141,0.054793,0.102244,1
1.008977,0.951252,1.18625,0.117116,-0.361143,0.041606,-0.052775,1
1.005032,0.942465,1.178205,0.11429,-0.362158,0.043134,-0.045602,1
1.057148,1.072965,1.42355,0.600411,-0.399185,0.49138,0.138756,1
0.623725,3.810221,0.536272,1.573475,-1.029706,-2.681399,-2.235623,1
0.597941,-0.592412,0.551779,-0.473899,-0.202543,-0.234799,0.305002,1
1.308167,2.604595,1.628442,-0.37895,-0.170555,3.788603,1.670854,1
0.834942,1.185814,-0.800864,-0.3249,-0.39676,-1.015606,0.030023,1
0.691505,-0.241727,0.592632,-0.284553,-0.169894,-0.209129,0.200714,1
0.68968,0.75667,-0.366805,-0.35773,-0.191235,-0.428422,0.143238,1
0.528141,-0.324205,0.374135,-0.697449,0.775587,0.316731,0.197178,1
2.051212,5.008626,0.045857,-1.485796,-0.039304,3.070488,3.136373,1
0.447775,-1.239495,0.367133,-0.504148,-0.429117,-0.305267,0.366755,1
0.447775,-1.239495,0.367133,-0.504148,-0.429117,-0.305267,0.366755,1
0.905133,0.866956,0.052777,-0.160144,0.057773,0.049661,0.281007,1
1.075358,1.351931,0.921186,-0.343345,-0.04429,0.617381,0.044791,1
0.792876,-0.12564,-0.326284,-1.430556,-1.669895,1.531385,-2.467445,1
0.616114,-0.720318,0.666033,-0.6055,-0.51061,0.027355,0.531601,1
0.456697,1.112412,-0.567201,-0.29154,0.072083,-0.154906,0.093019,1
1.091749,1.413314,0.936163,-0.341593,-0.036241,0.645739,0.047636,1
1.461586,2.621921,1.441613,1.395309,-0.486958,0.83559,-0.590995,1
1.009109,0.949608,1.19914,0.139098,-0.346467,0.022738,-0.027428,1
1.379121,3.042932,1.674935,0.790769,0.270972,1.693131,0.470718,1
1.091749,1.413314,0.936163,-0.341593,-0.036241,0.645739,0.047636,1
-0.157037,0.537756,1.030046,-0.726221,-0.924971,0.433784,0.400859,1
0.929385,1.119736,-0.003976,-0.106348,-0.020627,-0.469303,-0.113934,1
0.627884,1.244844,-0.982093,-0.060757,-0.334793,-0.69967,0.071856,1
-0.414391,-1.478828,-0.07339,-0.427587,-0.219973,-0.222343,0.286969,1
0.958253,2.349323,-0.539461,0.386717,-1.261195,-2.457895,-1.019948,1
0.930529,1.005688,-0.265771,-0.601031,0.619521,-0.18136,0.053085,1
1.214092,2.371752,0.37989,0.25258,0.088463,0.701365,0.39526,1
1.201297,2.33527,0.340979,0.234096,0.069306,0.681452,0.407442,1
0.694787,-0.609419,0.737498,-0.890756,-0.915631,0.074385,0.625995,1
1.373814,3.020998,1.656934,0.779286,0.270722,1.683382,0.474465,1
1.265964,1.85078,1.248909,0.005073,0.09397,-0.117122,-0.351422,1
1.089905,1.307503,1.085606,0.097346,-0.271409,-0.102062,-0.226961,1
1.005334,1.074947,0.417271,0.110217,0.258194,-0.257147,-0.390151,1
1.090219,1.306248,1.087288,0.097694,-0.271117,-0.101711,-0.226737,1
0.627884,1.244844,-0.982093,-0.060757,-0.334793,-0.69967,0.071856,1
0.749373,0.008018,0.478991,-0.047277,-0.045182,-0.630517,-0.468589,1
0.652877,0.685953,-0.436567,-0.402072,-0.179371,-0.480973,0.112784,1
0.686912,0.338834,0.824609,0.172534,-0.686259,0.027174,0.390777,1
0.843852,1.017331,-0.379756,-0.173252,0.331278,-0.035102,0.399939,1
0.77659,-0.128412,1.062445,-0.4127,-0.055235,0.325851,0.325922,1
0.937621,0.528357,0.906535,-0.00367,0.099684,-0.222518,-0.028789,1
1.200186,2.113914,1.941768,-0.140141,0.692136,2.163764,0.768411,1
0.843852,1.017331,-0.379756,-0.173252,0.331278,-0.035102,0.399939,1
0.843852,1.017331,-0.379756,-0.173252,0.331278,-0.035102,0.399939,1
0.711944,-0.442104,0.918349,-0.689156,0.175815,0.025335,0.068927,1
0.866714,0.554263,0.388616,-0.344501,0.639593,0.195888,0.39848,1
1.446306,1.80542,3.362683,-1.117425,2.887952,2.206675,-0.918134,1
1.151463,1.457503,1.073068,-0.315367,-0.048687,0.660998,-0.028377,1
0.699306,0.263726,-0.192568,-0.659042,-0.716078,0.876691,-0.69846,1
0.925783,1.114891,-0.012447,-0.105072,-0.014044,-0.473779,-0.114243,1
1.151463,1.457503,1.073068,-0.315367,-0.048687,0.660998,-0.028377,1
0.759119,0.435724,-0.500468,-0.410954,-0.0825,-0.498728,0.165707,1
1.151463,1.457503,1.073068,-0.315367,-0.048687,0.660998,-0.028377,1
0.838455,1.107033,0.269769,0.640552,-0.043816,3.335969,1.29955,1
0.68767,1.402722,-0.953913,-0.023452,-0.338179,-0.737984,0.102062,1
0.650523,0.762599,-0.319839,-0.334494,-0.153478,-0.429586,0.071169,1
1.529308,3.288246,1.28706,0.479839,0.166533,2.175051,0.848422,1
0.680626,0.137389,0.021455,-0.207987,-0.209321,0.035018,0.692149,1
0.910696,1.382388,-0.893085,0.011737,-0.300962,-0.684992,0.070482,1
0.4864,-0.798906,0.239306,-0.658818,-0.258302,-0.38612,0.367099,1
0.633756,-0.399751,0.618381,-0.354472,-0.296065,-0.229296,0.308084,1
1.158695,1.573143,0.933676,0.239995,0.097203,-0.353503,-0.733578,1
1.063891,2.199651,0.76454,0.348209,0.439859,2.068212,0.991863,1
1.607373,2.736718,2.067055,-1.048873,-1.076064,2.62873,1.236931,1
1.339809,3.264891,1.563186,0.416487,0.823053,3.320488,1.355735,1
0.978961,1.004687,-0.179633,-0.582052,0.684129,-0.165231,0.010481,1
0.033283,0.943704,1.215958,-0.069536,-0.022801,0.50302,0.127118,1
0.470514,-0.74718,0.128198,-0.478182,0.166298,-0.250145,0.170024,1
1.422445,2.542792,0.92976,0.755489,-0.596671,0.014415,-0.44715,1
1.029214,1.011359,1.238569,0.277138,-0.370923,0.180923,0.046132,1
1.336792,2.048497,1.833395,0.176369,0.388407,0.552497,-0.172345,1
1.540171,2.953155,0.874314,0.717638,-0.024226,-0.057663,0.415398,1
0.961388,0.928271,0.379333,0.098922,0.160074,-0.42161,-0.296124,1
1.62426,3.01815,2.202378,0.671458,0.112842,3.446799,1.285911,1
1.945915,5.383433,3.251423,2.235848,0.793917,2.811169,-0.808446,1
0.979801,0.995281,0.410684,0.151507,0.149074,-0.33046,-0.265555,1
1.253434,1.833835,1.377789,-0.011529,0.281329,0.225518,-0.247345,1
1.008797,0.950797,1.197647,0.139138,-0.346472,0.022005,-0.027163,1
1.194482,1.602708,1.306868,-0.07297,0.292703,0.188646,-0.241921,1
0.635015,-0.046406,-0.156946,-0.100595,-0.216771,-1.122909,-0.28891,1
0.68016,0.137767,0.020431,-0.208025,-0.209226,0.035073,0.69271,1
0.527379,-0.879253,0.560578,-0.456272,0.334396,0.005351,0.22117,1
0.76538,0.226839,0.763625,-0.383771,-0.120374,-0.198323,-0.023741,1
0.637803,-0.386335,0.633104,-0.348735,-0.295364,-0.224448,0.305188,1
0.671634,-0.114158,0.516061,-0.266614,-0.183365,-0.511124,0.002249,1
0.78291,1.209525,-0.724642,-0.507462,-0.478275,-0.63528,0.373953,1
1.156911,1.567665,0.923103,0.238579,0.094144,-0.370775,-0.743173,1
0.825068,0.55461,0.09217,-0.078947,0.101938,-0.283106,-0.28199,1
0.871202,0.369234,1.261785,0.137643,0.212898,1.388222,0.510287,1
0.56557,-0.340872,0.13395,-0.693751,-0.096896,0.062895,0.273775,1
1.06253,1.038927,1.406912,0.16368,0.118438,0.13407,0.181969,1
0.961296,0.933938,0.355875,0.088609,0.161888,-0.41735,-0.280748,1
0.961333,0.928123,0.379277,0.098918,0.160184,-0.421636,-0.296115,1
1.00827,0.946379,1.197861,0.13817,-0.34637,0.021851,-0.027466,1
0.046127,-1.303608,-1.553943,0.759092,-0.062809,0.831193,0.265895,1
0.834551,0.400466,0.507195,-0.160181,-0.112939,-0.612885,-0.007657,1
0.346093,-1.519965,0.082706,-0.653733,-0.356301,-0.437562,0.394022,1
