@relation 'spambase-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.5 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.348word_freq_857-0.348word_freq_415-0.32word_freq_direct-0.317word_freq_technology-0.312word_freq_telnet... numeric
@attribute 0.272word_freq_your+0.252capital_run_length_longest+0.248word_freq_000+0.236char_freq_$+0.235word_freq_order... numeric
@attribute -0.445capital_run_length_longest-0.372capital_run_length_total-0.292char_freq_(-0.285capital_run_length_average+0.248word_freq_you... numeric
@attribute 0.403word_freq_original+0.394word_freq_1999+0.304word_freq_pm-0.295word_freq_font+0.246word_freq_cs... numeric
@attribute '0.534word_freq_meeting+0.332word_freq_will+0.31 word_freq_lab+0.27 word_freq_our-0.256word_freq_font...' numeric
@attribute 0.303word_freq_font+0.299word_freq_business+0.299char_freq_;-0.29word_freq_addresses+0.274word_freq_credit... numeric
@attribute -0.43word_freq_font-0.406char_freq_;+0.284capital_run_length_average-0.254word_freq_000-0.247word_freq_meeting... numeric
@attribute -0.323word_freq_edu-0.305word_freq_you-0.257word_freq_cs-0.239char_freq_!+0.237word_freq_internet... numeric
@attribute '0.368word_freq_edu+0.35 word_freq_cs-0.291word_freq_make+0.28 word_freq_our+0.258word_freq_remove...' numeric
@attribute 0.359word_freq_cs+0.353word_freq_edu-0.289word_freq_re-0.265word_freq_pm-0.262char_freq_!... numeric
@attribute -0.326word_freq_email-0.262word_freq_will-0.258word_freq_all+0.248word_freq_george-0.23word_freq_hpl... numeric
@attribute 0.355word_freq_money+0.305word_freq_free+0.262word_freq_make-0.257word_freq_re-0.24char_freq_!... numeric
@attribute 0.334word_freq_parts-0.314word_freq_address-0.27word_freq_mail+0.259word_freq_hp-0.254word_freq_will... numeric
@attribute -0.529word_freq_data-0.345char_freq_[+0.246word_freq_people+0.219word_freq_hp+0.198word_freq_hpl... numeric
@attribute 0.399word_freq_table-0.361word_freq_project+0.272word_freq_re+0.223word_freq_order-0.22word_freq_will... numeric
@attribute -0.428word_freq_address+0.373word_freq_george-0.307word_freq_mail-0.297word_freq_report+0.255word_freq_conference... numeric
@attribute class {0,1}

@data
0.0089,-1.225542,-0.700585,-0.698263,-0.273635,-0.390005,0.831228,-0.188429,0.183718,-0.342376,0.254618,-0.189851,-0.014975,-0.23746,-0.460188,0.119508,1
0.892619,1.06137,-1.04028,-0.596675,0.261162,0.122615,0.397995,0.156963,-0.384584,0.594588,0.037094,0.225755,0.156816,-0.383649,0.290344,-0.256826,1
0.500458,-0.449399,0.345647,-1.558282,0.264908,0.782107,-0.338406,-0.403716,1.691958,-1.565302,0.561306,0.991292,1.134539,0.508692,-1.016532,0.138965,1
0.662745,-0.082806,0.986782,-0.366413,0.048005,-0.075239,-0.012428,0.059396,0.773724,-0.871643,-0.65416,0.65613,0.304955,-0.005203,-0.091652,0.040268,1
0.303313,-1.295847,-0.269251,-0.434651,-0.44703,-0.537287,0.552268,-0.169897,0.025459,-0.388444,0.64233,-0.505886,0.002447,0.064198,0.146485,-0.104489,1
0.892545,1.060981,-1.039631,-0.596482,0.261093,0.122653,0.397882,0.157027,-0.384373,0.594401,0.037052,0.22569,0.156678,-0.383677,0.2903,-0.256727,1
0.303313,-1.295847,-0.269251,-0.434651,-0.44703,-0.537287,0.552268,-0.169897,0.025459,-0.388444,0.64233,-0.505886,0.002447,0.064198,0.146485,-0.104489,1
1.023112,0.631767,1.680432,-0.040589,-1.236697,0.433354,0.406492,-0.953319,-0.759344,-0.625132,-0.49522,2.908699,0.915485,0.52422,-0.243093,0.078992,1
0.358265,-0.949788,0.183239,-0.862973,-0.569756,-0.043939,0.791348,-0.0265,0.597902,-0.918709,0.25701,1.152179,0.666396,0.632963,-0.478718,0.610219,1
1.104119,2.530088,1.147474,-0.423647,0.745505,4.882213,2.70338,1.844276,0.528061,1.598405,1.596083,-0.273205,0.578693,-1.075151,0.338919,1.805104,1
0.870437,0.170989,1.270983,0.289947,-0.014637,0.664497,0.45868,-1.033081,-1.277636,0.249207,0.104552,-0.329241,-0.286681,-0.166026,-0.395804,0.485521,1
0.722965,0.269525,0.356615,-0.638587,-0.211549,-0.679708,0.370535,-1.32395,0.949381,-2.526353,-1.094624,-0.30244,1.131634,-0.174404,0.572657,1.794391,1
0.89063,0.289398,1.439479,-0.323189,0.384388,0.179656,-0.176427,-0.545834,0.264125,-0.300686,-0.005083,0.082457,0.116312,-0.510464,-0.355093,-0.21386,1
0.813589,0.799896,1.075997,0.826236,-1.124355,-1.736298,-1.084866,0.830718,1.183975,-1.442002,-2.705167,1.502997,0.309374,-0.077915,0.996953,-0.214254,1
-1.13719,0.514269,0.175811,1.664779,0.109177,2.201799,0.549683,1.134945,-0.801785,0.79287,-0.34082,1.480155,-0.590918,-0.037914,-0.319885,-0.759075,1
0.751992,0.155404,0.635905,-0.117624,-0.324666,-0.820424,0.053524,-1.736069,0.172949,-1.7801,-1.110996,-1.366337,0.22613,-1.059168,0.877786,0.812851,1
0.48684,-0.442807,0.297508,-1.579899,0.234464,0.822045,-0.380935,-0.448167,1.687951,-1.594451,0.576318,0.97207,1.135347,0.488589,-1.03637,0.157453,1
1.076853,1.276815,1.154235,-0.224374,0.502735,0.575781,0.039544,-0.173288,0.825343,-0.662497,0.460166,-0.686874,0.441065,0.022387,-0.825514,-0.280638,1
0.669161,-0.154022,0.557948,-0.366357,0.029379,-0.388865,0.031503,-0.194093,0.361446,-0.748591,-0.961455,0.052718,-0.142757,-0.157529,0.186499,0.068486,1
0.806362,0.291016,0.448934,-0.242166,0.018875,-0.603216,0.072138,-0.654818,0.48342,-1.328354,-1.287188,-0.31123,0.076699,-0.527491,0.826769,0.398924,1
1.276609,1.988871,0.719417,1.376599,-0.90212,-0.937397,-0.790459,0.592253,-0.149068,1.348188,2.541183,-1.353015,1.145691,1.039882,-0.810395,0.188487,1
0.527375,-0.480099,0.481288,-1.49676,0.320356,0.689547,-0.269468,-0.29752,1.696402,-1.492763,0.53637,1.032799,1.137624,0.54688,-0.97976,0.098394,1
0.519319,-0.472908,0.44527,-1.513049,0.303228,0.715709,-0.291807,-0.32723,1.69468,-1.512786,0.544367,1.020774,1.137229,0.535277,-0.99104,0.110081,1
0.809779,0.415778,0.860917,0.018425,-0.121219,-0.786335,-0.359007,-0.427336,0.415755,-0.481486,0.190471,-0.404215,0.550714,0.342437,-0.601478,-0.725833,1
0.987071,1.188459,0.927264,-0.322915,0.219899,2.677951,1.333071,1.51442,0.747398,0.779945,1.21792,-1.22095,0.368593,-0.156259,0.073272,0.47112,1
1.209286,2.34795,-0.081609,0.657914,0.096737,0.168996,0.264758,0.142131,-0.034572,0.1863,0.307177,-1.478003,-0.558712,-0.211115,1.215217,0.125298,1
1.157736,1.565689,0.931921,0.239393,0.092834,-0.362088,-0.73784,-0.102797,0.286814,0.24464,1.015279,-0.66582,0.434035,-0.146375,-0.783319,-0.213745,1
1.637891,3.767257,2.235666,0.969569,0.274756,1.394932,-0.284317,-0.36476,-0.450406,-0.011237,-0.38212,1.018364,0.002655,0.33788,-1.898166,1.262966,1
1.709717,4.398286,-1.980384,0.029791,-0.040347,-1.317252,-0.154485,-0.847685,-2.607075,2.219987,1.706511,-0.072173,1.36404,1.301406,-0.042374,-1.485693,1
1.183079,1.961339,0.117271,0.618998,-0.515129,-0.704362,-0.65378,-0.294826,-1.017745,0.733312,0.064938,0.196814,-0.44711,0.690524,-0.568433,-0.63531,1
0.852142,0.063406,1.57086,-0.470326,0.990159,0.55567,-0.021616,-0.198679,0.130447,-0.023443,-0.606299,0.126855,-0.880666,-0.228406,-0.189179,-1.005772,1
1.749332,4.257919,0.742549,0.997501,-0.603538,0.130708,-0.540983,1.423996,0.884498,0.757918,1.571998,-1.020668,0.550775,-0.619631,0.145661,2.208366,1
0.838493,0.388987,-0.028069,-0.297787,-0.183924,-0.868322,-0.323268,-0.021363,0.174377,-0.072495,-0.186302,-0.380724,0.048587,-0.267985,-0.260511,0.102177,1
0.821369,0.633932,0.138458,0.128246,-0.641497,-1.312169,-0.366374,-0.472905,-0.617274,0.269288,0.754651,-0.068413,-0.02743,-0.404428,-0.344184,0.589781,1
1.718304,4.150808,0.734148,0.977115,-0.667485,0.220214,-0.489382,1.523004,0.846686,0.892306,1.765045,-0.927388,0.509565,-0.528053,0.03937,2.090648,1
0.680964,-0.495213,0.730332,-0.478314,-0.623627,0.099696,0.512033,-0.345759,0.057213,-0.603116,0.202887,0.0379,0.192628,0.032319,0.212892,0.33637,1
0.842418,0.600554,1.122126,-0.259691,-0.121818,1.339419,0.599261,-0.061126,0.400014,-0.494305,0.074825,-0.520346,-0.033227,-0.106511,-0.952461,-0.557872,1
0.970982,0.552986,1.564652,0.103936,0.753166,0.380589,-0.000597,-0.857828,-0.857067,0.013918,-1.548823,-0.669905,-0.878835,-1.0627,0.244479,0.458158,1
0.739106,-0.094342,0.647401,-0.361196,-0.244965,-0.341372,0.087668,-0.255866,0.426693,-0.918689,-0.707227,-0.02172,0.038894,-0.116246,0.411334,0.129386,1
0.83448,0.390322,0.529522,-0.20081,0.039516,-0.537871,0.078589,-0.658843,0.459466,-1.317143,-1.329309,-0.270663,0.06018,-0.570159,0.86439,0.400577,1
0.476964,-0.304974,0.020742,-0.316822,-0.261543,-0.273221,0.255063,0.499522,0.610551,-0.574314,-1.006271,0.510256,-0.511047,0.175389,-0.178699,-0.802114,1
0.942654,0.20724,1.502505,0.193567,-0.656397,0.187211,0.210715,-1.420047,-0.746965,-0.586779,-0.034979,-0.184052,0.062688,-0.619089,0.752958,-0.203084,1
0.963277,0.612306,1.538121,-0.470481,0.961646,1.471446,-0.107007,1.00801,1.746459,-0.558057,-0.148213,0.798341,0.99944,0.608482,-0.328726,-0.000361,1
0.856232,0.757781,1.523441,0.245616,-0.238302,0.659314,0.038054,0.640863,0.614748,-0.754329,-1.064036,1.063591,0.112274,-0.173341,-0.017294,-0.838779,1
0.915138,0.932528,1.436133,0.225853,0.296755,0.722103,-0.013301,-0.162268,0.01513,0.154135,0.096799,-0.094059,-0.315991,-0.773804,-0.224714,-0.099774,1
1.03841,0.904148,1.202994,-0.132625,-0.436411,0.990293,0.725118,-0.540674,-0.064241,-0.786101,0.170552,-0.02999,0.529348,0.420085,-0.119744,0.803858,1
0.425551,0.981497,0.26307,1.063266,0.4964,1.729277,0.220844,0.154887,0.402256,-0.545468,0.313812,1.003447,0.011406,0.879036,-0.548545,-0.348006,1
0.999728,0.512253,1.690566,0.134548,-0.246185,0.972278,-0.01918,-0.26616,0.232124,-0.850881,-0.804783,-0.262261,-1.004033,0.15428,-0.69297,-1.563073,1
0.955387,1.950371,1.288855,0.189947,-0.514512,0.639986,0.222445,-1.546335,-1.064947,-0.549233,0.173958,0.246808,0.378383,0.733243,-0.273062,-0.421177,1
0.365721,-0.455635,-1.77419,1.670867,-0.174471,-1.121211,-1.150643,0.857603,0.387268,0.183929,1.349093,-0.023785,0.05931,0.918331,-1.183727,0.745896,1
2.4897,7.474124,2.25124,0.782542,2.177551,8.450747,3.528535,4.562631,2.563793,1.560225,1.668498,-1.505813,-0.207281,0.672512,-1.123908,-1.080088,1
0.675695,-0.108418,0.558585,-0.35128,-0.121235,-0.4284,0.063218,-0.139585,0.514248,-0.880464,-0.922506,0.20089,-0.005453,-0.145005,0.330749,0.049514,1
0.753905,0.111358,0.475669,-0.260397,-0.116621,-0.424397,0.150104,-0.495959,0.410492,-1.111571,-0.931082,-0.0956,-0.020503,-0.342858,0.611718,0.11915,1
0.690751,1.474587,1.316165,0.300629,-0.503423,-0.234771,-0.460902,0.231164,0.75072,-0.625125,-0.162049,0.424239,-0.021785,-0.167256,-0.278059,0.079946,1
1.071596,1.257567,1.14526,-0.224103,0.489643,0.562065,0.03896,-0.16898,0.819757,-0.65916,0.458882,-0.681344,0.438468,0.023367,-0.819241,-0.2759,1
1.153615,1.722564,-0.449058,-0.272407,-0.737603,-1.371664,-0.49634,-0.091066,1.005686,-1.293433,0.329007,0.128043,-0.0069,0.838256,-0.00746,0.571582,1
0.760288,0.093676,0.668823,0.016408,0.005286,-0.720409,-0.051365,-0.735744,-0.059965,-0.956011,-1.303857,-0.364002,0.115908,-1.399665,0.480271,0.27903,1
1.257949,2.869843,-0.024374,0.682467,0.324568,0.343245,0.155595,-0.274185,-1.983962,1.675878,0.393811,0.68815,0.253232,-0.110291,0.305805,0.427751,1
0.935563,0.517505,0.794494,0.012283,-0.074053,-0.110576,-0.40907,0.165935,1.089779,-0.179421,0.358792,-0.042597,-0.047505,0.503005,-0.585704,-0.695195,1
0.856569,1.012209,1.165705,0.960339,-1.19534,-1.85874,-1.220575,0.861551,1.280592,-1.591024,-2.948029,1.631641,0.350836,-0.08108,1.078067,-0.236723,1
0.767386,-0.406299,0.986382,-0.189404,-0.812702,-0.092197,0.275417,-1.007079,-0.261468,-0.692079,0.101009,-0.601456,-0.14608,-0.40921,0.405794,-0.098233,1
0.651911,0.834821,-0.096658,-0.151964,0.018816,0.906585,0.925576,-0.099308,-0.334943,0.019417,-0.023821,0.00244,-0.148965,0.192995,-0.024357,-0.570706,1
1.043879,1.334869,1.106802,0.402317,-0.605681,0.675663,0.268915,1.268857,0.953829,-0.234201,0.361769,0.567387,0.271084,0.753151,0.234073,0.843929,1
1.160994,1.704204,0.711508,0.138529,-0.48231,-1.824022,-1.473173,-0.149467,1.516481,-0.993489,0.659661,-0.931475,0.720806,-1.116177,-0.489488,1.458284,1
0.259632,-1.249257,-0.318657,-0.715121,-0.357324,-0.400245,0.612993,0.012979,0.13174,-0.174122,0.219749,-0.214289,-0.017295,-0.05149,-0.132938,0.114231,1
0.612837,1.52663,0.578432,1.349866,0.332099,2.646766,0.65099,1.234752,1.101187,-0.29123,1.313049,0.446825,0.335769,1.369443,-0.142066,0.170822,1
0.933406,0.732805,1.016525,-0.019985,-0.216866,-0.71396,-0.46182,-0.420972,0.287726,-0.302072,0.044821,0.029489,0.480596,-0.5508,-0.34025,0.229841,1
0.776848,0.639601,1.199612,0.292607,-0.604744,0.678574,0.600068,0.415626,0.701305,-0.833902,-0.218393,0.043746,0.171277,-0.077577,0.350519,-0.333154,1
0.733016,0.472562,-0.669019,-0.585981,0.271661,-0.307754,0.488795,0.078626,-0.212273,0.411394,-0.051853,0.077482,-0.031195,-0.277576,0.554037,0.150503,1
-4.950309,-0.506784,-1.234357,-0.547434,-0.628655,-0.738083,1.62579,-0.093552,0.244693,-0.355927,-1.859412,-0.215613,0.840649,-0.964891,-0.819121,-0.231112,1
1.432755,2.846494,1.861419,-0.237771,0.819727,1.854355,0.591849,-0.116438,1.835747,-1.302954,1.045268,-1.297365,1.552246,0.767191,-1.879672,-1.158345,1
1.724914,4.457193,-1.9868,0.035141,-0.037387,-1.315261,-0.163775,-0.871294,-2.651483,2.2517,1.735514,-0.078617,1.38164,1.32213,-0.048386,-1.530454,1
1.680765,4.640209,-2.718996,-0.346735,0.259963,-0.736843,0.923032,-1.433532,-2.527148,1.605233,1.114504,0.572574,1.012342,1.190242,0.342604,-1.438931,1
1.680501,4.639101,-2.71864,-0.34682,0.260282,-0.736107,0.923344,-1.432815,-2.526874,1.605427,1.113519,0.573141,1.011582,1.189451,0.343273,-1.43886,1
0.861143,4.38676,-1.118859,2.104562,-0.226955,-3.786596,-2.917111,1.520285,1.38734,0.494075,0.368954,-0.558506,-1.798757,-0.432962,-0.358735,1.123701,1
0.78709,0.282913,0.552489,-0.057057,-0.700694,-0.068404,-0.572628,0.723182,0.600896,-0.425355,-0.810555,0.56741,-0.173496,-0.094579,0.180305,-0.027814,1
0.753916,0.095855,0.635557,-0.307352,-0.175568,-0.243995,0.190148,-0.654399,0.302855,-1.172027,-0.722688,-0.060615,0.07865,-0.198259,0.37421,0.262516,1
0.581023,-0.31647,0.322748,-0.430276,-0.143041,-0.43094,0.18478,-0.086765,0.430342,-0.703842,-0.715931,0.165881,-0.010626,-0.139244,0.218071,0.043057,1
0.359663,-0.206409,-1.181906,0.178715,-0.607569,-0.596754,-0.708845,0.754277,0.30617,-0.244269,0.76961,0.342078,0.375057,-1.562605,-0.306051,-0.493151,1
1.103297,1.33295,1.023352,0.475411,-0.429089,-0.822379,-0.15486,-1.808708,-1.401041,-0.481681,-1.126918,1.025398,0.307561,-0.075859,0.1517,0.969458,1
1.150966,0.74329,2.563637,-0.904906,0.760702,1.072643,-0.239302,-0.637294,2.345501,-2.246275,0.348911,1.16535,1.408439,0.478702,-1.099203,-0.902715,1
0.630075,-0.016948,-0.956044,0.571448,-0.447786,-0.795261,-0.631314,0.065939,0.425878,-0.728261,0.598143,-0.033952,0.715417,-1.271573,-0.129463,0.547906,1
-0.24086,-2.156943,-2.592012,2.144951,0.159811,1.491023,-0.246285,-0.291048,-0.041983,-0.993368,0.776853,0.20168,0.102631,1.004739,-1.062049,0.848193,1
0.630075,-0.016948,-0.956044,0.571448,-0.447786,-0.795261,-0.631314,0.065939,0.425878,-0.728261,0.598143,-0.033952,0.715417,-1.271573,-0.129463,0.547906,1
-0.24086,-2.156943,-2.592012,2.144951,0.159811,1.491023,-0.246285,-0.291048,-0.041983,-0.993368,0.776853,0.20168,0.102631,1.004739,-1.062049,0.848193,1
0.630075,-0.016948,-0.956044,0.571448,-0.447786,-0.795261,-0.631314,0.065939,0.425878,-0.728261,0.598143,-0.033952,0.715417,-1.271573,-0.129463,0.547906,1
-0.24086,-2.156943,-2.592012,2.144951,0.159811,1.491023,-0.246285,-0.291048,-0.041983,-0.993368,0.776853,0.20168,0.102631,1.004739,-1.062049,0.848193,1
0.491219,-0.417657,-0.982321,0.843881,-0.58442,-0.772578,-0.931878,0.686585,0.45816,-0.321198,1.159934,0.32716,0.851363,-1.282226,-0.500972,0.456873,1
-0.24086,-2.156943,-2.592012,2.144951,0.159811,1.491023,-0.246285,-0.291048,-0.041983,-0.993368,0.776853,0.20168,0.102631,1.004739,-1.062049,0.848193,1
1.012188,0.805231,1.430083,0.026807,0.160818,1.354547,0.10667,0.304425,0.506732,-0.72796,-1.129486,0.024286,-1.287448,0.462898,-1.115926,-1.955884,1
0.869987,-0.016388,1.362467,-0.855867,-0.874429,1.054428,0.66178,0.507441,2.092618,-2.224242,0.225559,1.073521,1.093389,1.29687,-1.454794,-0.514008,1
0.521471,-0.703202,0.140003,-0.335926,-0.670929,-0.827666,-0.000721,0.137529,0.279273,0.052462,0.364232,-0.450291,-0.077052,-0.72435,-0.180232,0.394652,1
0.748034,0.034692,0.498112,-0.423341,-0.101088,-0.300147,0.05098,0.195724,0.778957,-0.777556,-0.8228,0.19,0.237126,0.029443,-0.198446,-0.256508,1
0.334305,-0.777821,0.178405,-0.549934,0.016397,-0.251912,0.335513,0.132783,0.526322,-0.315554,-0.12157,0.238842,0.105861,-0.241631,-0.222329,-0.190967,1
1.12194,2.834899,-0.2841,1.241004,0.414442,0.699494,-0.668508,1.205732,-0.148247,0.459083,-0.096552,0.08925,-1.887891,0.402157,0.14811,-2.303162,1
0.65427,-0.402405,0.606951,-0.384936,-0.141347,-0.230854,0.298576,-0.52025,0.285742,-0.848325,-0.264578,-0.329849,0.209242,-0.38831,0.469328,0.305849,1
0.703985,0.12982,-0.162769,-0.29652,-0.274277,-0.72315,0.136472,0.087837,-0.134438,0.151609,-0.199397,0.06819,0.052549,-0.071507,0.23407,0.093636,1
0.708314,0.125933,-0.150063,-0.295332,-0.276356,-0.723128,0.131043,0.0931,-0.134187,0.154534,-0.200564,0.067851,0.051459,-0.068019,0.240237,0.093988,1
2.617667,8.035837,2.192619,0.753725,2.351417,8.870333,3.890973,4.435863,2.604803,1.425095,1.536792,-1.483161,-0.336268,0.624494,-0.970682,-1.038479,1
1.377752,2.647976,1.83012,-0.279246,0.707662,1.970063,0.666273,0.015136,1.765541,-1.109764,1.338892,-1.16423,1.480594,0.899988,-2.032253,-1.332271,1
0.703985,0.12982,-0.162769,-0.29652,-0.274277,-0.72315,0.136472,0.087837,-0.134438,0.151609,-0.199397,0.06819,0.052549,-0.071507,0.23407,0.093636,1
0.708314,0.125933,-0.150063,-0.295332,-0.276356,-0.723128,0.131043,0.0931,-0.134187,0.154534,-0.200564,0.067851,0.051459,-0.068019,0.240237,0.093988,1
1.758152,4.893424,-2.760527,-0.267256,0.116827,-1.319131,0.560825,-1.457824,-2.750526,1.958514,1.87601,0.225659,1.554809,1.815306,-0.201729,-1.712836,1
0.678275,0.440451,-0.57153,-0.435714,-0.041905,-0.53307,0.184486,0.524762,0.462374,-0.300504,-0.805268,0.344859,-0.00895,-0.017523,0.349847,-0.271507,1
0.675762,-0.168848,-0.028301,-0.623105,-0.196137,-0.735737,-0.263249,0.364235,0.588673,0.012264,0.707321,-0.060689,0.370686,0.35602,-0.669547,-0.226972,1
1.292803,3.281659,1.303107,0.400907,0.681134,3.151747,1.383357,0.920319,0.043185,0.902444,0.540364,-1.346938,-0.084064,-0.76093,0.3132,0.893157,1
0.832294,1.217998,1.624064,0.257778,0.638363,0.880053,0.189312,-1.16674,-0.644635,-0.181615,-0.484997,0.133803,-0.26956,-0.570101,-0.15439,-0.107339,1
0.863184,0.141504,1.221418,-0.058555,-0.344084,0.120645,0.108838,-0.620567,-0.270814,-0.507501,-0.865182,0.383343,-0.290121,-0.234475,-0.07804,-0.242812,1
1.198189,1.54672,1.932118,0.213564,0.397523,1.885991,0.413734,0.891799,1.131852,-0.030279,1.009095,-1.430575,0.362495,0.236889,-0.475612,-0.646689,1
1.417098,2.340133,0.491293,0.210079,-0.024136,-0.584151,-0.281215,-2.036003,-1.01564,-0.437531,-0.548614,-0.503193,-0.633152,-0.772922,-0.32699,0.795085,1
0.833849,0.90131,0.439239,0.034706,-0.193043,0.407947,0.302185,-0.283552,0.60821,-0.990164,0.590285,-0.795483,-0.032954,0.142398,-0.212184,-0.806234,1
1.000434,0.618395,1.507307,0.138003,-0.534708,0.759772,0.291614,0.078974,0.077501,-0.001329,0.218583,0.334707,-0.005685,-0.362171,-0.037798,0.07469,1
