@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S40

@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_over numeric
@attribute word_freq_internet numeric
@attribute word_freq_order numeric
@attribute word_freq_mail numeric
@attribute word_freq_people numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_free numeric
@attribute word_freq_business numeric
@attribute word_freq_you numeric
@attribute word_freq_credit numeric
@attribute word_freq_font numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_857 numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_parts numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_( numeric
@attribute char_freq_# numeric
@attribute capital_run_length_average numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0,0.27,0,0,0,0,0,0,0.27,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,1.39,89,1
0,0,0,0,0,0,0,0,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,17,1
0.68,0,0,0,0,0.68,0,0,0,0,0,2.04,0,0,0.68,0,0.68,0,0,0,0.68,0,0,0,0,0,0,3.826,264,1
0,2.56,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0,2.777,25,1
0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0,4.142,29,1
0,0.48,0,0,0,0,0,0,0,0.48,0.97,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,5.431,239,1
0.48,0.48,0,0,0,0,0,0,0,0.48,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,3.1,186,1
0.41,1.66,0,0,0,0,0,0,0,0.41,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,3.851,285,1
0,0,0.92,2.45,0,0,1.53,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,2.132,226,1
0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,4,28,1
0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0,4,28,1
0,0.55,0,0,0,0,0.92,0,0.18,0,0.37,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0,1.283,68,1
0,0,0,0.52,0,0.26,0,0,0,0.26,1.56,1.82,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.147,2.145,339,1
0.45,1.05,0,1.81,0.6,0.75,0.3,0,0.3,0,0,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,5.301,774,1
0,0.18,0.36,0.06,0.06,0.12,0.3,0.06,0,0,0.72,4.54,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,1.733,442,1
0,0.99,0.99,0,0,0.99,0.49,0,0,4.97,0.99,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,1.468,94,1
0.3,0.46,0.12,0.28,0.43,0.74,0.56,1.23,0,0.25,0.43,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.153,5.891,3040,1
0.46,0.26,0.33,0.33,0,1.12,0.79,0,0.26,0.26,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.084,3.887,898,1
1.92,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,33,1
0.36,1.09,0.73,1.09,0.36,0.36,0,0,0,1.09,0.36,2.19,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,3.254,179,1
0.12,0.77,0.32,0,0.06,0,0.25,0,0.12,0,0,1.67,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,1.732,750,1
1.26,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,3.833,69,1
0.36,0.73,0.73,1.1,0.36,0.36,0,0,0,1.1,0.36,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,3.259,176,1
0,0,0,0,0,0,0,0,0,1.08,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,106,1
0,0,0,0,0,0,0,0,0,0,1.04,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0.061,3.318,146,1
0,1.26,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.642,51,1
0.45,0.45,0,0,0,0,0,0,0,0.45,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777,200,1
0.42,1.68,0,0,0,0,0,0,0,0.42,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,3.837,284,1
0.59,0,0,0,0,0.59,0,0,0,0,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,8.586,249,1
0,0.47,0,0,0,0,0,0.23,0,0.23,0.23,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,1.294,66,1
0,0.46,0,0.93,0,0,0,0,0,1.39,0,0.93,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0.069,1.442,75,1
0.34,0,0,0,0,0.34,0,0,0,0.34,0,3.42,0,0,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,1.411,96,1
0.24,0.12,0.36,0.36,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,1.714,180,1
0,0.66,0,0,0,0.66,0,0,0,1.98,1.32,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.184,121,1
0.48,0.48,0,0,0,0.97,0,0,0,0.48,0,0.97,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,4.85,194,1
0,0,0,0,0,1.47,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,17,1
0,0.61,0,0,0,0.92,0.3,0.3,0,2.15,0.61,5.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.25,3.884,303,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,4.548,141,1
0,0,0,1.26,1.26,1.26,0,0,0,0,5.06,2.53,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,290,1
0.53,0.53,0,0,0,0,0,0,0,0.53,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,3.4,187,1
0.44,0.89,0,0,0,0,0,0,0,0.44,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,3.849,281,1
0.46,0.46,0.46,0,0,0,0,0,0,0.92,0,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.156,110,1
0,0.48,0,0,0,0,0,0,0,0.48,0.96,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,5.13,236,1
0.94,0.94,0,0,0,0.94,0,0,0,2.83,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,318,1
0,1.77,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,2.325,100,1
0.18,0.37,0.12,0.25,0.75,0.31,0.31,0.37,0,0.37,0.44,2.96,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.064,3.675,1066,1
0.41,0.2,0.2,0,0,1.04,0.2,0,0,0.83,0.2,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,1.65,175,1
0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,10,1
0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.071,114,1
0,0.23,0,0,0,0.95,0,0.23,0,0.23,0.95,2.38,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0.123,0.024,5.038,519,1
0.72,0.72,0,1.45,0,0,0,0,0,2.91,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,1.525,61,1
0,1.28,1.28,0,0,0,0,0,0,1.28,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,3.071,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,5.13,118,1
0.46,0.46,0,1.86,0,0.93,0,0,0,1.86,0,0.93,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,4.63,213,1
0,0.38,0.76,0,0,0,0.38,0,0,0.38,0,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,1.775,158,1
0.79,0,0,0,0,0,0,0,0,0.79,1.58,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,2.815,107,1
0.06,0.47,0,0,0.67,0.06,0.13,0,0,0.2,0,1.14,0.13,0,0,0,0,0.06,0,0,0,0,0,0,0,0.107,0.01,3.353,845,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,1.153,0,3.8,38,1
0.56,1.12,0,0,0,0,0.56,0,0,0.56,2.8,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,4.974,194,1
0.31,0.47,0.13,0.26,0.44,0.76,0.58,1.26,0,0.26,0.44,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.159,6.1,3038,1
0.44,0.29,0.03,0.14,0.56,0.67,0.59,1.23,0.03,0.22,0.44,3.43,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.075,0.137,7.3,2453,1
0.44,0.29,0.03,0.14,0.56,0.67,0.59,1.23,0.03,0.22,0.44,3.43,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.075,0.137,7.3,2453,1
0,0.46,0,0.46,0,0,0,0,2.31,0,0.46,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494,0,3.4,102,1
0,0.46,0,0,0,0,0,0,0,0,0,1.87,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,2.676,91,1
0.35,0.7,0,0,0,0,0,0,0,1.05,0,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,3.639,313,1
0.43,0.43,0,0,0,0,0,0,0,0.43,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,2.81,222,1
0,0,0.6,0,0,1.21,0,0,0,0.6,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,4.897,191,1
0.41,1.24,0,0,0,0,0,0,0,0.41,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,3.166,114,1
0,0,0,0,0,0,0,0,0,2.83,0,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,30,1
0,0.64,0.64,0,0,0,0,0,0,0.64,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,10.068,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,5.5,66,1
0,0.64,0.64,0,0,0,0,0,0,0.64,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,10.068,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,5.5,66,1
0,0.64,0.64,0,0,0,0,0,0,0.64,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,10.068,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,5.5,66,1
0,0,0.79,0,0,0,0,0,0,0.79,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,5.793,168,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,0,5.5,66,1
0,0,0,0,0,1.96,0,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.166,74,1
0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,36,1
0,0,0.79,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,2.913,67,1
0,0.76,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,3.836,211,1
0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,1.238,78,1
1.76,0.63,0,0.5,0.25,3.9,0.12,0,0,0.25,0.12,2.9,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.379,0,4.155,507,1
0,1.02,0,0,0,0,0,0,0,0.51,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,1.972,146,1
0.3,0.4,0.05,0.05,0.1,0,0.2,0,0.05,0,0,1.55,0.3,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0.045,0,2.37,588,1
0.3,0.4,0.05,0.05,0.1,0,0.2,0,0.05,0,0,1.55,0.3,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0.036,0,2.379,583,1
0,0,0,1.28,1.28,1.28,0,0,0,0,5.12,2.56,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.666,308,1
0.55,0.55,0,0,0,0,0.55,0,0,0.55,2.79,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,4.875,195,1
0.3,0.4,0.05,0.05,0.1,0,0.2,0,0.05,0,0,1.55,0.3,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0.045,0,2.37,588,1
0.3,0.4,0.05,0.05,0.1,0,0.2,0,0.05,0,0,1.55,0.3,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0.036,0,2.379,583,1
0.46,0.34,0.03,0.19,0.57,0.65,0.65,1.27,0.03,0.23,0.42,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.125,7.202,2413,1
0.32,0.8,0,0,0,0.48,0.16,0,0.16,0.16,0,0.16,0.16,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.049,5.709,982,1
0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.074,278,1
0,0.67,0.16,0.84,0.16,0.5,0,0,0,0,1.68,2.18,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,5.567,657,1
0,0.5,0,0,0,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.089,0,3.416,164,1
0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,170,1
0,0,0,1.2,0,0.4,0,0,0,0,1.6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.838,114,1
0,0.41,0.41,0,0,0,0,0,0,0.41,0,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.142,450,1
0,0.38,0,0,0,1.14,0,0,0,0.38,0.76,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,4.523,285,1
0,0,0.4,0.4,0,0,0,0,0,0.4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.979,95,1
0,1.12,0,0,0,0.56,0,0,0,0.56,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,2.36,144,1
0,0.8,0.16,0,0,0,0.8,0,0,0,0.16,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,1.891,174,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,4,76,1
0.39,0.39,0,0.19,0,0,0,0,0,0.98,0.19,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,2.128,730,1
0.39,0.39,0,0.19,0,0,0,0,0,0.98,0.19,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,2.128,730,1
0,0.33,0.66,0,0,0,0.66,0,0,0.66,0.66,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,5.428,304,1
0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,1.49,1.49,0,0,0,0,0,0,0,0,0,0,0,1.1,11,1
0,0,0,0,0.82,0,0,0,0,0.82,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,1.769,69,1
0,0.33,0.66,0,0,0,0.66,0,0,0.66,0.66,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,5.428,304,1
0,0,0,0,0,0,1.58,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.272,36,1
0.46,0.34,0.03,0.19,0.57,0.65,0.65,1.27,0.03,0.23,0.42,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.125,7.202,2413,1
0,0,0,0,0,0,1.58,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.272,36,1
0,1.38,0,0,0,0,0,0,0,2.77,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,4.277,77,1
0,0.33,0.66,0,0,0,0.66,0,0,0.66,0.66,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,5.428,304,1
0.29,0.72,0,0,0,0.43,0.14,0,0.14,0.14,0,0.58,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,5.133,1001,1
0,1.09,0,0,0,0,1.81,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,2.562,123,1
0,0.27,0.81,2.98,0.54,0.81,0.27,0,0,0.81,1.63,2.17,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,1.617,131,1
0,0.39,0.39,0,0,0,0.78,0,0,0,1.17,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,114,1
0.56,0.56,0,0,0,0,0.56,0,0,0.56,2.82,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,5.135,190,1
0,0.67,0,0,0,0,0,0,0,0,0.67,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.064,33,1
0,0.62,0,0,0,0.62,0,0,0,0.62,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,2.033,120,1
0,1.68,0,0,0,0.33,0,0,0,0.33,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,1.796,203,1
0,0,0,0,0,0,0,4.76,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,38,1
0,0,0,1.31,1.31,1.31,0,0,0,0,1.31,1.31,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5,291,1
0,0,0.45,0,0,0,0.45,0,0,0.45,0.45,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,5.571,117,1
0,0,0.85,0,0,0.42,0,0,0,0,1.7,0.85,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,5.714,200,1
0,0,0,0,0,0.83,0,0,0,0,0,0.27,0,8.58,0,0,0,0,0,0,0,0,0,0,0,0,0.232,7.313,607,1
0,0,0,0,0,0.65,0,0,0,0.43,0,0.21,0,6.75,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0.183,6.233,642,1
0,0.46,0,0.46,0,0,0,0,2.31,0,0.46,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,3.4,102,1
0.14,0.29,0.29,0.29,0,0,0.14,0,0,0.87,0.29,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,3.121,437,1
0.34,0.68,0,0,0,0.34,0,0,0.34,0.68,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,3.131,119,1
0,0.46,0,0.46,0,0,0,0,2.31,0,0.46,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,3.4,102,1
0,0.62,0,0,0,0,0,0,0,0,1.24,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,3.363,111,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,4.5,108,1
0.71,0.35,0,0,0,0,0,0,0,0.35,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,3.768,260,1
0.3,0.61,0,0,0,0.45,0.15,0,0.15,0.15,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,5.425,944,1
0,0,0,0,0,0.57,0.57,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.117,172,1
0,2.38,0,0,0.52,0,0,0,0,0.79,0,1.32,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0.656,0,5.549,566,1
0,0.08,0.08,0.42,0.08,0.08,0.17,0.17,0,0,0.17,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,4.07,574,1
0,1,0,0,0,0.5,0,0,0,0.5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0,2,172,1
0,0.54,0,0,0,0.54,0,0,0,0.54,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,1.969,130,1
0,0,0.78,2.34,0,0.78,0,0,0,0,0.78,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,49,1
0,0,0,2.04,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.179,85,1
0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,11,1
0,0,0,0,0,0.44,0,0,0,0.44,0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,2.451,152,1
