@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S58

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_all numeric
@attribute word_freq_our numeric
@attribute word_freq_over numeric
@attribute word_freq_mail numeric
@attribute word_freq_people numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_business numeric
@attribute word_freq_you numeric
@attribute word_freq_your numeric
@attribute word_freq_font numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_telnet numeric
@attribute word_freq_415 numeric
@attribute word_freq_1999 numeric
@attribute word_freq_pm numeric
@attribute word_freq_direct numeric
@attribute word_freq_cs numeric
@attribute word_freq_original numeric
@attribute word_freq_edu numeric
@attribute word_freq_table numeric
@attribute word_freq_conference numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute capital_run_length_average numeric
@attribute capital_run_length_total numeric
@attribute class {0,1}

@data
0,0.44,0.89,0.44,0,0,0,0,0,0,2.24,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,3.849,281,1
0,0.46,0.46,0.46,0.46,0,0,0,0,0,2.76,1.38,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,2.156,110,1
0,0,0.48,1.44,0,0,0,0,0,0.96,2.41,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,5.13,236,1
0,0.94,0.94,0,0,0.94,0,0,0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,318,1
0,0,1.77,0,0,0,0,0,0,0,4.14,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,2.325,100,1
0.75,0.18,0.37,0.18,0.12,0.31,0.31,0.37,0,0.44,2.96,1.26,0,0,0,0,0,0.12,0,0.12,0,0.06,0,0,0,0,0.085,3.675,1066,1
0,0.41,0.2,1.67,0.2,1.04,0.2,0,0,0.2,2.09,0.62,0,0,0,0,0,0,0,0,0,0,0.62,0,0.2,0,0,1.65,175,1
0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,10,1
0,0,0,0,0,0,0,0,0,0,5.55,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.071,114,1
0,0,0.23,0,0,0.95,0,0.23,0,0.95,2.38,1.9,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0.123,5.038,519,1
0,0.72,0.72,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,1.525,61,1
0,0,1.28,1.28,1.28,0,0,0,0,0,2.56,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,3.071,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,5.13,118,1
0,0.46,0.46,1.4,0,0.93,0,0,0,0,0.93,1.4,0,0,0,0,0,1.4,0,0.46,0,0,0,0,0,0,0.071,4.63,213,1
0,0,0.38,1.15,0.76,0,0.38,0,0,0,2.69,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,1.775,158,1
0,0.79,0,0,0,0,0,0,0,1.58,3.96,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,2.815,107,1
0.06,0.06,0.47,0.4,0,0.06,0.13,0,0,0,1.14,1.21,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.021,0.107,3.353,845,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,3.8,38,1
0,0.56,1.12,2.24,0,0,0.56,0,0,2.8,3.93,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,4.974,194,1
0.47,0.31,0.47,0.05,0.13,0.76,0.58,1.26,0,0.44,3.25,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.066,6.1,3038,1
0.59,0.44,0.29,0.14,0.03,0.67,0.59,1.23,0.03,0.44,3.43,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,7.3,2453,1
0.59,0.44,0.29,0.14,0.03,0.67,0.59,1.23,0.03,0.44,3.43,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,7.3,2453,1
0.46,0,0.46,0,0,0,0,0,2.31,0.46,2.77,2.31,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.494,3.4,102,1
0,0,0.46,0,0,0,0,0,0,0,1.87,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.676,91,1
0,0.35,0.7,0.35,0,0,0,0,0,0,2.11,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,3.639,313,1
0,0.43,0.43,0.43,0,0,0,0,0,0,1.29,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,2.81,222,1
0,0,0,0,0.6,1.21,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.518,4.897,191,1
1.24,0.41,1.24,0,0,0,0,0,0,0,3.73,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,3.166,114,1
0,0,0,4.25,0,0,0,0,0,0,4.96,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,30,1
0,0,0.64,0,0.64,0,0,0,0,0,2.59,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0.094,0.189,10.068,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0.305,0.611,5.5,66,1
0,0,0.64,0,0.64,0,0,0,0,0,2.59,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0.094,0.189,10.068,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0.305,0.611,5.5,66,1
0,0,0.64,0,0.64,0,0,0,0,0,2.59,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0.094,0.189,10.068,292,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0.305,0.611,5.5,66,1
0,0,0,0,0.79,0,0,0,0,0,1.58,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0.115,0.231,5.793,168,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0.305,0.611,5.5,66,1
0,0,0,0,0,1.96,0,0,0,0,3.92,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.166,74,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,36,1
0,0,0,0,0.79,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,2.913,67,1
0,0,0.76,0.38,0,0,0,0,0,0,1.52,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.836,211,1
0,0,0,0.95,0,0,0,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,1.238,78,1
0.12,1.76,0.63,0.88,0,3.9,0.12,0,0,0.12,2.9,1.38,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.019,0.379,4.155,507,1
0,0,1.02,0.51,0,0,0,0,0,0,1.53,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,1.972,146,1
0.05,0.3,0.4,0.1,0.05,0,0.2,0,0.05,0,1.55,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,2.37,588,1
0.05,0.3,0.4,0.1,0.05,0,0.2,0,0.05,0,1.55,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,2.379,583,1
0,0,0,1.28,0,1.28,0,0,0,5.12,2.56,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.666,308,1
0,0.55,0.55,2.23,0,0,0.55,0,0,2.79,3.91,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,4.875,195,1
0.05,0.3,0.4,0.1,0.05,0,0.2,0,0.05,0,1.55,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,2.37,588,1
0.05,0.3,0.4,0.1,0.05,0,0.2,0,0.05,0,1.55,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,2.379,583,1
0.5,0.46,0.34,0.15,0.03,0.65,0.65,1.27,0.03,0.42,3.08,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.077,7.202,2413,1
0,0.32,0.8,0.32,0,0.48,0.16,0,0.16,0,0.16,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.709,982,1
0,0,0,0.92,0,0,0,0,0,0,0.3,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,2.074,278,1
0.16,0,0.67,0.33,0.16,0.5,0,0,0,1.68,2.18,3.69,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.19,5.567,657,1
0.5,0,0.5,1.51,0,0,0,0,0,0,4.04,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,3.416,164,1
0,0,0,0,0,0,0,0,0,0,4.76,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,170,1
0,0,0,1.6,0,0.4,0,0,0,1.6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.838,114,1
0.41,0,0.41,0,0.41,0,0,0,0,0,7.05,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.142,450,1
0,0,0.38,0.76,0,1.14,0,0,0,0.76,3.04,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,4.523,285,1
0,0,0,0.4,0.4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.979,95,1
0,0,1.12,0.56,0,0.56,0,0,0,0,2.25,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,2.36,144,1
0,0,0.8,1.44,0.16,0,0.8,0,0,0.16,1.6,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,1.891,174,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,4,76,1
0,0.39,0.39,0.19,0,0,0,0,0,0.19,0.59,0.78,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.128,2.128,730,1
0,0.39,0.39,0.19,0,0,0,0,0,0.19,0.59,0.78,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.128,2.128,730,1
1,0,0.33,0.66,0.66,0,0.66,0,0,0.66,2.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,5.428,304,1
0,0,0,1.49,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,11,1
0,0,0,1.65,0,0,0,0,0,0,1.65,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,1.769,69,1
1,0,0.33,0.66,0.66,0,0.66,0,0,0.66,2.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,5.428,304,1
0,0,0,0,0,0,1.58,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.272,36,1
0.5,0.46,0.34,0.15,0.03,0.65,0.65,1.27,0.03,0.42,3.08,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.077,7.202,2413,1
0,0,0,0,0,0,1.58,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.272,36,1
0,0,1.38,0,0,0,0,0,0,0,4.16,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,4.277,77,1
1,0,0.33,0.66,0.66,0,0.66,0,0,0.66,2.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,5.428,304,1
0,0.29,0.72,0.29,0,0.43,0.14,0,0.14,0,0.58,0.43,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,5.133,1001,1
0.36,0,1.09,0,0,0,1.81,0,0,0,0.72,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.126,2.562,123,1
0,0,0.27,0.81,0.81,0.81,0.27,0,0,1.63,2.17,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,1.617,131,1
0.39,0,0.39,0,0.39,0,0.78,0,0,1.17,3.13,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,114,1
0,0.56,0.56,2.25,0,0,0.56,0,0,2.82,3.95,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,5.135,190,1
0.67,0,0.67,2.7,0,0,0,0,0,0.67,4.05,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.064,33,1
0,0,0.62,0.62,0,0.62,0,0,0,0,1.24,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,2.033,120,1
0,0,1.68,0.33,0,0.33,0,0,0,0,2.02,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,1.796,203,1
0,0,0,0,0,0,0,4.76,0,0,4.76,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,38,1
0,0,0,1.31,0,1.31,0,0,0,1.31,1.31,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.5,291,1
0,0,0,1.36,0.45,0,0.45,0,0,0.45,1.81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,5.571,117,1
0.42,0,0,0.85,0.85,0.42,0,0,0,1.7,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714,200,1
0,0,0,0.27,0,0.83,0,0,0,0,0.27,0.27,8.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.313,607,1
0,0,0,0.43,0,0.65,0,0,0,0,0.21,0.43,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.233,642,1
0.46,0,0.46,0,0,0,0,0,2.31,0.46,2.77,2.31,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.49,3.4,102,1
0.14,0.14,0.29,0.29,0.29,0,0.14,0,0,0.29,3.66,1.31,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0.024,3.121,437,1
0,0.34,0.68,0,0,0.34,0,0,0.34,0,1.03,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,3.131,119,1
0.46,0,0.46,0,0,0,0,0,2.31,0.46,2.77,2.31,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.49,3.4,102,1
0.62,0,0.62,0,0,0,0,0,0,1.24,5.59,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,3.363,111,1
0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,108,1
0,0.71,0.35,0.35,0,0,0,0,0,0,1.77,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,3.768,260,1
0,0.3,0.61,0.3,0,0.45,0.15,0,0.15,0,0.15,0.76,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,5.425,944,1
0,0,0,0,0,0.57,0.57,0,0,0,4.62,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.117,172,1
0.52,0,2.38,0.26,0,0,0,0,0,0,1.32,1.05,0,0,0,0,0,0.26,0.52,0,0,0,0,0,0,0,0.656,5.549,566,1
0.17,0,0.08,0.42,0.08,0.08,0.17,0.17,0,0.17,1.2,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,4.07,574,1
0,0,1,0.5,0,0.5,0,0,0,0,2.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,2,172,1
0,0,0.54,0.54,0,0.54,0,0,0,0,1.64,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,1.969,130,1
0,0,0,0,0.78,0.78,0,0,0,0.78,3.12,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,49,1
