@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S39

@attribute word_freq_make numeric
@attribute word_freq_all numeric
@attribute word_freq_receive numeric
@attribute word_freq_will numeric
@attribute word_freq_report numeric
@attribute word_freq_addresses numeric
@attribute word_freq_business numeric
@attribute word_freq_email numeric
@attribute word_freq_you numeric
@attribute word_freq_hp numeric
@attribute word_freq_hpl numeric
@attribute word_freq_george numeric
@attribute word_freq_labs numeric
@attribute word_freq_415 numeric
@attribute word_freq_85 numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_direct numeric
@attribute word_freq_cs numeric
@attribute word_freq_meeting numeric
@attribute word_freq_original numeric
@attribute word_freq_project numeric
@attribute word_freq_edu numeric
@attribute char_freq_; numeric
@attribute char_freq_( numeric
@attribute char_freq_[ numeric
@attribute char_freq_$ numeric
@attribute char_freq_# numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0.49,0.99,0.99,2.48,0,0,0.99,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,8,1
0.46,0.46,0.25,0.97,1.23,0,0.43,0.02,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0.756,0.153,193,1
0.46,0.26,0.39,0.73,0,0.26,0,0.26,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.084,0,0.23,0.084,40,1
0,0,0,1.92,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.73,1.09,0,0.36,0,0,0.36,0.36,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.332,0,30,1
0.06,0.77,0,0.64,0,0.12,0,0.12,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.04,0.03,0,0.071,0,43,1
0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,0.596,0,17,1
0.73,0.73,0,0.36,0,0,0.36,0.36,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0.333,0,30,1
0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0,0,0,1.04,0,0,1.04,0,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.246,0,0.061,0.061,59,1
0,1.26,0,2.53,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0.45,0,0.45,0,0,0,0.91,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0,1.68,0,0.42,0,0,0,0.84,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,121,1
0,0,0,0.59,0,0,0,1.18,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,66,1
0.23,0.47,0,0,0.23,0,0.23,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.043,0,0,0,11,1
0,0.46,0.46,0.93,0,0,0,0.46,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0.069,8,1
0,0,0.34,0,0,0,0,1.36,3.42,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,15,1
0.12,0.12,0.36,0.72,0,0,0,0,4.1,0,0,0,0,0,0,0,0.12,0.12,0,0,0,0,0,0,0.059,0,0.019,0,34,1
0.66,0.66,0,0,0,0,1.32,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1
0,0.48,0.48,0,0,0,0,0,0.97,0,0,0,0,0,0,0,1.46,0.48,0,0,0,0,0,0,0.073,0,0.294,0,47,1
0,0,0,1.47,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0.3,0.61,0.3,0.92,0.3,0,0.61,0,5.53,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0,0.351,0.25,66,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0.201,0,0.1,0,59,1
0,0,1.26,1.26,0,0,5.06,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,1
0,0.53,0,0.53,0,0,0,1.06,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,61,1
0,0.89,0,0.44,0,0,0,0.89,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,121,1
0,0.46,0.46,0.46,0,0,0,0.92,2.76,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0.223,0,13,1
0,0.48,0,0.96,0,0,0.96,0,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0.243,0,78,1
0,0.94,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,1
0,1.77,0,0.59,0,0,0,0.59,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0.082,0,16,1
0.75,0.37,0.25,1.51,0.37,0,0.44,0.12,2.96,0,0,0,0,0,0,0,0.12,0.12,0,0,0.06,0,0,0,0.085,0.053,0.234,0.064,45,1
0,0.2,0.2,0,0,0,0.2,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,15,1
0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0,5,1
0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
0,0.23,0,0.47,0.23,0,0.95,0,2.38,0,0,0,0,0,0,0.23,0.23,0,0,0,0,0,0,0,0.123,0,0,0.024,280,1
0,0.72,0.72,0,0,0,0,0.72,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,0,8,1
0,1.28,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,0,27,1
0,0.46,0.46,0,0,0,0,0,0.93,0,0,0,0,0,0,0,1.4,0.46,0,0,0,0,0,0,0.071,0,0.214,0,64,1
0,0.38,0,0.38,0,0,0,0.38,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0.061,0,20,1
0,0,0,0,0,0,1.58,1.58,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0,26,1
0.06,0.47,0,0.33,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.021,0.107,0,0.085,0.01,144,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,0,0,0,23,1
0,1.12,0,0.56,0,0,2.8,0,3.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.333,0,140,1
0.47,0.47,0.26,0.97,1.26,0,0.44,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.066,0,0.764,0.159,193,1
0.59,0.29,0.29,0.67,1.23,0.03,0.44,0.07,3.43,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.075,0,0.532,0.137,763,1
0.59,0.29,0.29,0.67,1.23,0.03,0.44,0.07,3.43,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.075,0,0.531,0.137,763,1
0.46,0.46,0,1.38,0,2.31,0.46,0.46,2.77,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.494,0,0.823,0,12,1
0,0.46,0.46,0,0,0,0,1.4,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1
0,0.7,0,0.7,0,0,0,0.7,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,61,1
0,0.43,0,0.43,0,0,0,0.86,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,61,1
0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.518,0.414,0,0,17,1
1.24,1.24,0,0.41,0,0,0,0.82,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0.527,0,19,1
0,0,0,0,0,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0.64,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.094,0.189,0.284,0,0,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.305,0.611,0,0,0,22,1
0,0.64,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.094,0.189,0.284,0,0,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.305,0.611,0,0,0,22,1
0,0.64,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.094,0.189,0.284,0,0,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.305,0.611,0,0,0,22,1
0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0.115,0.231,0.347,0,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0.305,0.611,0,0,0,22,1
0,0,0,1.96,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,27,1
0,0.76,0,0.38,0,0,0,0.76,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0.059,79,1
0,0,0,0,0,0,0,0.47,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0,0,6,1
0.12,0.63,0.5,0.88,0,0,0.12,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.019,0.379,0.159,0.119,0,38,1
0,1.02,0,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,19,1
0.05,0.4,0,0.3,0,0.05,0,0.5,1.55,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.045,0,0.118,0,96,1
0.05,0.4,0,0.3,0,0.05,0,0.5,1.55,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.036,0,0.118,0,96,1
0,0,1.28,1.28,0,0,5.12,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,1
0,0.55,0,0.55,0,0,2.79,0,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0.331,0,140,1
0.05,0.4,0,0.3,0,0.05,0,0.5,1.55,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.045,0,0.118,0,96,1
0.05,0.4,0,0.3,0,0.05,0,0.5,1.55,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.036,0,0.118,0,96,1
0.5,0.34,0.3,0.73,1.27,0.03,0.42,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.077,0,1.281,0.125,595,1
0,0.8,0.16,0,0,0.16,0,0.8,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.049,149,1
0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0.322,0,49,1
0.16,0.67,0.33,1.51,0,0,1.68,0.33,2.18,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.19,0,0.054,0,101,1
0.5,0.5,0.5,1.01,0,0,0,0,4.04,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.089,0,0.178,0,53,1
0,0,0,1.19,0,0,0,0.59,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0,0,0.8,0,0,1.6,0.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,13,1
0.41,0.41,0,2.07,0,0,0,0,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149,0,335,1
0,0.38,0,0,0,0,0.76,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0.179,0,78,1
0,0,0.4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,1.12,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,19,1
0,0.8,0,0.64,0,0,0.16,0.16,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0.174,0,24,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0.431,0,25,1
0,0.39,0.39,0.39,0,0,0.19,0.39,0.59,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.128,0,0.16,0,31,1
0,0.39,0.39,0.39,0,0,0.19,0.39,0.59,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0.128,0,0.16,0,31,1
1,0.33,0,0.33,0,0,0.66,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.541,0,21,1
0,0,0,0,0,0,0,1.49,0,1.49,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,1.65,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,0,0,11,1
1,0.33,0,0.33,0,0,0.66,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.541,0,21,1
0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0,23,1
0.5,0.34,0.3,0.73,1.27,0.03,0.42,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.077,0,1.281,0.125,595,1
0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0,23,1
0,1.38,0,1.38,0,0,0,4.16,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0.431,0,27,1
1,0.33,0,0.33,0,0,0.66,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.541,0,21,1
0,0.72,0.29,0,0,0.14,0,0.72,0.58,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0.023,0.046,132,1
0.36,1.09,0,0.72,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.126,0,0.126,0,35,1
0,0.27,0.27,0.54,0,0,1.63,0.27,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.121,0,18,1
0.39,0.39,0,0.39,0,0,1.17,0.78,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0.56,0,0.56,0,0,2.82,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,0.33,0,140,1
0.67,0.67,0,0,0,0,0.67,0.67,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0.62,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,16,1
0,1.68,0,0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,19,1
0,0,0,0,4.76,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,186,1
0,0,0,0,0,0,0.45,0.45,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,46,1
0.42,0,0,2.13,0,0,1.7,0,0.85,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,107,1
0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.185,0.232,99,1
0,0,0,0,0,0,0,0.21,0.21,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.146,0.183,99,1
0.46,0.46,0,1.38,0,2.31,0.46,0.46,2.77,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.49,0,0.816,0,12,1
0.14,0.29,0.29,0,0,0,0.29,0.43,3.66,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0.024,0,0,0,38,1
0,0.68,0,0,0,0.34,0,1.37,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,13,1
0.46,0.46,0,1.38,0,2.31,0.46,0.46,2.77,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0.49,0,0.816,0,12,1
0.62,0.62,0,3.1,0,0,1.24,1.24,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,34,1
0,0.35,0,0.71,0,0,0,1.42,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,0,61,1
0,0.61,0.15,0,0,0.15,0,0.76,0.15,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.024,0.049,132,1
0,0,0,1.15,0,0,0,0.57,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0.52,2.38,0.26,0,0,0,0,0,1.32,0,0,0,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0.656,0,0,0,71,1
0.17,0.08,0,0.6,0.17,0,0.17,0.08,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.027,0.013,0,48,1
0,1,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0,0,0,19,1
0,0.54,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,16,1
0,0,0.78,1.56,0,0,0.78,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,1.02,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0.44,0,0,1.34,0,0,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.072,28,1
0,0.66,0,0.66,0,0,0,1.32,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,121,1
0,0,1.02,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0.34,0.25,0.34,0.51,0,0.17,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0.258,0.113,300,1
0.34,0.26,0.34,0.52,0,0.17,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0.259,0.064,62,1
0.43,0,0,2.18,0,0,1.74,0,0.87,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,107,1
