@relation 'spambase-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.PrincipalComponents -R 0.2 -A 5-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1'

@attribute -0.348word_freq_857-0.348word_freq_415-0.32word_freq_direct-0.317word_freq_technology-0.312word_freq_telnet... numeric
@attribute 0.272word_freq_your+0.252capital_run_length_longest+0.248word_freq_000+0.236char_freq_$+0.235word_freq_order... numeric
@attribute -0.445capital_run_length_longest-0.372capital_run_length_total-0.292char_freq_(-0.285capital_run_length_average+0.248word_freq_you... numeric
@attribute class {0,1}

@data
0.873208,3.103521,0.260255,1
0.803245,0.342236,0.579747,1
0.992431,0.414959,1.903526,1
1.590609,3.314467,1.523318,1
0.615052,-0.616823,0.312188,1
0.699271,-0.173198,0.431694,1
0.571333,-0.332509,0.741538,1
1.227709,1.665177,1.36862,1
0.587864,-0.026055,-0.385701,1
1.200586,1.664948,1.78974,1
1.793386,6.125291,-3.784442,1
1.694598,3.80568,-1.036245,1
0.254424,-0.697314,0.201824,1
0.742628,0.040127,0.656295,1
0.739471,-0.74266,-3.918811,1
0.74196,0.405905,-0.099434,1
-0.059011,0.422092,0.941673,1
-0.059011,0.422092,0.941673,1
0.173433,0.799922,-0.994827,1
0.720243,-0.269128,0.687929,1
0.934327,3.648407,-0.116252,1
1.236033,1.056911,2.634987,1
1.041796,0.893396,1.613633,1
0.653825,-0.118948,0.007729,1
0.583714,-0.212614,0.104835,1
0.638303,0.074064,0.351219,1
0.715381,-0.459204,-1.547207,1
0.772565,-0.425119,-1.555446,1
0.703326,-0.435002,0.521175,1
0.676913,-0.505018,0.137905,1
0.794697,-0.2269,1.169978,1
0.579546,-0.035243,-0.404725,1
0.636541,-0.531402,0.341888,1
2.075154,5.70399,-0.867246,1
1.372169,3.282001,0.851116,1
0.974414,1.307019,-0.160975,1
0.528969,-1.096,0.540526,1
0.694213,-0.682409,0.833784,1
0.870021,-0.205492,1.013904,1
0.563415,-1.005296,0.585903,1
0.665901,-0.122164,0.525826,1
0.743087,0.362059,0.210156,1
1.027675,1.155285,1.24831,1
0.649976,0.221033,-0.609763,1
0.710894,-0.611447,0.761882,1
0.649976,0.221033,-0.609763,1
0.220287,-0.389428,-0.630752,1
0.499672,-0.247329,0.786591,1
1.268306,2.042971,0.884209,1
0.582134,-0.886071,0.346058,1
0.669189,-0.023486,-0.242126,1
1.351392,3.011113,0.334941,1
1.325222,3.107174,-1.277773,1
1.953768,5.500513,0.764863,1
1.375769,3.193657,-1.171441,1
1.629209,3.723898,1.522481,1
1.527904,5.216511,-3.336691,1
1.085577,2.606977,-0.697026,1
1.460244,2.595536,0.75142,1
0.92504,2.393917,-0.801577,1
1.375769,3.193657,-1.171441,1
0.76332,-0.450298,-1.516506,1
1.129486,1.407648,0.508318,1
0.278166,-0.814746,-0.662287,1
0.536324,-1.093,0.612042,1
1.461955,2.285597,2.174646,1
1.241405,2.275546,-0.203811,1
1.588191,4.122792,-2.404852,1
0.349814,-1.491811,0.031168,1
0.612099,0.101197,-0.433003,1
1.217924,5.128794,-1.117397,1
1.528149,5.217866,-3.339035,1
0.359284,-0.43419,-0.272915,1
0.757506,2.125937,0.737519,1
0.365203,-0.260196,0.091489,1
1.328426,2.466559,0.05034,1
1.149404,1.61562,0.893552,1
1.360137,2.638448,0.390094,1
1.215024,2.434684,-0.738783,1
1.023234,0.950793,0.82474,1
0.850876,3.945635,-0.793559,1
1.503119,5.492585,-4.005771,1
1.846042,4.652569,-0.582866,1
0.605686,-0.501438,0.642292,1
1.302119,2.852358,-0.17692,1
0.267388,-0.855336,-0.665583,1
0.898955,0.812667,0.230458,1
0.544718,0.028544,0.913421,1
0.927266,0.325093,0.74119,1
0.923322,0.313271,0.736526,1
1.756339,5.398398,-1.725905,1
0.898343,2.456172,-0.316686,1
0.894287,0.595128,0.402681,1
0.818635,3.389897,-0.654972,1
0.808893,0.864456,-0.314946,1
0.552152,-0.8132,0.488917,1
0.808893,0.864456,-0.314946,1
1.507995,3.416534,-1.085474,1
0.92899,0.542151,-0.591673,1
1.484164,2.897195,0.391533,1
1.516959,3.029962,0.402583,1
-0.473323,0.894086,0.270181,1
0.96562,1.341533,0.880649,1
0.266131,-0.852675,-0.664252,1
0.269085,-0.873069,-0.649676,1
0.637013,-0.017737,-0.281277,1
1.078902,1.228616,1.708614,1
0.855176,0.686768,1.481535,1
0.892759,0.902131,-0.229422,1
0.828562,0.746809,0.364624,1
0.971304,0.659319,1.194071,1
1.116624,1.032725,1.992803,1
0.572847,1.802488,0.98475,1
2.059554,3.943014,4.143522,1
0.551934,-0.813794,0.488693,1
0.800577,0.238499,0.949329,1
1.019685,1.136932,1.310215,1
0.843132,0.471006,0.909828,1
0.634545,-0.675664,0.617074,1
1.4967,3.160303,1.037596,1
1.506066,2.717932,2.086064,1
1.32275,3.094328,1.762563,1
1.606905,4.33842,-2.9035,1
1.538512,3.467948,1.15747,1
1.044832,0.984693,0.853773,1
1.061767,1.329893,0.624902,1
1.091916,2.762388,0.286963,1
0.838344,0.141051,0.982589,1
0.561847,0.307923,-0.284342,1
1.192018,1.625947,1.231343,1
1.076617,1.413632,1.093678,1
0.958241,0.320414,1.674413,1
1.297961,2.001394,1.797383,1
1.298372,2.000868,1.798351,1
0.698035,-0.13895,0.531733,1
0.824563,-0.183503,1.412906,1
0.644717,0.011119,-0.696955,1
1.52303,3.613164,-1.697692,1
0.913105,0.621751,0.115613,1
0.561253,-0.272361,0.094289,1
0.948486,0.699171,0.300878,1
1.286203,1.922535,1.842874,1
0.909477,0.300706,1.174293,1
1.497844,3.506907,-0.12937,1
1.49796,3.509649,-0.131051,1
1.497727,3.504164,-0.127689,1
0.824563,-0.183503,1.412906,1
-0.383683,-0.559403,-0.631121,1
1.263498,2.643914,-0.091446,1
-0.002572,2.92433,-5.408914,1
0.887298,0.569571,0.378453,1
1.255967,2.61757,-0.095811,1
1.49796,3.509649,-0.131051,1
0.772701,1.047826,-2.645158,1
0.840425,0.308843,0.660334,1
1.079458,1.242739,0.909403,1
0.697507,-0.159438,0.526068,1
0.887056,0.12078,1.367892,1
1.013699,0.666586,1.759748,1
1.192554,2.688037,0.918148,1
1.076169,0.984882,1.19426,1
0.608549,-0.047824,-0.303728,1
0.448205,-0.558428,-0.523967,1
1.69341,5.371496,-1.150713,1
0.959527,0.469536,0.836556,1
0.797272,0.178264,1.105384,1
0.622999,0.017203,0.067463,1
1.079269,1.229362,1.710022,1
1.728752,4.478478,-2.091095,1
1.202742,1.761043,1.157397,1
1.124671,2.653785,0.078815,1
1.278619,3.265149,1.326204,1
1.356404,2.635977,1.117923,1
1.003689,1.061304,0.605562,1
0.653088,-0.406579,-0.344684,1
1.21981,1.782427,1.111174,1
0.711947,-0.118308,1.142421,1
0.895939,0.599876,0.417293,1
1.349198,4.275992,-1.707075,1
1.472191,2.877366,0.270931,1
1.557257,4.960474,-2.977779,1
1.349198,4.275992,-1.707075,1
1.528397,3.553942,-1.244332,1
1.114424,0.8815,1.353542,1
0.738982,0.390404,-0.091611,1
0.959527,0.469536,0.836556,1
0.919073,0.29998,0.726823,1
0.861388,0.467977,0.129582,1
0.804913,-0.147682,-1.676712,1
0.893973,0.331307,1.400606,1
0.871908,0.076033,1.329825,1
1.312801,2.857343,0.057692,1
0.822273,0.519984,1.085277,1
1.02976,1.635013,0.532863,1
0.498477,0.399762,0.246234,1
0.380823,-1.125107,-0.274824,1
1.570983,3.517655,0.396167,1
1.315082,2.06913,1.546388,1
1.311343,2.887676,-0.558395,1
0.755771,-0.485031,1.28738,1
1.530689,3.618496,-1.435038,1
0.87937,0.097705,1.350164,1
0.781057,0.716654,-0.6465,1
0.706866,-0.012224,0.488232,1
1.538473,3.469879,1.156258,1
0.813824,0.359801,0.515869,1
1.333029,2.928335,-0.159675,1
1.634654,3.003042,1.899492,1
1.471695,2.875817,0.270129,1
1.102075,1.31845,1.073061,1
2.248056,7.218733,0.435151,1
0.682984,0.334816,0.550072,1
1.403238,1.863184,2.410714,1
1.128631,0.967328,2.010687,1
1.912379,5.90197,-0.259736,1
0.998957,0.2664,1.639143,1
0.767185,0.509986,-0.751094,1
0.611976,3.191832,2.970175,1
0.684761,0.377469,-0.649313,1
1.141648,1.507911,0.872366,1
0.78253,0.250007,0.520754,1
0.705312,-0.100032,0.714207,1
1.004287,1.306956,0.303505,1
1.303636,2.070989,0.858657,1
1.27032,2.49292,1.156444,1
1.0009,1.668614,0.906152,1
0.663322,0.398522,-0.652935,1
1.187392,1.440912,1.171108,1
0.843231,0.610465,1.105033,1
0.568189,-1.042312,0.767503,1
0.650429,0.482991,-0.413623,1
1.761641,4.568696,-2.05198,1
1.248721,2.180744,0.956444,1
1.483581,2.915686,0.662445,1
0.197157,-0.522031,0.22394,1
0.820877,0.399959,0.541592,1
1.183672,1.665932,1.188239,1
0.993808,0.56392,-1.346646,1
1.215683,2.646521,-0.404517,1
1.082144,1.324703,0.041692,1
1.538331,5.939577,-9.590152,1
0.798112,0.463139,1.116538,1
0.903874,-0.056166,1.731731,1
0.98966,2.494183,-6.005731,1
0.877963,0.661587,0.834329,1
0.773882,0.003775,0.580682,1
1.280337,2.792242,-0.583741,1
0.989994,2.495277,-6.006221,1
1.74656,4.259767,-1.366453,1
-0.133159,-0.378073,0.642082,1
1.003339,1.097108,0.59673,1
1.258348,2.517506,-1.076827,1
0.956839,0.825121,-1.644091,1
1.161699,1.512183,0.574586,1
1.53645,3.66853,-1.524061,1
1.378882,2.931248,-0.526125,1
-1.121396,1.346125,1.048647,1
0.719036,2.99561,1.701448,1
1.043992,1.351571,1.779092,1
0.601386,-0.889874,0.51389,1
1.215683,2.646521,-0.404517,1
1.269802,1.567361,0.40846,1
-0.447693,-0.773086,0.365557,1
1.557824,4.969295,-2.982598,1
1.15749,1.664639,0.167727,1
1.808705,5.956393,-2.129881,1
1.557824,4.969295,-2.982598,1
1.102903,1.927086,-0.622262,1
1.244359,2.672203,-0.707092,1
0.611558,-1.237596,-2.964536,1
0.748681,0.034209,0.842888,1
0.968586,2.900387,-0.10676,1
1.285539,2.795193,-0.575306,1
0.826405,0.015334,1.288685,1
1.143547,4.03085,-2.541682,1
0.809859,0.614742,0.185686,1
1.455829,2.521903,2.13476,1
1.107811,1.82131,0.879015,1
1.380507,2.932124,-0.528139,1
1.096715,4.395632,-2.131176,1
0.858877,0.833898,-0.165988,1
1.004368,1.181772,1.32773,1
0.968897,2.899197,-0.105268,1
1.033812,1.316476,1.273156,1
0.993839,0.596842,1.639121,1
0.864191,1.009494,1.008928,1
0.957568,0.496667,1.391286,1
1.375337,4.442245,-6.180283,1
1.368804,4.41135,-6.185301,1
0.933979,2.491459,-0.140359,1
1.557824,4.969295,-2.982598,1
1.575166,4.874287,-1.724872,1
1.575136,4.875144,-1.727335,1
1.198533,2.069742,1.152305,1
1.39815,2.873549,0.244211,1
0.967466,0.530711,1.417914,1
0.347201,-1.515093,0.075227,1
0.927429,1.126304,0.843335,1
0.655955,-0.166029,0.253659,1
1.126438,1.432476,0.724865,1
1.400121,2.225122,1.286405,1
1.327226,3.550104,-1.348587,1
1.271619,2.393965,-1.80811,1
0.87894,1.105003,0.937487,1
0.518364,-0.182019,0.43269,1
0.635355,-0.252392,0.215863,1
0.554527,1.225529,-0.283402,1
0.703354,-0.10144,0.508747,1
1.026452,0.84917,1.554394,1
0.101151,-0.24257,0.085965,1
0.609969,0.644707,0.978883,1
0.740111,-0.446856,-1.688292,1
0.601746,-0.240781,-0.06022,1
1.395714,2.423273,0.638282,1
1.571839,4.963058,-2.969396,1
1.092974,0.30806,2.519582,1
0.101205,-0.242422,0.086021,1
1.060431,1.214159,1.137607,1
1.043566,1.326502,0.637803,1
1.223465,1.224001,2.464128,1
0.848167,3.011964,0.221948,1
1.361456,2.487626,1.57851,1
0.965151,0.739089,0.264118,1
0.964837,0.795478,0.193197,1
1.00369,0.948797,0.176901,1
1.577854,3.563189,0.374065,1
1.253258,2.190274,-0.229977,1
0.331063,-0.561434,-0.979893,1
0.959061,0.727413,0.244963,1
0.937097,0.392624,1.401172,1
