@relation spambase-weka.filters.unsupervised.attribute.RandomSubset-N0.5-S27

@attribute word_freq_make numeric
@attribute word_freq_address numeric
@attribute word_freq_our numeric
@attribute word_freq_internet numeric
@attribute word_freq_report numeric
@attribute word_freq_free numeric
@attribute word_freq_email numeric
@attribute word_freq_credit numeric
@attribute word_freq_your numeric
@attribute word_freq_000 numeric
@attribute word_freq_money numeric
@attribute word_freq_hp numeric
@attribute word_freq_george numeric
@attribute word_freq_650 numeric
@attribute word_freq_lab numeric
@attribute word_freq_labs numeric
@attribute word_freq_857 numeric
@attribute word_freq_data numeric
@attribute word_freq_technology numeric
@attribute word_freq_1999 numeric
@attribute word_freq_parts numeric
@attribute word_freq_pm numeric
@attribute word_freq_direct numeric
@attribute word_freq_cs numeric
@attribute word_freq_project numeric
@attribute word_freq_edu numeric
@attribute word_freq_table numeric
@attribute char_freq_( numeric
@attribute char_freq_! numeric
@attribute class {0,1}

@data
0,0,2.94,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0.809,1
0,0,1.16,0,0,1.16,1.16,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0.667,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.392,1
0.05,0.07,0.76,0.02,0,0,0.13,0.1,1.57,0.05,0,0,0,0,0,0,0,0,0.02,0.1,0,0,0,0,0,0,0,0.101,0.25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.392,1
0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,1
0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,0.352,1
0,0,0.65,0,0,0.65,0,5.22,1.3,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459,0.091,1
1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886,1
0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,2.112,1
0,0,1.89,0,0,0.27,0,0,2.7,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,1
0,0,0,0,0,0,4.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.68,0,0,0,0,0,0,0.68,0,0,0.68,0,0.68,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,1.543,1
0,0,2.94,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0.873,1
0,0,1.46,0,0,0.48,0,0,2.43,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.488,1
0,0.48,0.48,0,0,0.48,0.97,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.963,1
0,0.41,0.41,0,0,0.41,0.83,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0.75,1
0.3,0,0.61,2.45,0,0,0.3,0,0.61,0.3,0.61,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0.051,0.207,1
0,0,2.94,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0.671,1
0,0,2.94,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.711,1
0,0,1.11,0,0,0,0.37,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.426,1
0,0,0.52,0.52,0,0.26,0.26,2.08,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.813,1
0.15,0.45,0.45,1.81,0,0,0,0,1.51,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.318,1
0.18,0,1.57,0.06,0.06,0,0.06,0.24,1.09,0.84,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.01,1
0.49,0,0,0,0,4.97,0,0,1.99,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.17,1
0.46,0.3,0.05,0.28,1.23,0.25,0.02,0,1.46,1.05,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.325,1
0.46,0.46,0,0.33,0,0.26,0.26,0,0.66,0.19,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.278,1
0,1.92,1.92,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.73,0.36,0,1.09,0,1.09,0.36,2.19,2.19,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.498,1
0.06,0.12,0.19,0,0,0,0.12,0.06,0.7,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.03,0.244,1
0,1.26,0,0,0,0,0,0,1.26,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.198,1
0.73,0.36,0,1.1,0,1.1,0.36,2.2,2.2,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.5,1
0,0,0,0,0,1.08,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.478,1
0,0,0,0,0,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0.615,1
0,0,0,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.45,0.45,0,0,0.45,0.91,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.501,1
0,0.42,0.42,0,0,0.42,0.84,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.669,1
0,0.59,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,1
0.23,0,0.23,0,0.23,0.23,0,0,1.89,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.175,1
0,0,1.39,0.93,0,1.39,0.46,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,1
0,0.34,0.68,0,0,0.34,1.36,0,2.73,0,0,0.34,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0.048,1
0.12,0.24,1.32,0.36,0,0,0,0,3.01,0.12,0,0,0,0,0,0,0,0.12,0,0.12,0,0,0.12,0,0,0,0,0.059,0.019,1
0.66,0,0,0,0,1.98,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.205,1
0,0.48,1.46,0,0,0.48,0,0.48,1.95,0,0.48,0,0,0,0,0,0,0,0,1.46,0,0,0.48,0,0,0,0,0.073,0.589,1
0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
0.3,0,0,0,0.3,2.15,0,0,1.23,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.053,1
0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0.201,0,1
0,0,1.26,1.26,0,0,0,1.26,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,1
0,0.53,0.53,0,0,0.53,1.06,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0.877,1
0,0.44,0.44,0,0,0.44,0.89,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.807,1
0,0.46,0.46,0,0,0.92,0.92,0,1.38,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0.298,1
0,0,1.44,0,0,0.48,0,0,2.41,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.486,1
0,0.94,0,0,0,2.83,0,0,0.94,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.366,1
0,0,0,0,0,0,0.59,0,1.18,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0.165,0.165,1
0.75,0.18,0.18,0.25,0.37,0.37,0.12,0.69,1.26,0.44,0.75,0,0,0,0,0,0,0,0,0.12,0,0,0.12,0,0,0,0,0.085,0.437,1
0,0.41,1.67,0,0,0.83,0,0,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0.132,1
0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431,1
0,0,0,0,0.23,0.23,0,0,1.9,0,0.47,0,0,0,0,0,0,0,0.23,0.23,0,0,0,0,0,0,0,0.123,0.197,1
0,0.72,0,1.45,0,2.91,0.72,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0.495,1
0,0,1.28,0,0,1.28,0,0,1.28,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0.724,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.834,1
0,0.46,1.4,1.86,0,1.86,0,0.46,1.4,0,0.46,0,0,0,0,0,0,0,0,1.4,0,0,0.46,0,0,0,0,0.071,0.571,1
0,0,1.15,0,0,0.38,0.38,0,2.3,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0.061,1
0,0.79,0,0,0,0.79,1.58,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0.268,1
0.06,0.06,0.4,0,0,0.2,0,0.13,1.21,0,0.06,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0.096,1
0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,0,1
0,0.56,2.24,0,0,0.56,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.083,1
0.47,0.31,0.05,0.26,1.26,0.26,0,0,1.5,1.05,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.322,1
0.59,0.44,0.14,0.14,1.23,0.22,0.07,0,1.53,0.59,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.613,1
0.59,0.44,0.14,0.14,1.23,0.22,0.07,0,1.53,0.59,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.612,1
0.46,0,0,0.46,0,0,0.46,0,2.31,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.494,0.082,1
0,0,0,0,0,0,1.4,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.35,0.35,0,0,1.05,0.7,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,1.284,1
0,0.43,0.43,0,0,0.43,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0.736,1
0,0,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0.31,1
1.24,0.41,0,0,0,0.41,0.82,0,1.24,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.461,1
0,0,4.25,0,0,2.83,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,1
0,0,0,0,0,0.64,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0.189,0.662,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0.611,1.529,1
0,0,0,0,0,0.64,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0.189,0.662,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0.611,1.529,1
0,0,0,0,0,0.64,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0.189,0.662,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0.611,1.529,1
0,0,0,0,0,0.79,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0.231,0.462,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0.611,1.529,1
0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.907,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,1
0,0,0.38,0,0,0,0.76,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.95,0,0,0,0.47,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,1
0.12,1.76,0.88,0.5,0,0.25,0,0.25,1.38,1.13,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379,0,1
0,0,0.51,0,0,0.51,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.542,1
0.05,0.3,0.1,0.05,0,0,0.5,0.3,0.75,0.15,0.2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.045,0.054,1
0.05,0.3,0.1,0.05,0,0,0.5,0.3,0.75,0.15,0.2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.036,0.054,1
0,0,1.28,1.28,0,0,0,1.28,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,1
0,0.55,2.23,0,0,0.55,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,1.158,1
0.05,0.3,0.1,0.05,0,0,0.5,0.3,0.75,0.15,0.2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.045,0.054,1
0.05,0.3,0.1,0.05,0,0,0.5,0.3,0.75,0.15,0.2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.036,0.054,1
0.5,0.46,0.15,0.19,1.27,0.23,0,0,1.34,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.335,1
0,0.32,0.32,0,0,0.16,0.8,0.16,0.64,0,0,0,0,0.16,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0.271,1
0,0,0.92,0,0,0,0,0,0.61,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,1
0.16,0,0.33,0.84,0,0,0.33,1.68,3.69,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.19,1.194,1
0.5,0,1.51,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.089,1
0,0,0,0,0,0,0.59,0,1.19,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,1
0,0,1.6,1.2,0,0,0.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706,1
0.41,0,0,0,0,0.41,0,0,2.48,0.82,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,1
0,0,0.76,0,0,0.38,0,0,1.52,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0.598,1
0,0,0.4,0.4,0,0.4,0,0,2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,1
0,0,0.56,0,0,0.56,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0.606,1
0,0,1.44,0,0,0,0.16,0,0.47,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.299,1
0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.215,1
0,0.39,0.19,0.19,0,0.98,0.39,0,0.78,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.128,0.16,1
0,0.39,0.19,0.19,0,0.98,0.39,0,0.78,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0.128,0.16,1
1,0,0.66,0,0,0.66,0,0,0.33,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.12,1
0,0,1.49,0,0,2.98,1.49,0,1.49,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.65,0,0,0.82,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,1
1,0,0.66,0,0,0.66,0,0,0.33,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,1
0.5,0.46,0.15,0.19,1.27,0.23,0,0,1.34,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.335,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,1
0,0,0,0,0,2.77,4.16,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,1
0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.215,1
1,0,0.66,0,0,0.66,0,0,0.33,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.12,1
0,0.29,0.29,0,0,0.14,0.72,0.14,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.865,1
0.36,0,0,0,0,0,0,0,1.09,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.063,1
0,0,0.81,2.98,0,0.81,0.27,1.35,2.44,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.565,1
0.39,0,0,0,0,0,0.78,0,1.17,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,1
0,0.56,2.25,0,0,0.56,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,1.32,1
0.67,0,2.7,0,0,0,0.67,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1
0,0,0.62,0,0,0.62,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,1.055,1
0,0,0.33,0,0,0.33,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.484,1
0,0,0,0,4.76,4.76,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.31,1.31,0,0,0,1.31,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,1
0,0,1.36,0,0,0.45,0.45,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0.135,1
0.42,0,0.85,0,0,0,0,0,0.85,0,0.42,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,1.088,1
0,0,0.27,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.43,0,0,0.43,0.21,0,0.43,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,1
0.46,0,0,0.46,0,0,0.46,0,2.31,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.49,0.081,1
0.14,0.14,0.29,0.29,0,0.87,0.43,0,1.31,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0.024,0.265,1
0,0.34,0,0,0,0.68,1.37,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,1
0.46,0,0,0.46,0,0,0.46,0,2.31,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.49,0.081,1
0.62,0,0,0,0,0,1.24,0,1.86,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.517,1
0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,1
0,0.71,0.35,0,0,0.35,1.42,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.7,1
0,0.3,0.3,0,0,0.15,0.76,0.15,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0.567,1
0,0,0,0,0,0,0.57,0,1.15,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,1
0.52,0,0.26,0,0,0.79,0,0,1.05,0,0.52,0,0,0,0,0,0,0.26,0.26,0.26,0,0.52,0,0,0,0,0,0.656,0.31,1
0.17,0,0.42,0.42,0.17,0,0.08,0,3.17,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.095,1
0,0,0.5,0,0,0.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.892,1
0,0,0.54,0,0,0.54,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,1.443,1
0,0,0,2.34,0,0,0,0,0.78,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,1
0,0,0,2.04,0,0,0,0,1.02,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968,1
0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.44,0,0.89,0,0,0.44,0,0,1.79,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944,1
0,0.66,0.33,0,0,0.33,1.32,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.583,1
0,0,0,2.04,0,0,0,0,1.02,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969,1
